exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
Sigtunagatan 13,3495000.0,30.0,2.0,1.0,1622.0,116500.0,False,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.06666666666666667,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,3807876.8452380956
Hallandsgatan 50 B,3495000.0,38.0,1.0,4.0,2621.0,91974.0,False,False,,,södermalm,helgalunden,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,,0,3849668.766233766
Rabattvägen 36,1925000.0,51.0,2.0,1.0,3915.0,37745.0,True,True,,,vällingby,johannelund,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,37891.793471192614,35636.36363636364,0,2144727.380952381
"Atterbomsvägen 38, 1tr",5995000.0,72.0,3.0,1.0,4827.0,83264.0,True,True,,,fredhäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,90353.43035343035,80164.38654110392,0,5648671.33116883
Bryggvägen 4,1695000.0,19.0,1.0,1.0,1368.0,89211.0,False,False,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,2286477.5
Sehlstedtsgatan 9,3495000.0,41.0,2.0,0.0,2222.0,85244.0,True,False,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,4149128.452380951
"Smedsbacksgatan 7, 8 av 8 tr",3495000.0,35.0,1.5,8.0,2357.0,99857.0,True,True,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,3886760.357142857
Sköllerstagatan 58,1995000.0,59.0,2.0,2.0,5021.0,33814.0,True,True,,,rågsved bjursätrahöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,4159283.452380953
Flintbacken 6,5695000.0,80.0,3.5,2.0,4850.0,71188.0,True,True,,,södermalm högalid,central,2024-09-17 07:17:05.119757,2024,9,4,0.04375,0,5423264.851586489,,-0.36492890995260663,109150.11914217634,80164.38654110392,0,7543453.7301587295
"Hebergsgränd 2, vån 1",2250000.0,66.0,2.0,1.0,5422.0,34091.0,False,False,,,östberga,älvsjö,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,35272.988505747126,53560.924369747896,0,1807118.4112554116
Midsommarvägen 14,2395000.0,39.0,1.0,1.0,3061.0,61410.0,False,False,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.02564102564102564,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,2773541.369047619
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Bällstaågatan 58,3895000.0,65.0,2.0,3.0,4380.0,59923.0,True,False,,,mariehäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.03076923076923077,0,5423264.851586489,,-0.36492890995260663,69978.61724875268,80164.38654110392,0,4028425.8531746035
Sjöbjörnsvägen 15E,4695000.0,69.1,3.0,1.0,5062.0,67945.0,False,False,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.043415340086830685,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,5581680.775613275
"Sandfjärdsgatan 86, 3tr",2895000.0,59.5,2.0,3.0,4592.0,48655.0,False,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03361344537815126,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3297088.888888889
Sandhamnsgatan 39,3950000.0,56.0,1.5,1.0,4287.0,70536.0,False,False,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.026785714285714284,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,5482811.46103896
Fredhällsgatan 3,5295000.0,62.0,2.0,0.0,3008.0,85403.0,True,False,,,kungsholmen fredhäll,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,103917.52577319587,80164.38654110392,0,5950375.833333335
"Sankt Eriksgatan 4, 2tr",6195000.0,60.0,2.5,2.0,3879.0,103250.0,True,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,6115934.523809523
Reuterholmsvägen 7,2495000.0,57.0,2.0,2.0,3436.0,43772.0,False,True,,,örby slott,liseberg,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,43580.90185676393,41813.5593220339,0,2293882.817460318
"Lindvallsplan 4, 1tr",3650000.0,41.0,2.0,1.0,2746.0,89024.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,4193153.095238095
"Tångvägen 44, 3tr",2995000.0,56.0,3.0,3.0,5173.0,53482.0,False,True,,,hökmossen,telefonplan,2024-09-17 07:17:05.119757,2024,9,4,0.05357142857142857,0,5423264.851586489,,-0.36492890995260663,57783.50515463918,73780.76062639822,0,3099269.4047619044
Klädesvägen 40 vån 2,2595000.0,43.0,2.0,1.0,3619.0,60349.0,True,True,,,bromma,riksby,2024-09-17 07:17:05.119757,2024,9,4,0.046511627906976744,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,54042.55319148936,0,2675541.4285714286
"Doktor Abelins Gata 2, 3 tr",3995000.0,44.5,2.0,3.0,2995.0,89775.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.0449438202247191,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,4648849.684166669
"Fatburs kvarngata 9, 1 tr",4595000.0,69.0,2.5,1.0,5158.0,66594.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.036231884057971016,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,6415287.738095237
Strålgatan 45,5495000.0,66.0,3.0,4.0,5276.0,83258.0,True,True,,,lilla essingen,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,83333.33333333333,80164.38654110392,0,5599964.108946607
Ellen Keys gata 93,1795000.0,38.0,1.0,1.0,2436.0,47237.0,False,False,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,2052053.1944444438
Sickla Kanalgata 60,7295000.0,87.0,3.0,3.0,6327.0,83851.0,True,False,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,6871602.936507936
"Melodislingan 26, 4 tr",5250000.0,44.0,2.0,4.0,4539.0,119318.0,True,True,,,sveakvarteren,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,3492513.6904761884
Smedsbacksgatan 26,1995000.0,24.0,1.0,1.0,2077.0,83125.0,True,False,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,2779644.5238095243
Älvsjövägen 38,2240000.0,38.0,1.0,1.0,3015.0,58947.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,2339946.071428572
Älvsjövägen 36,2990000.0,45.0,2.0,2.0,3287.0,66444.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,2809674.8412698414
Älvsjövägen 28,4140000.0,66.0,3.0,2.0,4255.0,62727.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,3666985.6746031735
Kabelverksgatan 47,5840000.0,85.0,4.0,4.0,5068.0,68706.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.047058823529411764,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,4632016.488095238
"Ymsenvägen 3, vån 8",7895000.0,113.0,3.0,8.0,6065.0,69867.0,True,True,,,årsta,gullmarsplan,2024-09-17 07:17:05.119757,2024,9,4,0.02654867256637168,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,66417.9104477612,0,5787499.0476190485
Rålambsvägen 21,3995000.0,51.0,2.0,6.0,2257.0,78333.0,True,True,,,kungsholmen,marieberg,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,102559.572426767,92207.2072072072,0,4853180.729444443
"Tranebergsvägen 58, vån 3 av 3",2495000.0,40.0,2.0,3.0,3588.0,62375.0,False,True,,,traneberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,60971.83098591549,80164.38654110392,0,2722250.5952380956
"Bråvallagatan 10, 2tr",6995000.0,62.0,2.0,2.0,2352.0,112823.0,False,True,,,vasastan,birkastan,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,122937.20459149223,0,6750213.51190476
Norr Mälarstrand 88,2495000.0,20.0,1.0,0.0,1154.0,124750.0,True,False,,,kungsholmen,norr mälarstrand,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,102559.572426767,116009.46372239747,0,2773568.035714286
"Långhalsvägen 22, 1tr",2150000.0,36.0,1.0,1.0,2828.0,59722.0,False,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.027777777777777776,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,2240176.428571428
Falkholmsgränd 27,2120000.0,83.5,3.0,5.0,6222.0,25389.0,True,True,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03592814371257485,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,2256805.357142857
Petrejusvägen 39,3195000.0,71.0,2.0,0.0,4341.0,45000.0,True,False,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.028169014084507043,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,4269691.448412699
Konstgjutarvägen 14,2750000.0,35.0,1.5,3.0,3029.0,78571.0,False,False,,,globen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,58269.230769230766,80164.38654110392,0,2474949.4047619044
Vulcanusgatan 1,5195000.0,54.0,2.0,0.0,3213.0,96204.0,True,False,,,atlas,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,152678.57142857142,119318.8965765118,0,6080287.857142858
Axbergsgränd 3,1895000.0,78.0,3.0,2.0,5812.0,24295.0,False,True,,,hagsätra,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,32876.55971479501,80164.38654110392,0,2215950.634920635
"Sankt Eriksgatan 85A, 5 tr.",7395000.0,74.0,2.5,5.0,2347.0,99932.0,True,False,,,vasastan,birkastan,2024-09-17 07:17:05.119757,2024,9,4,0.033783783783783786,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,122937.20459149223,0,7286439.523809525
"Sibeliusgången 26, 8 tr",1495000.0,60.0,2.0,8.0,3202.0,24917.0,True,True,,,akalla,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,27736.7360644728,80164.38654110392,0,1716820.2380952386
Lidköpingsvägen 31,2795000.0,40.0,2.0,2.0,3210.0,69875.0,False,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,2891038.6904761903
Astrakangatan 2,1650000.0,42.0,2.0,2.0,3280.0,39286.0,True,True,,,hässelby gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,27739.42093541203,80164.38654110392,0,1526196.5476190476
Ulricehamnsvägen 2,3500000.0,52.0,2.0,2.0,3150.0,67308.0,False,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,3551689.9206349207
Tranebergsvägen 36,1995000.0,34.0,1.0,1.0,2559.0,58676.0,False,False,,,bromma traneberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,63636.36363636364,80164.38654110392,0,2134180.119047619
Finn Malmgrens Väg 15,3995000.0,64.0,3.0,3.0,4961.0,62422.0,False,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.046875,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,3940087.5793650784
"Skanörvägen 5, 5 tr",4550000.0,70.0,3.0,5.0,4735.0,65000.0,True,True,,,björkhagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,63961.15361977634,80164.38654110392,0,3822720.7341269827
Årstaskogs väg 10,8295000.0,100.0,4.0,18.0,6407.0,82950.0,True,True,,,årstaberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,64880.95238095238,80164.38654110392,0,4910200.476190476
Gunhild,1590000.0,,,1.0,2843.0,56785.0,False,False,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1891861.6666666663
"Stjernströms väg 3, vån 2",2995000.0,50.0,2.0,2.0,4715.0,59900.0,True,True,,,axelsberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,3886027.61904762
Jämtlandsgatan 84,2350000.0,70.0,3.0,2.0,5742.0,33571.0,False,True,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,2232426.904761905
Ellen Keys Gata 24,4495000.0,145.0,5.0,1.0,13420.0,31000.0,True,True,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,4646783.928571428
"Fredriksdalsgatan 20, 2 tr",4695000.0,54.0,2.0,2.0,2906.0,86944.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,4363670.178571428
Sandalettgatan 7,5195000.0,100.0,4.0,3.0,6016.0,51950.0,True,True,,,älvsjöstaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,55137.61467889908,80164.38654110392,0,4936642.261904762
Pastellvägen 17,3375000.0,52.0,2.0,2.0,2341.0,64904.0,True,True,,,skärmarbrink,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,75146.1038961039,80164.38654110392,0,4081813.9880952383
Järnlundsvägen 10,3100000.0,55.0,2.0,2.0,4317.0,56364.0,False,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3205660.476190476
"Horisontvägen 16, 1tr",1550000.0,31.0,1.0,1.0,3127.0,50000.0,True,False,,,skarpnäck,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,37376.792876079126,80164.38654110392,0,1669090.3571428568
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Oddegatan 10,2295000.0,61.0,2.0,5.0,3845.0,37623.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.03278688524590164,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,1750706.4285714286
Horisontvägen 18E,1600000.0,31.0,1.0,1.0,3127.0,51613.0,True,False,,,skarpnäck,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,37376.792876079126,80164.38654110392,0,1669090.3571428568
"Rusthållarvägen 71, 2tr",3700000.0,81.0,4.0,2.0,8453.0,45679.0,False,True,,,bagarmossen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04938271604938271,0,5423264.851586489,,-0.36492890995260663,58966.89497716895,80164.38654110392,0,3727409.285714285
"Thorsten Levenstams väg 2C, 4tr",1975000.0,34.0,1.0,4.0,2379.0,58088.0,True,True,,,sköndal,sköndals centrum,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,1,5423264.851586489,,-0.36492890995260663,47274.36281859071,44137.93103448276,0,2027956.6468253967
Lillhagsvägen 18,2395000.0,90.0,4.0,2.0,7510.0,26611.0,True,True,,,älvsjöbadet,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7081184.206349205
"Farstavägen 106, 2tr",2495000.0,80.0,2.0,1.0,7415.0,31188.0,True,True,,,farsta,centrum,2024-09-17 07:17:05.119757,2024,9,4,0.025,1,5423264.851586489,,-0.36492890995260663,44029.48402948403,35118.5921958684,0,2559162.976190476
"Molkomsbacken 24, 8tr",3495000.0,100.0,5.0,1.0,5097.0,34950.0,True,True,,,farsta,centrum,2024-09-17 07:17:05.119757,2024,9,4,0.05,1,5423264.851586489,,-0.36492890995260663,44029.48402948403,35118.5921958684,0,3789790.3571428573
Kabelverksgatan 42,2895000.0,51.0,2.0,2.0,3758.0,56765.0,True,True,,,älvsjö centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,1,5423264.851586489,,-0.36492890995260663,44415.58441558442,80164.38654110392,0,2284133.0952380956
Forshagagatan 68,3795000.0,107.0,4.0,2.0,8562.0,35467.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.037383177570093455,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,3803392.261904761
Jönåkersvägen 15,2495000.0,56.0,2.0,1.0,3981.0,44554.0,False,True,,,svedmyra,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,76323.82892057026,80164.38654110392,0,4014606.428571429
Glasmålarvägen 6,3350000.0,65.0,3.0,2.0,3216.0,51538.0,False,False,,,gamla enskede,central,2024-09-17 07:17:05.119757,2024,9,4,0.046153846153846156,0,5423264.851586489,,-0.36492890995260663,106913.8418079096,80164.38654110392,0,5933025.833333334
Svärdlångsvägen 66,4695000.0,89.0,4.0,1.0,7304.0,52753.0,False,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.0449438202247191,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3873535.119047618
Ibsengatan 54,2895000.0,61.0,3.0,1.0,3083.0,47459.0,False,True,,,blackeberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.04918032786885246,0,5423264.851586489,,-0.36492890995260663,53244.9494949495,80164.38654110392,0,3311020.317460318
Skäftingebacken 36,1695000.0,78.0,3.0,1.0,6083.0,21731.0,True,True,,,spånga,tensta,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,18290.04329004329,0,2061233.611111112
Karlavägen 4,11250000.0,85.0,4.0,7.0,3209.0,132353.0,True,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.047058823529411764,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,10111801.785714287
"Helsingörsgatan 14, 4tr",1750000.0,45.0,2.0,4.0,4167.0,38889.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,1572832.9444444443
Langelandsgatan 27,2600000.0,87.0,4.0,1.0,6678.0,29885.0,True,False,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.04597701149425287,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2341363.095238095
"Almbygatan 10, 10tr",1595000.0,40.0,2.0,10.0,4134.0,39875.0,True,True,,,spånga,rinkeby,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,33271.186440677964,0,1558109.1414141417
Filipstadsbacken 50 B,1595000.0,35.0,1.0,1.0,2042.0,45571.0,False,False,,,farsta strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.02857142857142857,0,5423264.851586489,,-0.36492890995260663,41130.95238095238,80164.38654110392,0,1908959.0079365075
"Ljusstöparbacken 1, vån 8",5695000.0,77.0,3.0,8.0,4992.0,73961.0,True,True,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,5719772.142857143
Harpsundsvägen 82C,2695000.0,69.0,3.0,1.0,4875.0,39058.0,True,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,3051023.8095238097
Svandammsvägen 43,4950000.0,59.5,2.0,3.0,4977.0,83193.0,True,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03361344537815126,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,4408036.785714286
Narvavägen 32,14000000.0,76.0,3.0,2.0,0.0,184211.0,True,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.039473684210526314,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,8036435.634920634
Harpsundsvägen 155,1695000.0,28.5,1.0,3.0,2033.0,59474.0,False,True,,,bandhagen,högdalen,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,41055.83392984968,44789.579158316636,0,1776028.2142857136
"Rödabergsgatan 10, 4tr",6350000.0,66.0,2.5,4.0,3293.0,96212.0,True,False,,,vasastan rödabergen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03787878787878788,0,5423264.851586489,,-0.36492890995260663,109274.19354838709,80164.38654110392,0,6420920.753968256
"Bondegatan 1C, 3tr ÖG",3750000.0,42.0,2.0,3.0,2033.0,89286.0,False,True,,,södermalm,katarina sofia,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,106161.27474649927,0,4283799.595238095
Johan skyttes väg 388,4790000.0,85.0,3.5,0.0,4980.0,56353.0,True,True,,,älvsjö,långbro park,2024-09-17 07:17:05.119757,2024,9,4,0.041176470588235294,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,73265.30612244898,0,4533957.63888889
Strandliden 39,3675000.0,79.0,3.0,2.0,4475.0,46519.0,False,False,,,hässelby strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.0379746835443038,0,5423264.851586489,,-0.36492890995260663,38054.982817869415,80164.38654110392,0,2529882.023809524
Lugnets Allé 43,6995000.0,80.0,3.0,4.0,4992.0,87438.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.0375,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,6224828.928571429
Lidnersgatan 12B,3195000.0,39.5,2.0,4.0,3383.0,80886.0,True,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05063291139240506,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,3972148.2936507924
"Fröken Göhles Väg 4, 3 tr",1750000.0,30.0,1.0,3.0,2064.0,58333.0,True,True,,,spånga,bromstensstaden,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,56666.666666666664,0,1677670.768398268
Abiskovägen 18,2395000.0,58.0,2.0,3.0,3304.0,41293.0,False,True,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,2201115.0
Slättgårdsvägen 91,3775000.0,92.0,3.0,1.0,5532.0,41033.0,False,False,,,mälarhöjden,västertorp,2024-09-17 07:17:05.119757,2024,9,4,0.03260869565217391,0,5423264.851586489,,-0.36492890995260663,76151.72082407352,,0,6879353.690476191
Åsögatan 92,2495000.0,24.0,1.0,3.0,1998.0,103958.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,2802903.095238094
"Lindhagensterrassen 27, vån 10",6950000.0,80.5,3.0,10.0,3853.0,86335.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.037267080745341616,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,7261875.0
