exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
"Hallebergsvägen 18, 3/3tr",7850000.0,108.0,5.0,3.0,7858.0,72685.0,False,True,,,bromma,traneberg,2024-09-17 07:17:05.119757,2024,9,4,0.046296296296296294,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,69532.03024682551,0,5012689.047619048
Pelle Svanslös gata 3,5295000.0,95.0,3.0,2.0,5593.0,55737.0,True,True,,,"annedal, bromma (sundbyberg)",central,2024-09-17 07:17:05.119757,2024,9,4,0.031578947368421054,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7759879.404761905
Skogängsvägen 31E,1590000.0,28.0,1.0,0.0,2843.0,56786.0,True,False,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1686401.9047619044
Skogängsvägen 33G,1910000.0,55.0,2.0,0.0,3985.0,34727.0,True,True,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1862866.9047619044
Skogängsvägen 31L,3040000.0,85.0,3.0,1.0,5423.0,35765.0,True,True,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,0.03529411764705882,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,2148544.2857142854
Skogängsvägen 31J,2040000.0,49.0,2.0,1.0,3732.0,41633.0,True,True,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,0.04081632653061224,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1804529.7380952376
Stjernströms väg 5,4495000.0,78.8,4.0,4.0,6706.0,57043.0,True,True,,,örnsberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.050761421319796954,0,5423264.851586489,,-0.36492890995260663,77574.52574525746,80164.38654110392,0,5879032.380952382
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Enskedevägen 170,2995000.0,52.0,2.0,3.0,3675.0,57596.0,True,True,,,svedmyra,enskede,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,76323.82892057026,65377.20706260032,0,4057806.785714286
Surbrunnsgatan 43B,3995000.0,39.0,2.0,1.0,2277.0,102436.0,False,False,,,vasastan,sibirien,2024-09-17 07:17:05.119757,2024,9,4,0.05128205128205128,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,103615.0512214342,0,4583701.666666666
"Sankt Eriksplan 5, 3 tr",3495000.0,32.0,1.0,3.0,1385.0,109219.0,True,True,,,birkastan,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,124432.7485380117,119318.8965765118,0,3783143.333333334
Sjöviksvägen 124,3995000.0,59.0,2.0,5.0,4046.0,67712.0,True,True,,,liljeholmskajen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,0,5423264.851586489,,-0.36492890995260663,76032.09191759113,80164.38654110392,0,4173912.61904762
Boforsgatan 9,3995000.0,113.0,6.0,7.0,6557.0,35354.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05309734513274336,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,3959890.2380952383
Slipgatan 5,3795000.0,42.0,2.0,1.0,3677.0,90357.0,True,False,,,södermalm,hornstull,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,111211.51271753681,0,4144837.2186147193
"Reimersholmsgatan 75, 4 tr",7950000.0,96.5,4.0,4.0,7658.0,82383.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.04145077720207254,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,8505224.325396825
Essinge Brogata 23,2895000.0,31.0,2.0,4.0,2339.0,93387.0,True,True,,,lilla essingen,central,2024-09-17 07:17:05.119757,2024,9,4,0.06451612903225806,0,5423264.851586489,,-0.36492890995260663,83333.33333333333,80164.38654110392,0,2763350.190476191
Ingemarsgatan 3B,3995000.0,32.0,2.0,1.0,2045.0,124844.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.0625,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,3840148.809523809
Lidköpingsvägen 17,4895000.0,68.0,3.0,3.0,4825.0,71985.0,False,True,,,"hammarbyhöjden, johanneshov",central,2024-09-17 07:17:05.119757,2024,9,4,0.04411764705882353,0,5423264.851586489,,-0.36492890995260663,69987.17948717948,80164.38654110392,0,4636252.142857144
Olshammarsgatan 56,2495000.0,73.0,4.0,3.0,5124.0,34178.0,True,True,,,bandhagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0547945205479452,0,5423264.851586489,,-0.36492890995260663,41055.83392984968,80164.38654110392,0,2733316.7857142854
Rabattvägen 36,2095000.0,55.0,2.0,5.0,4222.0,38091.0,True,True,,,johannelund,vällingby,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,,,0,4079192.738095239
"Lars Forssells gata 31, Vån 4",7495000.0,90.5,3.0,4.0,3605.0,82818.0,True,True,,,västra kungsholmen,hornbergs strand,2024-09-17 07:17:05.119757,2024,9,4,0.03314917127071823,0,5423264.851586489,,-0.36492890995260663,91052.32216343327,97672.95597484277,0,8347560.0
Jämtlandsgatan 154,2695000.0,78.0,3.0,2.0,6417.0,34551.0,True,True,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,2276327.142857143
"Folkparksvägen 164, 7tr",4195000.0,84.5,3.5,7.0,5738.0,49645.0,True,True,,,solberga,central,2024-09-17 07:17:05.119757,2024,9,4,0.04142011834319527,0,5423264.851586489,,-0.36492890995260663,46935.48387096774,80164.38654110392,0,3681142.261904761
Hammarby kaj 4,5750000.0,80.5,3.0,2.0,5267.0,71429.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.037267080745341616,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,6176582.261904764
Pilotgatan 6,1895000.0,59.0,2.0,1.0,4650.0,32119.0,True,False,,,skarpnäck,central,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,0,5423264.851586489,,-0.36492890995260663,37376.792876079126,80164.38654110392,0,2096973.333333333
Korphoppsgatan 22,6495000.0,84.0,3.0,4.0,5167.0,77321.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,6582022.579365082
Ekshäradsgatan 81,2995000.0,77.0,3.0,2.0,4619.0,38896.0,True,True,,,farsta strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,41130.95238095238,80164.38654110392,0,2940050.7142857146
"Nystadsgatan 3, 1 tr",1795000.0,73.0,3.0,1.0,6667.0,24589.0,True,True,,,akalla,central,2024-09-17 07:17:05.119757,2024,9,4,0.0410958904109589,0,5423264.851586489,,-0.36492890995260663,27736.7360644728,80164.38654110392,0,1922247.8968253967
Stavangergatan 8,1495000.0,52.5,2.0,1.0,3935.0,28476.0,True,True,,,husby,central,2024-09-17 07:17:05.119757,2024,9,4,0.0380952380952381,0,5423264.851586489,,-0.36492890995260663,23919.8606271777,80164.38654110392,0,1664278.8095238092
Langelandsgatan 3,2295000.0,81.0,3.0,4.0,6531.0,28333.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2219587.7380952374
Hälsingegatan 61,5250000.0,35.0,1.5,2.0,2751.0,150000.0,True,True,,,hagastaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,95456.05306799337,80164.38654110392,0,3662158.3333333326
Valhallavägen 56,14995000.0,122.0,4.0,5.0,6045.0,122910.0,True,True,,,vasastan,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.03278688524590164,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,106251.37655091404,0,11792706.091269843
Alviksvägen 11,9975000.0,124.0,5.0,1.0,7397.0,80444.0,False,False,,,alvik,central,2024-09-17 07:17:05.119757,2024,9,4,0.04032258064516129,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7819423.373015869
"Kaskögatan 6, 3tr",2050000.0,75.5,3.0,3.0,5079.0,27152.0,True,True,,,akalla,central,2024-09-17 07:17:05.119757,2024,9,4,0.039735099337748346,0,5423264.851586489,,-0.36492890995260663,27736.7360644728,80164.38654110392,0,1985342.658730159
Skeppargatan 92,6975000.0,73.0,3.0,0.0,4182.0,95548.0,True,False,,,östermalm,nedre gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.0410958904109589,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,114692.30769230769,0,7406024.325396825
Lövsätragränd 17,1250000.0,56.0,1.0,1.0,3292.0,22321.0,False,False,,,sätra,central,2024-09-17 07:17:05.119757,2024,9,4,0.017857142857142856,0,5423264.851586489,,-0.36492890995260663,35491.55908639523,80164.38654110392,0,1670155.357142857
Strandvägen 29,24000000.0,103.0,3.0,6.0,3765.0,233010.0,False,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.02912621359223301,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,12955935.357142858
Tomtebogatan 18,7175000.0,67.0,2.0,2.0,4007.0,107090.0,True,False,,,vasastan birkastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.029850746268656716,0,5423264.851586489,,-0.36492890995260663,102333.33333333333,80164.38654110392,0,5963561.190476191
"Rådmansgatan 46, 4tr",1975000.0,20.0,1.0,4.0,2365.0,98750.0,True,True,,,vasastan norrmalm östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,2499906.468253968
Fredsborgsgatan 6,5495000.0,68.0,3.0,1.0,3314.0,80809.0,True,False,,,liljeholmskajen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04411764705882353,0,5423264.851586489,,-0.36492890995260663,76032.09191759113,80164.38654110392,0,5329907.023809523
Gamla Huddingevägen 446,2795000.0,70.0,3.0,2.0,3105.0,39929.0,False,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,3735474.0873015868
Medaljonggatan 2B,4940000.0,74.0,3.0,2.0,5619.0,66757.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.04054054054054054,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,3788871.388888889
Medaljonggatan 2B,5790000.0,93.0,4.0,3.0,6631.0,62258.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.043010752688172046,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,4801355.9523809515
Solveig,3090000.0,,,1.0,4128.0,65744.0,False,False,,,älvsjöstaden,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,55137.61467889908,80164.38654110392,0,2832518.5119047626
"Jämtlandsgatan 99, Vån 1 (13011/1001)",2795000.0,66.0,2.0,1.0,4597.0,42348.0,True,False,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2403352.6190476185
Cirkelvägen 24 A,1995000.0,40.0,2.0,1.0,4283.0,49875.0,False,False,,,enskede,gubbängen,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,64148.959004078126,52359.05044510386,0,2522118.869047619
Diavoxvägen 18A,3549000.0,45.0,2.0,8.0,4031.0,78867.0,True,True,,,telefonplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,80164.38654110392,0,3010191.6269841264
Diavoxvägen 18B,1899000.0,22.0,1.0,2.0,1971.0,86318.0,True,True,,,hägersten,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,61414.55557182604,80164.38654110392,0,1891015.5952380951
Skulptörvägen 1,3475000.0,54.0,2.0,3.0,3653.0,64352.0,False,True,,,globen,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,58269.230769230766,80164.38654110392,0,2944928.3730158727
"HELSINGÖRSGATAN 51, Vån 3/3",2000000.0,81.0,3.0,3.0,6980.0,24691.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2229716.071428571
Finn Malmgrens väg 2A,2995000.0,45.0,2.0,2.0,3620.0,66556.0,True,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,3045070.9523809524
Mariehällsvägen 30H,3795000.0,51.0,2.0,10.0,3821.0,74412.0,True,True,,,bromma,mariehäll,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,62210.02855103498,0,3072915.2380952383
Vallfartsvägen 2,2550000.0,26.0,1.0,3.0,2024.0,98077.0,False,False,,,aspudden,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,83398.761890382,80164.38654110392,0,2640954.702380952
Aktergatan 21,7975000.0,100.0,4.0,1.0,7717.0,79750.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,7777174.206349205
Mariehällsvägen 30F,4695000.0,66.0,3.0,8.0,4619.0,71136.0,True,True,,,bromma,annedal,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,57048.75962360992,0,3691870.158730158
Wergelandsgatan 46G,1845000.0,32.0,1.0,1.0,2857.0,57656.0,True,False,,,blackeberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,53244.9494949495,80164.38654110392,0,1976302.777777778
"Urvädersgränd 7, 5 tr",30000000.0,173.0,4.0,5.0,5911.0,173410.0,False,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.023121387283236993,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,8691702.20238095
Rådmansgatan 52,10495000.0,72.0,2.0,5.0,4275.0,145764.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.027777777777777776,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,7333774.880952381
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Lofotengatan 12,1595000.0,52.5,2.0,1.0,4539.0,30381.0,True,True,,,husby,central,2024-09-17 07:17:05.119757,2024,9,4,0.0380952380952381,0,5423264.851586489,,-0.36492890995260663,23919.8606271777,80164.38654110392,0,1640963.9920634918
"Nina Einhorns Gata 1, 8 tr",8850000.0,81.0,3.5,8.0,4912.0,109259.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.043209876543209874,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,8448563.69047619
Finn Malmgrens väg 56A,2175000.0,33.0,1.0,0.0,2647.0,65909.0,False,False,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,2221634.2857142854
"Helsingörsgatan 30, 2 tr",1995000.0,77.0,3.0,2.0,6483.0,25909.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2121155.2380952383
"Almbygatan 10, 5tr",1150000.0,32.0,1.0,5.0,3037.0,35938.0,True,True,,,spånga,rinkeby,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,33271.186440677964,0,1457117.911255411
Kastrupgatan 16,2395000.0,83.5,3.0,0.0,6172.0,28683.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.03592814371257485,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2240105.357142857
Pollargatan 24,5995000.0,72.0,4.0,1.0,5257.0,83264.0,True,False,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.05555555555555555,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,5653017.045454545
Sjösavägen 71 1tr,2350000.0,70.0,3.0,1.0,4695.0,33571.0,False,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,2956436.904761905
Almbygatan 10,1495000.0,39.0,2.0,15.0,4509.0,38333.0,True,False,,,stockholm,kista,2024-09-17 07:17:05.119757,2024,9,4,0.05128205128205128,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,,0,4475000.357142856
Kaknäsvägen 80,13000000.0,96.0,4.0,1.0,10220.0,135417.0,False,False,,,djurgården,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,,80164.38654110392,0,7625550.873015871
"Fridhemsgatan 60, 2tr",3995000.0,41.0,2.0,2.0,2103.0,97439.0,True,False,,,kungsholmen,fridhemsplan,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,102559.572426767,105193.71727748691,0,3908889.3207142847
Sköntorpsvägen 115,3475000.0,69.0,2.5,1.0,7620.0,50362.0,True,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.036231884057971016,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3542148.76984127
Smedsbacksgatan 20,3495000.0,39.0,1.5,4.0,4565.0,89615.0,True,True,,,östermalm,gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,106846.47302904565,0,4819738.373015873
"Ninni Kronbergs Gata 16, 5 tr",3995000.0,41.5,2.0,5.0,3696.0,96265.0,True,True,,,vasastan hagastaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.04819277108433735,0,5423264.851586489,,-0.36492890995260663,106100.79575596817,80164.38654110392,0,4233824.761904761
Midsommarvägen 9,2695000.0,42.0,2.0,3.0,3420.0,64167.0,False,False,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,3091691.130952381
Masugnsvägen 68,7990000.0,93.0,4.0,8.0,6368.0,85914.0,True,True,,,bromma,central,2024-09-17 07:17:05.119757,2024,9,4,0.043010752688172046,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,80164.38654110392,0,4588422.619047619
Floragatan 16,15995000.0,93.0,3.5,1.0,4579.0,171989.0,False,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03763440860215054,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,12124684.642857146
Hagaesplanaden 103,3490000.0,35.0,2.0,3.0,2490.0,99714.0,True,True,,,hagastaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.05714285714285714,0,5423264.851586489,,-0.36492890995260663,95456.05306799337,80164.38654110392,0,3713737.976190476
"Helsingforsgatan 67, 1 tr",1795000.0,75.0,3.0,1.0,6147.0,23933.0,True,True,,,akalla,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,27736.7360644728,80164.38654110392,0,1915018.253968254
"Melongatan 22, (0444/1404)",1995000.0,42.0,2.0,4.0,3580.0,47500.0,True,True,,,hässelby strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,38054.982817869415,80164.38654110392,0,2023436.6666666663
