link,exact_address,size,rooms,monthly_fee,location,has_elevator,has_balcony,listing_price,end_price,price_change_percentage,price_per_sqm,date
https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-inedalsgatan-15-6747848326466410319,Inedalsgatan 15,14.0,1.0,1336,"Kungsholmen, Stockholms kommun",True,True,2199115,2485000,13,177500,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-grondal-stockholms-kommun-fagelsangsvagen-13-1163071491265465475,Fågelsångsvägen 13,58.0,2.0,3572,"Gröndal, Stockholms kommun",True,True,4190476,4400000,5,75862,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-liljeholmskajen-arstaberg-stockholms-kommun-arstaskogs-vag-10,-11tr-4131759073172024301",Årstaskogs väg 10,51.0,2.0,3663,"Liljeholmskajen - Årstaberg, Stockholms kommun",True,True,3981481,4300000,8,84314,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-bromma-traneberg-stockholms-kommun-kebnekaisevagen-1,-3-3tr-3064897950749014923",Kebnekaisevägen 1,43.0,2.0,3416,"Bromma - Traneberg, Stockholms kommun",False,True,2490990,2765000,11,64302,2024-08-26
https://www.hemnet.se/salda/lagenhet-3rum-katarina-stockholms-kommun-vastgotagatan-17-2686982429868543542,Västgötagatan 17,85.0,3.0,4016,"Katarina, Stockholms kommun",True,True,7821782,7900000,1,92941,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-hammarbyhojden-stockholms-kommun-finn-malmgrens-vag-69-2434003062182640284,Finn malmgrens väg 69,52.0,2.0,3774,"Hammarbyhöjden, Stockholms kommun",False,True,3482142,3900000,12,75000,2024-08-26
https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-valhallavagen-100-4323510875109136505,Valhallavägen 100,112.0,4.0,2800,"Östermalm, Stockholms kommun",True,True,13944954,15200000,9,135714,2024-08-26
https://www.hemnet.se/salda/lagenhet-1rum-hogdalen-stockholms-kommun-skebokvarnsvagen-249-6004905124219416501,Skebokvarnsvägen 249,37.0,1.0,2647,"Högdalen, Stockholms kommun",False,True,1688524,2060000,22,55676,2024-08-26
https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-valhallavagen-73-vindsvaning-8946329408462278135,Valhallavägen 73 - Vindsvåning,116.0,4.0,8533,"Östermalm, Stockholms kommun",True,True,12000000,12000000,0,103448,2024-08-26
https://www.hemnet.se/salda/lagenhet-1rum-sofia-stockholms-kommun-malmgardsvagen-18-5898541248193690558,Malmgårdsvägen 18,25.0,1.0,1454,"Sofia, Stockholms kommun",True,False,2590909,2850000,10,114000,2024-08-26
"https://www.hemnet.se/salda/lagenhet-1rum-stockholm-vasastan-norrmalm-stockholms-kommun-rehnsgatan-12-a,-2tr-8440273390281258207",Rehnsgatan 12 A,20.0,1.0,1391,"Stockholm - Vasastan/Norrmalm, Stockholms kommun",False,False,2592592,2800000,8,140000,2024-08-26
https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-tulegatan-22-2168374394400492910,Tulegatan 22,22.0,1.0,1388,"Vasastan, Stockholms kommun",True,False,2599056,2755000,6,125227,2024-08-26
"https://www.hemnet.se/salda/lagenhet-4rum-arsta-stockholms-kommun-jarnlundsvagen-35,-1-tr-8735399593400766023",Järnlundsvägen 35,88.0,4.0,5717,"Årsta, Stockholms kommun",False,True,3991596,4750000,19,53977,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-sofia-stockholms-kommun-tegelviksgatan-64-8165152382574506327,Tegelviksgatan 64,61.0,2.0,5822,"Södermalm Sofia, Stockholms kommun",True,False,4956140,5650000,14,92623,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-gubbangen-stockholms-kommun-skrinvagen-7,-2,5tr-1137948598451205435",Skrinvägen 7,43.0,2.0,3109,"Gubbängen, Stockholms kommun",False,True,1991596,2370000,19,55116,2024-08-26
"https://www.hemnet.se/salda/lagenhet-3rum-skondal-skondals-centrum-stockholms-kommun-skondalsvagen-100,-1tr-2457637772468673839",Sköndalsvägen 100,72.5,3.0,5486,"Sköndal - Sköndals Centrum, Stockholms kommun",True,True,2962962,3200000,8,44138,2024-08-26
"https://www.hemnet.se/salda/lagenhet-4rum-stureby-enskede-stockholms-kommun-skonviksvagen-290,-1-tr-4397742528218927281",Skönviksvägen 290,85.5,4.0,6301,"Stureby - Enskede, Stockholms kommun",False,True,3990291,4110000,3,48070,2024-08-26
https://www.hemnet.se/salda/lagenhet-5rum-bromma-appelviken-stockholms-kommun-vasterled-51-6106905048267369913,Västerled 51,108.0,5.0,7547,"Bromma Äppelviken, Stockholms kommun",True,False,10922330,11250000,3,104167,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-upplandsgatan-75,-3-tr-7497693254650817120",Upplandsgatan 75,62.0,2.0,2267,"Vasastan, Stockholms kommun",True,True,7647058,7800000,2,125806,2024-08-26
https://www.hemnet.se/salda/lagenhet-3rum-vastra-kungsholmen-hornsbergs-strand-stockholms-kommun-lars-forssells-gata-30-5331416257639701281,Lars Forssells gata 30,89.0,3.0,4891,"Västra Kungsholmen - Hornsbergs strand, Stockholms kommun",True,True,7466666,7840000,5,88090,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-johanneshov-stockholms-kommun-per-lindestroms-vag-121-3525902667299083629,Per Lindeströms väg 121,55.0,2.0,4772,"Johanneshov, Stockholms kommun",False,False,3175925,3430000,8,62364,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2,5rum-hammarby-sjostad-stockholms-kommun-korphoppsgatan-28-766358124006669099",Korphoppsgatan 28,60.0,2.5,4624,"Hammarby Sjöstad, Stockholms kommun",True,True,4396551,5100000,16,85000,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-bredang-malarhojden-stockholms-kommun-algrytevagen-31-424711172828797046,Ålgrytevägen 31,50.0,2.0,4130,"Bredäng/Mälarhöjden, Stockholms kommun",True,False,2196428,2460000,12,49200,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-odenplan-stockholms-kommun-norrtullsgatan-63,-3tr-374105904085244524",Norrtullsgatan 63,36.0,2.0,1885,"Vasastan - Odenplan, Stockholms kommun",True,True,3567961,3675000,3,102083,2024-08-26
"https://www.hemnet.se/salda/lagenhet-3rum-vastra-kungsholmen-hornbergs-strand-stockholms-kommun-hornsbergs-strand-15d,-van-4-64975890877695202",Hornsbergs Strand 15D,79.5,3.0,4373,"Västra Kungsholmen - Hornbergs strand, Stockholms kommun",True,True,7395238,7765000,5,97673,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stora-essingen-stockholms-kommun-essingestraket-29-van-2-av-3-27400153561027340,Essingestråket 29 vån 2 av 3,47.0,2.0,3419,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,3276699,3375000,3,71809,2024-08-26
https://www.hemnet.se/salda/lagenhet-4rum-liljeholmskajen-stockholms-kommun-ingenjorsvagen-42-8626142456767006067,Ingenjörsvägen 42,110.0,4.0,6377,"Stockholm, Stockholms kommun",True,True,10000000,10600000,6,96364,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2,5rum-vasastan-stockholms-kommun-odengatan-62,-5-tr-8613011253828474290",Odengatan 62,75.0,2.5,1287,"Vasastan, Stockholms kommun",True,True,9339622,9900000,6,132000,2024-08-26
https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-skanstull-stockholms-kommun-bohusgatan-39-7218306828497358362,Bohusgatan 39,75.0,3.0,3301,"Södermalm - Skanstull, Stockholms kommun",True,False,5514018,5900000,7,78667,2024-08-26
https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-dalagatan-86h-7049351594767874119,Dalagatan 86H,40.0,1.0,2520,"Vasastan, Stockholms kommun",True,False,3883495,4000000,3,100000,2024-08-26
"https://www.hemnet.se/salda/lagenhet-1rum-hammarby-sjostad-stockholms-kommun-virkesvagen-7b,-plan-3-5659944325905901066",Virkesvägen 7B,34.0,1.0,3301,"Hammarby Sjöstad, Stockholms kommun",True,True,2990196,3050000,2,89706,2024-08-26
https://www.hemnet.se/salda/lagenhet-4rum-bandhagen-stockholms-kommun-skeppstavagen-11-5346279529740182060,Skeppstavägen 11,92.0,4.0,5893,"Bandhagen, Stockholms kommun",False,True,3480392,3550000,2,38587,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-telefonplan-midsommarkransen-stockholms-kommun-kransbindarvagen-49-4629262815327906120,Kransbindarvägen 49,35.0,2.0,3206,"Telefonplan - Midsommarkransen, Stockholms kommun",False,False,2850000,2850000,0,81429,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-skontorpsvagen-109,-4tr-4359733878746992086",Sköntorpsvägen 109,67.0,2.0,4729,"Årsta, Stockholms kommun",True,True,4757281,4900000,3,73134,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-hagastaden-stockholms-kommun-gavlegatan-32-3734872831902517268,Gävlegatan 32,35.0,2.0,1925,"Vasastan - Hagastaden, Stockholms kommun",True,True,4000000,4200000,5,120000,2024-08-26
https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-valhallavagen-38a-3694484359953745801,Valhallavägen 38A,49.0,2.0,2672,"Östermalm, Stockholms kommun",False,False,5405405,6000000,11,122449,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-sankt-goransgatan-81,-van-5-3170716036869979976",Sankt Göransgatan 81,64.0,2.0,4371,"Kungsholmen Fridhemsplan, Stockholms kommun",True,True,5490196,5600000,2,87500,2024-08-26
https://www.hemnet.se/salda/lagenhet-1rum-enskede-arsta-skarpnack-stockholms-kommun-johan-printz-vag-32-2461446449813713863,Johan printz väg 32,24.0,1.0,1860,"Johanneshov, Stockholms kommun",False,False,1795000,1795000,0,74792,2024-08-26
https://www.hemnet.se/salda/lagenhet-3rum-liljeholmskajen-stockholms-kommun-buteljgatan-24-2104579267943371373,Buteljgatan 24,76.0,3.0,4510,"Liljeholmskajen, Stockholms kommun",True,True,5387254,5495000,2,72303,2024-08-26
"https://www.hemnet.se/salda/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-sickla-kanalgata-60,-pl2-2016457346740931552",Sickla kanalgata 60,82.0,2.0,6141,"Hammarby Sjöstad, Stockholms kommun",True,True,4582568,4995000,9,60915,2024-08-26
"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-11,-4-tr-7819665922786018222",John Ericssonsgatan 11,86.0,3.0,4874,"Kungsholmen, Stockholms kommun",True,True,9272727,10200000,10,118605,2024-08-25
https://www.hemnet.se/salda/lagenhet-3rum-ulvsunda-stockholms-kommun-bjorkbacksvagen-38-5849001099106850391,Björkbacksvägen 38,64.0,3.0,6395,"Ulvsunda, Stockholms kommun",False,True,2896039,2925000,1,45703,2024-08-25
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-city-norrmalm-stockholms-kommun-tegnergatan-55b-7647236176831617776,Tegnérgatan 55b,41.0,2.0,3186,"Vasastan - City/Norrmalm, Stockholms kommun",True,False,4660194,4800000,3,117073,2024-08-25
https://www.hemnet.se/salda/lagenhet-2rum-vasastaden-stockholms-kommun-tomtebogatan-34c-2510101580909182269,Tomtebogatan 34C,73.0,2.0,3706,"Stockholm, Stockholms kommun",True,True,8500000,9350000,10,128082,2024-08-25
https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-katarina-sofia-stockholms-kommun-ringvagen-153b-7194228653241451929,Ringvägen 153B,38.0,1.0,3024,"Södermalm - Katarina-Sofia, Stockholms kommun",True,False,2990654,3200000,7,84211,2024-08-25
"https://www.hemnet.se/salda/lagenhet-5rum-vallingby-centrum-stockholms-kommun-vittangigatan-10,-van-8-9-3455837116261025654",Vittangigatan 10,111.0,5.0,8035,"Vällingby Centrum, Stockholms kommun",True,True,3857142,4050000,5,36486,2024-08-25
https://www.hemnet.se/salda/lagenhet-4rum-blasut-johanneshov-stockholms-kommun-blasutvagen-25-4620137130183288730,Blåsutvägen 25,100.0,4.0,6676,"Blåsut/Johanneshov, Stockholms kommun",False,True,6018518,6500000,8,65000,2024-08-25
"https://www.hemnet.se/salda/lagenhet-1,5rum-nockebyhov-stockholms-kommun-tyska-bottens-vag-50a-3724242220660174163",Tyska Bottens väg 50A,33.0,1.5,2892,"Nockebyhov, Stockholms kommun",True,False,1495535,1675000,12,50758,2024-08-25
https://www.hemnet.se/salda/lagenhet-4rum-stureby-stockholms-kommun-backaskiftsvagen-7-2725218432353973446,Bäckaskiftsvägen 7,86.0,4.0,4782,"Stureby, Stockholms kommun",False,True,4447115,4625000,4,53779,2024-08-25
https://www.hemnet.se/salda/lagenhet-2rum-skarpnack-stockholms-kommun-pilotgatan-5e-4040779705514813504,Pilotgatan 5e,64.0,2.0,5418,"Skarpnäck, Stockholms kommun",False,False,2000000,2300000,15,35938,2024-08-25
"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-polhemsgatan-36-3271472868659638550",Polhemsgatan 36,38.0,1.5,1824,"Kungsholmen, Stockholms kommun",True,True,3912037,4225000,8,111184,2024-08-25
"https://www.hemnet.se/salda/lagenhet-1,5rum-aspudden-stockholms-kommun-hagerstensvagen-117a-2241115100465519221",Hägerstensvägen 117A,33.5,1.5,2959,"Aspudden, Stockholms kommun",False,True,2695652,3100000,15,92537,2024-08-25
https://www.hemnet.se/salda/lagenhet-4rum-bagarmossen-stockholms-kommun-fogdevagen-41-1551857416066293767,Fogdevägen 41,88.0,4.0,5754,"Bagarmossen, Stockholms kommun",True,True,5495000,5495000,0,62443,2024-08-25
https://www.hemnet.se/salda/radhus-5rum-bromma-alsten-stockholms-kommun-alstensgatan-59-845842170256032426,Ålstensgatan 59,84.0,5.0,5246,"Bromma - Ålsten, Stockholms kommun",False,True,12722772,12850000,1,152976,2024-08-25
https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-karlavagen-59c-1682175368977780025,Karlavägen 59C,22.0,1.0,1268,"Östermalm, Stockholms kommun",True,False,3333333,3400000,2,154545,2024-08-25
https://www.hemnet.se/salda/villa-3rum-gamla-alvsjo-stockholms-kommun-herr-stens-vag-62-8607169696887005833,Herr Stens väg 62,86.2,3.0,4898,"Gamla Älvsjö, Stockholms kommun",False,False,5580357,6250000,12,,2024-08-25
https://www.hemnet.se/salda/lagenhet-2rum-arsta-stockholms-kommun-ramensvagen-3-5226271062404405513,Rämensvägen 3,51.0,2.0,3916,"Årsta, Stockholms kommun",False,True,2999999,3300000,10,64706,2024-08-25
"https://www.hemnet.se/salda/lagenhet-2rum-birkastan-vasastan-stockholms-kommun-bravallagatan-5,-4tr-3036737911130178419",Bråvallagatan 5,42.0,2.0,3202,"Birkastan - Vasastan, Stockholms kommun",True,False,4482758,5200000,16,123810,2024-08-25
https://www.hemnet.se/salda/villa-6rum-alvsjo-langsjo-stockholms-kommun-langsjovagen-49a-793622863635941672,Långsjövägen 49A,156.0,6.0,648,"Älvsjö/långsjö, Stockholms kommun",False,False,9951923,10350000,4,,2024-08-25
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-odenplan-stockholms-kommun-vastmannagatan-87b-6958614232319358713,Västmannagatan 87B,54.0,2.0,3065,"Vasastan - Odenplan, Stockholms kommun",True,True,5982142,6700000,12,124074,2024-08-25
"https://www.hemnet.se/salda/lagenhet-2rum-traneberg-bromma-stockholms-kommun-mossebergsvagen-20,-3tr-6663223097412888429",Mössebergsvägen 20,56.0,2.0,4125,"Traneberg - Bromma, Stockholms kommun",False,True,3365384,3500000,4,62500,2024-08-25
"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-nedre-kungsholmen-stockholms-kommun-karlsviksgatan-14,-4-tr-6482878907784805689",Karlsviksgatan 14,80.0,3.0,3222,"Kungsholmen/ Nedre Kungsholmen, Stockholms kommun",True,True,9904761,10400000,5,130000,2024-08-25
https://www.hemnet.se/salda/lagenhet-1rum-vasastaden-stockholms-kommun-torbjorn-klockares-gata-6-4921712821512123228,Torbjörn klockares gata 6,42.0,1.0,2765,"Stockholm, Stockholms kommun",False,False,3149350,4850000,54,115476,2024-08-25
https://www.hemnet.se/salda/lagenhet-3rum-mariehall-stockholms-kommun-kratsbodavagen-46c-4298391279045031079,Kratsbodavägen 46c,76.0,3.0,4629,"Mariehäll, Stockholms kommun",True,True,5000000,5250000,5,69079,2024-08-24
"https://www.hemnet.se/salda/lagenhet-1,5rum-nedre-kungsholmen-stockholms-kommun-polhemsgatan-5,-3-tr-2714260757077122094",Polhemsgatan 5,43.0,1.5,1894,"Nedre Kungsholmen, Stockholms kommun",True,False,4295238,4510000,5,104884,2024-08-24
"https://www.hemnet.se/salda/lagenhet-2rum-norra-djurgardsstaden-stockholms-kommun-jaktgatan-33,-2-tr-7410165959585071936",Jaktgatan 33,49.0,2.0,4212,"Norra Djurgårdsstaden, Stockholms kommun",True,True,4278846,4450000,4,90816,2024-08-24
"https://www.hemnet.se/salda/lagenhet-1rum-norra-djurgardsstaden-stockholms-kommun-jaktgatan-33,-2-tr-4861090159509056464",Jaktgatan 33,30.0,1.0,2579,"Norra Djurgårdsstaden, Stockholms kommun",True,True,3000000,3000000,0,100000,2024-08-24
https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-dobelnsgatan-57-3839474551002934321,Döbelnsgatan 57,74.0,3.0,3479,"Vasastan, Stockholms kommun",True,False,7499999,8400000,12,113514,2024-08-24
https://www.hemnet.se/salda/lagenhet-2rum-vallingby-centrum-stockholms-kommun-kirunagatan-25g-1023352234051301167,Kirunagatan 25G,47.0,2.0,4881,"Vällingby Centrum, Stockholms kommun",False,False,1490566,1580000,6,33617,2024-08-24
https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-katarina-stockholms-kommun-vastgotagatan-13-8550174810402270413,Västgötagatan 13,47.0,2.0,2737,"Södermalm - Katarina, Stockholms kommun",True,True,4401785,4930000,12,104894,2024-08-24
https://www.hemnet.se/salda/radhus-5rum-hasselby-norra-villastad-stockholms-kommun-vitpilsgrand-23-2990254331970837141,Vitpilsgränd 23,120.0,5.0,391,"Hässelby Norra Villastad, Stockholms kommun",False,False,4495000,4495000,0,,2024-08-24
"https://www.hemnet.se/salda/lagenhet-2rum-telefonplan-stockholms-kommun-tellusgangen-32,-van-5-5902301744523391227",Tellusgången 32,61.0,2.0,4393,"Telefonplan, Stockholms kommun",True,True,3981481,4300000,8,70492,2024-08-24
https://www.hemnet.se/salda/villa-5rum-malarhojden-hagersten-stockholms-kommun-storbergsgatan-24-2928834253290683539,Storbergsgatan 24,117.0,5.0,588,"Mälarhöjden - Hägersten, Stockholms kommun",False,False,8349514,8600000,3,,2024-08-24
"https://www.hemnet.se/salda/lagenhet-1rum-hornstull-stockholms-kommun-heleneborgsgatan-6c,-4tr-824930564109496659",Heleneborgsgatan 6C,27.0,1.0,2183,"Hornstull, Stockholms kommun",True,False,2586206,3000000,16,111111,2024-08-24
"https://www.hemnet.se/salda/lagenhet-2,5rum-johanneshov-globen-stockholms-kommun-grafikvagen-25-8115101169329081908",Grafikvägen 25,68.0,2.5,4350,"Johanneshov/Globen, Stockholms kommun",False,True,4000000,4200000,5,61765,2024-08-24
https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stora-essingen-stockholms-kommun-badstrandsvagen-20-8993228678796971723,Badstrandsvägen 20,82.0,3.0,4026,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,6944444,7500000,8,91463,2024-08-24
"https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-odengatan-2,-1,5-tr-8714377828844621586",Odengatan 2,107.0,4.0,5365,"Östermalm, Stockholms kommun",True,True,12623762,12750000,1,119159,2024-08-24
"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-23,-5-tr-6906737379215271954",Sankt Eriksgatan 23,90.0,3.0,1601,"Kungsholmen, Stockholms kommun",True,False,10970873,11300000,3,125556,2024-08-24
https://www.hemnet.se/salda/lagenhet-3rum-enskededalen-stockholms-kommun-gamla-tyresovagen-310-3111013735600574588,Gamla tyresövägen 310,68.0,3.0,5956,"Enskededalen, Stockholms kommun",True,True,4250000,4505000,6,66250,2024-08-24
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-hagaesplanaden-76-2912271185462622081,Hagaesplanaden 76,35.0,2.0,2463,"Vasastan, Stockholms kommun",True,True,3691588,3950000,7,112857,2024-08-24
"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lindhagen-stockholms-kommun-ulriksborgsgatan-7,-van-9-2257782041740299162",Ulriksborgsgatan 7,59.5,2.0,4126,"Kungsholmen Lindhagen, Stockholms kommun",True,True,4471153,4650000,4,78151,2024-08-24
https://www.hemnet.se/salda/lagenhet-1rum-kista-stockholms-kommun-sorogatan-45-590861318984120260,Sorögatan 45,34.5,1.0,2527,"Kista, Stockholms kommun",True,False,1192982,1360000,14,39420,2024-08-24
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-sibirien-stockholms-kommun-roslagsgatan-27-207929218699246182,Roslagsgatan 27,43.0,2.0,1806,"Vasastan - Sibirien, Stockholms kommun",True,False,4490291,4625000,3,107558,2024-08-24
"https://www.hemnet.se/salda/lagenhet-1rum-spanga-bromstensstaden-stockholms-kommun-froken-gohles-vag-4,-2-tr-778540021125886731",Fröken Göhles Väg 4,30.0,1.0,2064,"Spånga - Bromstensstaden, Stockholms kommun",True,True,1700000,1700000,0,56667,2024-08-23
https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-nedre-gardet-stockholms-kommun-hedinsgatan-11-7635680573189145930,Hedinsgatan 11,94.0,4.0,4870,"Östermalm / Nedre Gärdet, Stockholms kommun",True,False,9953271,10650000,7,113298,2024-08-23
https://www.hemnet.se/salda/villa-5rum-hasselby-norra-villastad-stockholms-kommun-blomsterkungsvagen-406-1170491087011515034,Blomsterkungsvägen 406,138.0,5.0,338,"Hässelby - Norra Villastad, Stockholms kommun",False,False,3217391,3700000,15,,2024-08-23
https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-nedre-gardet-stockholms-kommun-strindbergsgatan-51-8954351571164694735,Strindbergsgatan 51,27.0,1.0,1728,"Östermalm / Nedre Gärdet, Stockholms kommun",True,True,3000000,3450000,15,127778,2024-08-23
"https://www.hemnet.se/salda/lagenhet-1,5rum-norra-djurgardsstaden-stockholms-kommun-spanielgatan-4-1634532433289429553",Spanielgatan 4,34.0,1.5,4010,"Norra Djurgårdsstaden, Stockholms kommun",True,False,2952380,3100000,5,91176,2024-08-23
https://www.hemnet.se/salda/lagenhet-5rum-liljeholmskajen-stockholms-kommun-sjoviksvagen-34-846590084326348542,Sjöviksvägen 34,115.5,5.0,6173,"Liljeholmskajen, Stockholms kommun",True,True,7995000,7995000,0,69221,2024-08-23
https://www.hemnet.se/salda/lagenhet-2rum-hammarby-sjostad-stockholms-kommun-lugnets-alle-43-3283201758895441621,Lugnets Allé 43,48.0,2.0,3173,"Hammarby Sjöstad, Stockholms kommun",True,True,3786407,3900000,3,81250,2024-08-23
"https://www.hemnet.se/salda/lagenhet-3rum-solberga-stockholms-kommun-kristallvagen-8,-2-tr-7870848200368815870",Kristallvägen 8,88.0,3.0,5807,"Solberga, Stockholms kommun",True,True,3482142,3900000,12,44318,2024-08-23
https://www.hemnet.se/salda/radhus-5rum-farsta-fagersjo-stockholms-kommun-fiskmasvagen-81-7880175719020429285,Fiskmåsvägen 81,130.0,5.0,224,"Farsta-Fagersjö, Stockholms kommun",False,False,4500000,4725000,5,,2024-08-23
https://www.hemnet.se/salda/lagenhet-3rum-bredang-stockholms-kommun-lilla-sallskapets-vag-15-b-6770482176207876672,Lilla Sällskapets väg 15 B,72.3,3.0,4709,"Bredäng, Stockholms kommun",False,True,2190476,2300000,5,31812,2024-08-23
https://www.hemnet.se/salda/lagenhet-3rum-liljeholmskajen-stockholms-kommun-vinodlargatan-9-452629435060435292,Vinodlargatan 9,85.0,3.0,4927,"Liljeholmskajen, Stockholms kommun",True,True,5681372,5795000,2,68176,2024-08-23
https://www.hemnet.se/salda/lagenhet-1rum-hagerstensasen-telefonplan-stockholms-kommun-sparbanksvagen-16-8641894894770710092,Sparbanksvägen 16,30.0,1.0,2800,"Hägerstensåsen/Telefonplan, Stockholms kommun",False,False,1900000,1995000,5,66500,2024-08-23
https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-norrtullsgatan-61-5475856249567124235,Norrtullsgatan 61,30.0,1.0,1716,"Vasastan, Stockholms kommun",True,True,2990654,3200000,7,106667,2024-08-23
"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-skeppargatan-78,-6-tr-4268138881216046065",Skeppargatan 78,60.0,2.0,2849,"Östermalm, Stockholms kommun",True,True,9952380,10450000,5,174167,2024-08-23
https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-nedre-kungsholmen-stockholms-kommun-sysslomansgatan-26-4522026302884758974,Sysslomansgatan 26,36.0,2.0,2499,"Kungsholmen - Nedre Kungsholmen, Stockholms kommun",True,True,3595000,3595000,0,99861,2024-08-23
"https://www.hemnet.se/salda/lagenhet-2rum-hjorthagen-stockholms-kommun-motalavagen-13,-3-tr-1411104602506284212",Motalavägen 13,40.0,2.0,3380,"Hjorthagen, Stockholms kommun",False,False,2903846,3020000,4,75500,2024-08-23
https://www.hemnet.se/salda/lagenhet-3rum-bagarmossen-stockholms-kommun-svartagatan-50-1653622544899900427,Svartågatan 50,68.0,3.0,4607,"Bagarmossen, Stockholms kommun",False,True,3857142,4050000,5,59559,2024-08-23
"https://www.hemnet.se/salda/lagenhet-2rum-midsommarkransen-stockholms-kommun-lotmogatan-7,-van-3-av-4-89454222999295191",Lötmogatan 7,27.0,2.0,3114,"Midsommarkransen, Stockholms kommun",True,True,2403846,2500000,4,92593,2024-08-23
https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-karlaplan-stockholms-kommun-gumshornsgatan-7-9019611847034319200,Gumshornsgatan 7,28.5,1.0,1976,"Östermalm-Karlaplan, Stockholms kommun",True,True,3807339,4150000,9,145614,2024-08-23
https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-birkagatan-32-4852580633331251075,Birkagatan 32,65.0,2.0,1334,"Vasastan/Birkastan, Stockholms kommun",True,True,7747747,8600000,11,132308,2024-08-23
https://www.hemnet.se/salda/lagenhet-1rum-skondal-stockholms-kommun-bagarfruvagen-93-1078385546085781253,Bagarfruvägen 93,40.0,1.0,3103,"Sköndal, Stockholms kommun",True,True,1891891,2100000,11,52500,2024-08-23
https://www.hemnet.se/salda/lagenhet-5rum-beckomberga-stockholms-kommun-beckombergavagen-212-3183500056450703493,Beckombergavägen 212,94.0,5.0,6713,"Beckomberga, Stockholms kommun",True,True,5686274,5800000,2,61702,2024-08-23
https://www.hemnet.se/salda/villa-6rum-hasselby-villastad-stockholms-kommun-odalgrand-14-1595915753380990778,Odalgränd 14,94.0,6.0,911,"Hässelby Villastad, Stockholms kommun",False,False,6789215,6925000,2,,2024-08-23
https://www.hemnet.se/salda/lagenhet-2rum-bromma-appelviken-stockholms-kommun-alviksvagen-53-b-7821549032823950716,Alviksvägen 53 B,66.0,2.0,3440,"Bromma Äppelviken, Stockholms kommun",False,False,5000000,5300000,6,80303,2024-08-23
