exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,date,year,month,season,months_since_sale,location_avg_price_per_sqm,rooms_per_sqm,is_central,main_neighborhood,sub_neighborhood,predicted_ending_price
Bergsunds strand 34,4195000.0,44.0,2.0,2.0,1998.0,95341.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100506.11279085053,0.045454545454545456,0,hornstull,central,4253015.0
Yrkesvägen 5,4950000.0,75.0,2.5,3.0,3645.0,66000.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106913.8418079096,0.03333333333333333,0,gamla enskede,central,4988210.0
"Folkungagatan 160, 4 tr",6950000.0,77.0,3.0,4.0,5344.0,90260.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,111810.08902077151,0.03896103896103896,0,södermalm,sofia,8427507.0
"Rålambsvägen 69, 3tr",6700000.0,72.0,3.0,3.0,5730.0,93056.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,89893.6170212766,0.041666666666666664,0,kungsholmen,fredhäll,6304808.0
Regeringsgatan 78,6995000.0,63.0,2.0,2.0,1936.0,111032.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,109326.42487046632,0.031746031746031744,0,norrmalm,central,6809272.5
Wollmar Yxkullsgatan 48C,2950000.0,29.5,1.0,1.0,1937.0,100000.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.03389830508474576,0,södermalm,central,3021445.0
LM Ericssons väg 19,3395000.0,51.0,2.0,1.0,4285.0,66569.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,74953.05164319249,0.0392156862745098,0,telefonplan,central,3467826.5
"Sandelsgatan 12, 2tr",2995000.0,34.0,1.0,2.0,1783.0,88088.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,114472.96559257236,0.029411764705882353,0,nedre gärdet,östermalm,3486102.2
"Katarina Bangata 60, 4tr",5395000.0,59.0,2.0,4.0,3523.0,91441.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.03389830508474576,0,södermalm,central,5740959.5
"Skeppsmäklargatan 53, 8tr",6195000.0,81.0,3.0,8.0,5315.0,76481.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.037037037037037035,0,hammarby sjöstad,central,6227194.0
Siljansvägen 41,2495000.0,45.0,2.0,1.0,3540.0,55444.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.044444444444444446,0,årsta,central,2917263.0
Minnebergsvägen 19,2695000.0,37.0,2.0,2.0,2579.0,72838.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,60685.61872909699,0.05405405405405406,0,traneberg,central,2710374.0
Klädesvägen 40,2695000.0,43.0,2.0,5.0,3619.0,62674.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.046511627906976744,0,bromma,brommaplan,3527091.0
"Kungsbro strand 25, Vån 3",3695000.0,39.0,2.0,3.0,4215.0,94744.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.05128205128205128,0,kungsholmen,central,4083267.8
Sigtunagatan 13,3495000.0,30.0,2.0,1.0,1622.0,116500.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,117447.03452345825,0.06666666666666667,0,vasastan,central,3670913.0
Hallandsgatan 50 B,3495000.0,38.0,1.0,4.0,2621.0,91974.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.02631578947368421,0,södermalm,helgalunden,2968676.2
Rabattvägen 36,1925000.0,51.0,2.0,1.0,3915.0,37745.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,35636.36363636364,0.0392156862745098,0,vällingby,johannelund,2135064.8
"Atterbomsvägen 38, 1tr",5995000.0,72.0,3.0,1.0,4827.0,83264.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,90353.43035343035,0.041666666666666664,0,fredhäll,central,6462786.0
Bryggvägen 4,1695000.0,19.0,1.0,1.0,1368.0,89211.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,78715.10673234811,0.05263157894736842,0,gröndal,central,2277478.2
Sehlstedtsgatan 9,3495000.0,41.0,2.0,0.0,2222.0,85244.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.04878048780487805,0,gärdet,central,4311850.5
"Smedsbacksgatan 7, 8 av 8 tr",3495000.0,35.0,1.5,8.0,2357.0,99857.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.04285714285714286,0,gärdet,central,3938843.8
Sköllerstagatan 58,1995000.0,59.0,2.0,2.0,5021.0,33814.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.03389830508474576,0,rågsved bjursätrahöjden,central,4505253.5
Flintbacken 6,5695000.0,80.0,3.5,2.0,4850.0,71188.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,109150.11914217634,0.04375,0,södermalm högalid,central,8638376.0
"Hebergsgränd 2, vån 1",2250000.0,66.0,2.0,1.0,5422.0,34091.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.030303030303030304,0,östberga,älvsjö,4967085.5
Midsommarvägen 14,2395000.0,39.0,1.0,1.0,3061.0,61410.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,78291.57294554585,0.02564102564102564,0,midsommarkransen,central,2841922.5
Bällstaågatan 58,3895000.0,65.0,2.0,3.0,4380.0,59923.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,69978.61724875268,0.03076923076923077,0,mariehäll,central,3890938.2
Sjöbjörnsvägen 15E,4695000.0,69.1,3.0,1.0,5062.0,67945.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,78715.10673234811,0.043415340086830685,0,gröndal,central,5611311.0
"Sandfjärdsgatan 86, 3tr",2895000.0,59.5,2.0,3.0,4592.0,48655.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.03361344537815126,0,årsta,central,3244635.8
Sandhamnsgatan 39,3950000.0,56.0,1.5,1.0,4287.0,70536.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.026785714285714284,0,gärdet,central,5942431.5
Fredhällsgatan 3,5295000.0,62.0,2.0,0.0,3008.0,85403.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,103917.52577319587,0.03225806451612903,0,kungsholmen fredhäll,central,6109388.0
"Sankt Eriksgatan 4, 2tr",6195000.0,60.0,2.5,2.0,3879.0,103250.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.041666666666666664,0,kungsholmen,central,6156993.0
Reuterholmsvägen 7,2495000.0,57.0,2.0,2.0,3436.0,43772.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,41813.5593220339,0.03508771929824561,0,örby slott,liseberg,2500365.0
"Lindvallsplan 4, 1tr",3650000.0,41.0,2.0,1.0,2746.0,89024.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.04878048780487805,0,södermalm,central,4221221.5
"Tångvägen 44, 3tr",2995000.0,56.0,3.0,3.0,5173.0,53482.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.05357142857142857,0,hökmossen,telefonplan,4923599.5
Klädesvägen 40 vån 2,2595000.0,43.0,2.0,1.0,3619.0,60349.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,55508.10014727541,0.046511627906976744,0,bromma,riksby,2590086.8
"Doktor Abelins Gata 2, 3 tr",3995000.0,44.5,2.0,3.0,2995.0,89775.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.0449438202247191,0,södermalm,central,4306088.5
"Fatburs kvarngata 9, 1 tr",4595000.0,69.0,2.5,1.0,5158.0,66594.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.036231884057971016,0,södermalm,central,6713780.5
Strålgatan 45,5495000.0,66.0,3.0,4.0,5276.0,83258.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81997.54148740013,0.045454545454545456,0,lilla essingen,central,5732664.5
Ellen Keys gata 93,1795000.0,38.0,1.0,1.0,2436.0,47237.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,49351.68417240131,0.02631578947368421,0,fruängen,central,2004580.2
Sickla Kanalgata 60,7295000.0,87.0,3.0,3.0,6327.0,83851.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.034482758620689655,0,hammarby sjöstad,central,6776108.5
"Melodislingan 26, 4 tr",5250000.0,44.0,2.0,4.0,4539.0,119318.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.045454545454545456,0,sveakvarteren,central,3571449.0
Smedsbacksgatan 26,1995000.0,24.0,1.0,1.0,2077.0,83125.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,110136.75845499909,0.041666666666666664,0,gärdet,central,2703265.0
Älvsjövägen 38,2240000.0,38.0,1.0,1.0,3015.0,58947.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.02631578947368421,0,älvsjö,central,2415770.0
Älvsjövägen 36,2990000.0,45.0,2.0,2.0,3287.0,66444.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.044444444444444446,0,älvsjö,central,2832125.5
Älvsjövägen 28,4140000.0,66.0,3.0,2.0,4255.0,62727.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.045454545454545456,0,älvsjö,central,3858668.2
Kabelverksgatan 47,5840000.0,85.0,4.0,4.0,5068.0,68706.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.047058823529411764,0,älvsjö,central,5149705.0
"Ymsenvägen 3, vån 8",7895000.0,113.0,3.0,8.0,6065.0,69867.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,66417.9104477612,0.02654867256637168,0,årsta,gullmarsplan,6729480.0
Rålambsvägen 21,3995000.0,51.0,2.0,6.0,2257.0,78333.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,90534.59119496855,0.0392156862745098,0,kungsholmen,marieberg,4503683.5
"Tranebergsvägen 58, vån 3 av 3",2495000.0,40.0,2.0,3.0,3588.0,62375.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,60685.61872909699,0.05,0,traneberg,central,2753009.2
"Bråvallagatan 10, 2tr",6995000.0,62.0,2.0,2.0,2352.0,112823.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,123653.15315315315,0.03225806451612903,0,vasastan,birkastan,7661198.0
Norr Mälarstrand 88,2495000.0,20.0,1.0,0.0,1154.0,124750.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.05,0,kungsholmen,norr mälarstrand,2348484.0
"Långhalsvägen 22, 1tr",2150000.0,36.0,1.0,1.0,2828.0,59722.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.027777777777777776,0,årsta,central,2389172.2
Falkholmsgränd 27,2120000.0,83.5,3.0,5.0,6222.0,25389.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,28194.541637508748,0.03592814371257485,0,skärholmen,central,2306157.8
Petrejusvägen 39,3195000.0,71.0,2.0,0.0,4341.0,45000.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.028169014084507043,0,hammarbyhöjden,central,3995832.5
Konstgjutarvägen 14,2750000.0,35.0,1.5,3.0,3029.0,78571.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,53846.153846153844,0.04285714285714286,0,globen,central,2314391.5
Vulcanusgatan 1,5195000.0,54.0,2.0,0.0,3213.0,96204.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,152678.57142857142,0.037037037037037035,0,atlas,vasastan,6470958.0
Axbergsgränd 3,1895000.0,78.0,3.0,2.0,5812.0,24295.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,30662.983425414364,0.038461538461538464,0,hagsätra,central,2170257.0
"Sankt Eriksgatan 85A, 5 tr.",7395000.0,74.0,2.5,5.0,2347.0,99932.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.033783783783783786,0,vasastan,birkastan,5820919.0
"Sibeliusgången 26, 8 tr",1495000.0,60.0,2.0,8.0,3202.0,24917.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,27736.7360644728,0.03333333333333333,0,akalla,central,1818877.9
Lidköpingsvägen 31,2795000.0,40.0,2.0,2.0,3210.0,69875.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.05,0,hammarbyhöjden,central,2926765.5
Astrakangatan 2,1650000.0,42.0,2.0,2.0,3280.0,39286.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,27739.42093541203,0.047619047619047616,0,hässelby gård,central,1608512.0
Ulricehamnsvägen 2,3500000.0,52.0,2.0,2.0,3150.0,67308.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.038461538461538464,0,hammarbyhöjden,central,3345281.8
Tranebergsvägen 36,1995000.0,34.0,1.0,1.0,2559.0,58676.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,63636.36363636364,0.029411764705882353,0,bromma traneberg,central,2314975.2
Finn Malmgrens Väg 15,3995000.0,64.0,3.0,3.0,4961.0,62422.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,66972.82608695653,0.046875,0,hammarbyhöjden,central,4222763.0
"Skanörvägen 5, 5 tr",4550000.0,70.0,3.0,5.0,4735.0,65000.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,63517.893315327485,0.04285714285714286,0,björkhagen,central,4361944.0
Årstaskogs väg 10,8295000.0,100.0,4.0,18.0,6407.0,82950.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,64880.95238095238,0.04,0,årstaberg,central,6370025.0
"Stjernströms väg 3, vån 2",2995000.0,50.0,2.0,2.0,4715.0,59900.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.04,0,axelsberg,central,3967620.8
Jämtlandsgatan 84,2350000.0,70.0,3.0,2.0,5742.0,33571.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,37882.90398126464,0.04285714285714286,1,vällingby centrum,central,2421014.2
Ellen Keys Gata 24,4495000.0,145.0,5.0,1.0,13420.0,31000.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,49351.68417240131,0.034482758620689655,0,fruängen,central,5945233.0
"Fredriksdalsgatan 20, 2 tr",4695000.0,54.0,2.0,2.0,2906.0,86944.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.037037037037037035,0,hammarby sjöstad,central,4295492.5
Sandalettgatan 7,5195000.0,100.0,4.0,3.0,6016.0,51950.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,55137.61467889908,0.04,0,älvsjöstaden,central,5297600.0
Pastellvägen 17,3375000.0,52.0,2.0,2.0,2341.0,64904.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,75146.1038961039,0.038461538461538464,0,skärmarbrink,central,3778771.5
Järnlundsvägen 10,3100000.0,55.0,2.0,2.0,4317.0,56364.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.03636363636363636,0,årsta,central,3246307.2
"Horisontvägen 16, 1tr",1550000.0,31.0,1.0,1.0,3127.0,50000.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,37376.792876079126,0.03225806451612903,0,skarpnäck,central,1380144.4
Oddegatan 10,2295000.0,61.0,2.0,5.0,3845.0,37623.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,31429.782424413675,0.03278688524590164,0,kista,central,2007542.8
Horisontvägen 18E,1600000.0,31.0,1.0,1.0,3127.0,51613.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,37376.792876079126,0.03225806451612903,0,skarpnäck,central,1380144.4
"Rusthållarvägen 71, 2tr",3700000.0,81.0,4.0,2.0,8453.0,45679.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,58966.89497716895,0.04938271604938271,0,bagarmossen,central,3862674.0
"Thorsten Levenstams väg 2C, 4tr",1975000.0,34.0,1.0,4.0,2379.0,58088.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,44137.93103448276,0.029411764705882353,1,sköndal,sköndals centrum,1749983.5
Lillhagsvägen 18,2395000.0,90.0,4.0,2.0,7510.0,26611.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.044444444444444446,0,älvsjöbadet,central,7688034.0
"Farstavägen 106, 2tr",2495000.0,80.0,2.0,1.0,7415.0,31188.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,35264.483627204034,0.025,1,farsta,centrum,1924826.1
"Molkomsbacken 24, 8tr",3495000.0,100.0,5.0,1.0,5097.0,34950.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,35264.483627204034,0.05,1,farsta,centrum,3482665.2
Kabelverksgatan 42,2895000.0,51.0,2.0,2.0,3758.0,56765.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.0392156862745098,1,älvsjö centrum,central,4088817.5
Forshagagatan 68,3795000.0,107.0,4.0,2.0,8562.0,35467.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,46701.76192522561,0.037383177570093455,0,farsta,central,4596567.5
Jönåkersvägen 15,2495000.0,56.0,2.0,1.0,3981.0,44554.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,76245.21072796934,0.03571428571428571,0,svedmyra,central,4064295.0
Glasmålarvägen 6,3350000.0,65.0,3.0,2.0,3216.0,51538.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106913.8418079096,0.046153846153846156,0,gamla enskede,central,4789175.0
Svärdlångsvägen 66,4695000.0,89.0,4.0,1.0,7304.0,52753.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.0449438202247191,0,årsta,central,5208663.0
Ibsengatan 54,2895000.0,61.0,3.0,1.0,3083.0,47459.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,53244.9494949495,0.04918032786885246,0,blackeberg,central,3310182.5
Skäftingebacken 36,1695000.0,78.0,3.0,1.0,6083.0,21731.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,18290.04329004329,0.038461538461538464,0,spånga,tensta,1827288.9
Karlavägen 4,11250000.0,85.0,4.0,7.0,3209.0,132353.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.047058823529411764,0,östermalm,central,12484562.0
"Helsingörsgatan 14, 4tr",1750000.0,45.0,2.0,4.0,4167.0,38889.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,31429.782424413675,0.044444444444444446,0,kista,central,1711820.8
Langelandsgatan 27,2600000.0,87.0,4.0,1.0,6678.0,29885.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,31429.782424413675,0.04597701149425287,0,kista,central,2369142.2
"Almbygatan 10, 10tr",1595000.0,40.0,2.0,10.0,4134.0,39875.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,30758.620689655174,0.05,0,spånga,rinkeby,1563229.6
Filipstadsbacken 50 B,1595000.0,35.0,1.0,1.0,2042.0,45571.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,41130.95238095238,0.02857142857142857,0,farsta strand,central,1742925.6
"Ljusstöparbacken 1, vån 8",5695000.0,77.0,3.0,8.0,4992.0,73961.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,78715.10673234811,0.03896103896103896,0,gröndal,central,6202403.0
Harpsundsvägen 82C,2695000.0,69.0,3.0,1.0,4875.0,39058.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,47227.54217966256,0.043478260869565216,0,högdalen,central,3206150.2
Svandammsvägen 43,4950000.0,59.5,2.0,3.0,4977.0,83193.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,78291.57294554585,0.03361344537815126,0,midsommarkransen,central,4309781.0
Narvavägen 32,14000000.0,76.0,3.0,2.0,0.0,184211.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.039473684210526314,0,östermalm,central,12134108.0
Harpsundsvägen 155,1695000.0,28.5,1.0,3.0,2033.0,59474.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,44789.579158316636,0.03508771929824561,0,bandhagen,högdalen,1738678.9
"Rödabergsgatan 10, 4tr",6350000.0,66.0,2.5,4.0,3293.0,96212.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,109274.19354838709,0.03787878787878788,0,vasastan rödabergen,central,7054469.5
"Bondegatan 1C, 3tr ÖG",3750000.0,42.0,2.0,3.0,2033.0,89286.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106161.27474649927,0.047619047619047616,0,södermalm,katarina sofia,4374628.5
Johan skyttes väg 388,4790000.0,85.0,3.5,0.0,4980.0,56353.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,77345.13274336283,0.041176470588235294,0,älvsjö,långbro park,6605765.0
Strandliden 39,3675000.0,79.0,3.0,2.0,4475.0,46519.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,38054.982817869415,0.0379746835443038,0,hässelby strand,central,2710291.8
Lugnets Allé 43,6995000.0,80.0,3.0,4.0,4992.0,87438.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81976.21674635283,0.0375,0,hammarby sjöstad,central,6356893.5
Lidnersgatan 12B,3195000.0,39.5,2.0,4.0,3383.0,80886.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.05063291139240506,0,kungsholmen,central,3916229.8
"Fröken Göhles Väg 4, 3 tr",1750000.0,30.0,1.0,3.0,2064.0,58333.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,56666.666666666664,0.03333333333333333,0,spånga,bromstensstaden,2076627.8
Abiskovägen 18,2395000.0,58.0,2.0,3.0,3304.0,41293.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,37882.90398126464,0.034482758620689655,1,vällingby centrum,central,2237159.5
Slättgårdsvägen 91,3775000.0,92.0,3.0,1.0,5532.0,41033.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.03260869565217391,0,mälarhöjden,västertorp,7564064.0
Åsögatan 92,2495000.0,24.0,1.0,3.0,1998.0,103958.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,100883.04295325169,0.041666666666666664,0,södermalm,central,2828622.8
"Lindhagensterrassen 27, vån 10",6950000.0,80.5,3.0,10.0,3853.0,86335.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,106695.5643549364,0.037267080745341616,0,kungsholmen,central,8069185.5
Skälderviksplan 11,3495000.0,71.5,3.0,1.0,5087.0,48881.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.04195804195804196,0,årsta,central,4203960.5
Bolmensvägen 17,3475000.0,66.0,3.0,1.0,5869.0,52652.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,61380.60846614972,0.045454545454545456,0,årsta,central,3879819.8
"Birger Jarlsgatan 104B, 3tr",4295000.0,41.5,2.0,3.0,3386.0,103494.0,False,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,90535.71428571429,0.04819277108433735,0,vasastan,östermalm,3652248.2
Renstiernas gata 41 A,6700000.0,62.0,2.0,1.0,4497.0,108065.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,115069.44444444444,0.03225806451612903,0,södermalm,nytorget,6662350.0
"Danderydsgatan 28 A, 1 tr",7495000.0,55.0,2.0,1.0,2775.0,136273.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.03636363636363636,0,östermalm,central,7516399.5
Odelbergsvägen 21,2995000.0,47.0,2.0,2.0,3534.0,63723.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,81655.48098434004,0.0425531914893617,0,enskede gård,central,3698868.8
Ola Hanssonsgatan 4,2995000.0,38.0,2.0,0.0,3018.0,78816.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,90161.29032258065,0.05263157894736842,0,kristineberg,central,3436777.8
Vårholmsbackarna 68,1250000.0,44.0,1.5,1.0,4762.0,28409.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,33333.333333333336,0.03409090909090909,0,vårberg,central,1651796.2
Södermannagatan 50A,3595000.0,40.6,1.0,4.0,2535.0,88547.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,114879.15407854985,0.02463054187192118,0,södermalm,sofo,4350242.5
Åsögatan 184,5995000.0,63.0,2.0,1.0,3329.0,95159.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,99306.93069306931,0.031746031746031744,0,södermalm sofia,central,6354139.0
Grev Turegatan 62,6795000.0,63.0,3.0,0.0,4108.0,107857.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.047619047619047616,0,östermalm,central,8606369.0
Bromsvägen 5,2795000.0,63.0,2.0,1.0,4133.0,44365.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,59948.78361075544,0.031746031746031744,0,älvsjö,central,3493254.5
"Surbrunnsgatan 7, 1 tr",9300000.0,87.0,3.0,1.0,4299.0,106897.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,97717.39130434782,0.034482758620689655,0,östermalm,vasastan,8233155.0
Sigrid Undsets Gata 9,3490000.0,71.0,3.0,3.0,4063.0,49155.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,52815.099168266155,0.04225352112676056,0,bromma,blackeberg,3680473.5
Jämtlandsgatan 86,1595000.0,59.0,2.0,1.0,4838.0,27034.0,False,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,37882.90398126464,0.03389830508474576,1,vällingby centrum,central,2190634.0
"Karlaplan 21C, 6 tr",4500000.0,38.0,2.0,6.0,1880.0,118421.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.05263157894736842,0,östermalm,central,4791978.5
Stjernströms väg 9,5795000.0,107.9,4.0,1.0,8375.0,53707.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.03707136237256719,0,axelsberg,central,8193113.5
Sankt Göransgatan 163,3445000.0,34.0,1.0,7.0,2867.0,101324.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.029411764705882353,0,stockholm,kungsholmen,2743456.8
Sankt Göransgatan 167,2795000.0,24.0,1.0,8.0,2520.0,116458.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.041666666666666664,0,stockholm,kungsholmen,2368524.2
"Carl Akrells gata 4, 3 tr",7495000.0,73.0,2.0,3.0,4429.0,102671.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,114801.86480186481,0.0273972602739726,0,östermalm,nedre gärdet,7928209.0
"Ekebergabacken 2B, 4tr",2495000.0,80.0,3.0,1.0,7188.0,31188.0,True,True,,,2024-09-16 20:19:27.487654,2024,9,4,0,,0.0375,0,sköndal,drevvikens strand,6201564.5
Wittstocksgatan 10,10950000.0,93.0,3.0,2.0,4103.0,117742.0,True,False,,,2024-09-16 20:19:27.487654,2024,9,4,0,139209.15807716866,0.03225806451612903,0,östermalm,central,12980852.0
