Datum;Grupp;Serie;Värde
2018-06-01;Riksbankens styrräntor;Styrränta;-0,50
2018-06-04;Riksbankens styrräntor;Styrränta;-0,50
2018-06-05;Riksbankens styrräntor;Styrränta;-0,50
2018-06-07;Riksbankens styrräntor;Styrränta;-0,50
2018-06-08;Riksbankens styrräntor;Styrränta;-0,50
2018-06-11;Riksbankens styrräntor;Styrränta;-0,50
2018-06-12;Riksbankens styrräntor;Styrränta;-0,50
2018-06-13;Riksbankens styrräntor;Styrränta;-0,50
2018-06-14;Riksbankens styrräntor;Styrränta;-0,50
2018-06-15;Riksbankens styrräntor;Styrränta;-0,50
2018-06-18;Riksbankens styrräntor;Styrränta;-0,50
2018-06-19;Riksbankens styrräntor;Styrränta;-0,50
2018-06-20;Riksbankens styrräntor;Styrränta;-0,50
2018-06-21;Riksbankens styrräntor;Styrränta;-0,50
2018-06-25;Riksbankens styrräntor;Styrränta;-0,50
2018-06-26;Riksbankens styrräntor;Styrränta;-0,50
2018-06-27;Riksbankens styrräntor;Styrränta;-0,50
2018-06-28;Riksbankens styrräntor;Styrränta;-0,50
2018-06-29;Riksbankens styrräntor;Styrränta;-0,50
2018-07-02;Riksbankens styrräntor;Styrränta;-0,50
2018-07-03;Riksbankens styrräntor;Styrränta;-0,50
2018-07-04;Riksbankens styrräntor;Styrränta;-0,50
2018-07-05;Riksbankens styrräntor;Styrränta;-0,50
2018-07-06;Riksbankens styrräntor;Styrränta;-0,50
2018-07-09;Riksbankens styrräntor;Styrränta;-0,50
2018-07-10;Riksbankens styrräntor;Styrränta;-0,50
2018-07-11;Riksbankens styrräntor;Styrränta;-0,50
2018-07-12;Riksbankens styrräntor;Styrränta;-0,50
2018-07-13;Riksbankens styrräntor;Styrränta;-0,50
2018-07-16;Riksbankens styrräntor;Styrränta;-0,50
2018-07-17;Riksbankens styrräntor;Styrränta;-0,50
2018-07-18;Riksbankens styrräntor;Styrränta;-0,50
2018-07-19;Riksbankens styrräntor;Styrränta;-0,50
2018-07-20;Riksbankens styrräntor;Styrränta;-0,50
2018-07-23;Riksbankens styrräntor;Styrränta;-0,50
2018-07-24;Riksbankens styrräntor;Styrränta;-0,50
2018-07-25;Riksbankens styrräntor;Styrränta;-0,50
2018-07-26;Riksbankens styrräntor;Styrränta;-0,50
2018-07-27;Riksbankens styrräntor;Styrränta;-0,50
2018-07-30;Riksbankens styrräntor;Styrränta;-0,50
2018-07-31;Riksbankens styrräntor;Styrränta;-0,50
2018-08-01;Riksbankens styrräntor;Styrränta;-0,50
2018-08-02;Riksbankens styrräntor;Styrränta;-0,50
2018-08-03;Riksbankens styrräntor;Styrränta;-0,50
2018-08-06;Riksbankens styrräntor;Styrränta;-0,50
2018-08-07;Riksbankens styrräntor;Styrränta;-0,50
2018-08-08;Riksbankens styrräntor;Styrränta;-0,50
2018-08-09;Riksbankens styrräntor;Styrränta;-0,50
2018-08-10;Riksbankens styrräntor;Styrränta;-0,50
2018-08-13;Riksbankens styrräntor;Styrränta;-0,50
2018-08-14;Riksbankens styrräntor;Styrränta;-0,50
2018-08-15;Riksbankens styrräntor;Styrränta;-0,50
2018-08-16;Riksbankens styrräntor;Styrränta;-0,50
2018-08-17;Riksbankens styrräntor;Styrränta;-0,50
2018-08-20;Riksbankens styrräntor;Styrränta;-0,50
2018-08-21;Riksbankens styrräntor;Styrränta;-0,50
2018-08-22;Riksbankens styrräntor;Styrränta;-0,50
2018-08-23;Riksbankens styrräntor;Styrränta;-0,50
2018-08-24;Riksbankens styrräntor;Styrränta;-0,50
2018-08-27;Riksbankens styrräntor;Styrränta;-0,50
2018-08-28;Riksbankens styrräntor;Styrränta;-0,50
2018-08-29;Riksbankens styrräntor;Styrränta;-0,50
2018-08-30;Riksbankens styrräntor;Styrränta;-0,50
2018-08-31;Riksbankens styrräntor;Styrränta;-0,50
2018-09-03;Riksbankens styrräntor;Styrränta;-0,50
2018-09-04;Riksbankens styrräntor;Styrränta;-0,50
2018-09-05;Riksbankens styrräntor;Styrränta;-0,50
2018-09-06;Riksbankens styrräntor;Styrränta;-0,50
2018-09-07;Riksbankens styrräntor;Styrränta;-0,50
2018-09-10;Riksbankens styrräntor;Styrränta;-0,50
2018-09-11;Riksbankens styrräntor;Styrränta;-0,50
2018-09-12;Riksbankens styrräntor;Styrränta;-0,50
2018-09-13;Riksbankens styrräntor;Styrränta;-0,50
2018-09-14;Riksbankens styrräntor;Styrränta;-0,50
2018-09-17;Riksbankens styrräntor;Styrränta;-0,50
2018-09-18;Riksbankens styrräntor;Styrränta;-0,50
2018-09-19;Riksbankens styrräntor;Styrränta;-0,50
2018-09-20;Riksbankens styrräntor;Styrränta;-0,50
2018-09-21;Riksbankens styrräntor;Styrränta;-0,50
2018-09-24;Riksbankens styrräntor;Styrränta;-0,50
2018-09-25;Riksbankens styrräntor;Styrränta;-0,50
2018-09-26;Riksbankens styrräntor;Styrränta;-0,50
2018-09-27;Riksbankens styrräntor;Styrränta;-0,50
2018-09-28;Riksbankens styrräntor;Styrränta;-0,50
2018-10-01;Riksbankens styrräntor;Styrränta;-0,50
2018-10-02;Riksbankens styrräntor;Styrränta;-0,50
2018-10-03;Riksbankens styrräntor;Styrränta;-0,50
2018-10-04;Riksbankens styrräntor;Styrränta;-0,50
2018-10-05;Riksbankens styrräntor;Styrränta;-0,50
2018-10-08;Riksbankens styrräntor;Styrränta;-0,50
2018-10-09;Riksbankens styrräntor;Styrränta;-0,50
2018-10-10;Riksbankens styrräntor;Styrränta;-0,50
2018-10-11;Riksbankens styrräntor;Styrränta;-0,50
2018-10-12;Riksbankens styrräntor;Styrränta;-0,50
2018-10-15;Riksbankens styrräntor;Styrränta;-0,50
2018-10-16;Riksbankens styrräntor;Styrränta;-0,50
2018-10-17;Riksbankens styrräntor;Styrränta;-0,50
2018-10-18;Riksbankens styrräntor;Styrränta;-0,50
2018-10-19;Riksbankens styrräntor;Styrränta;-0,50
2018-10-22;Riksbankens styrräntor;Styrränta;-0,50
2018-10-23;Riksbankens styrräntor;Styrränta;-0,50
2018-10-24;Riksbankens styrräntor;Styrränta;-0,50
2018-10-25;Riksbankens styrräntor;Styrränta;-0,50
2018-10-26;Riksbankens styrräntor;Styrränta;-0,50
2018-10-29;Riksbankens styrräntor;Styrränta;-0,50
2018-10-30;Riksbankens styrräntor;Styrränta;-0,50
2018-10-31;Riksbankens styrräntor;Styrränta;-0,50
2018-11-01;Riksbankens styrräntor;Styrränta;-0,50
2018-11-02;Riksbankens styrräntor;Styrränta;-0,50
2018-11-05;Riksbankens styrräntor;Styrränta;-0,50
2018-11-06;Riksbankens styrräntor;Styrränta;-0,50
2018-11-07;Riksbankens styrräntor;Styrränta;-0,50
2018-11-08;Riksbankens styrräntor;Styrränta;-0,50
2018-11-09;Riksbankens styrräntor;Styrränta;-0,50
2018-11-12;Riksbankens styrräntor;Styrränta;-0,50
2018-11-13;Riksbankens styrräntor;Styrränta;-0,50
2018-11-14;Riksbankens styrräntor;Styrränta;-0,50
2018-11-15;Riksbankens styrräntor;Styrränta;-0,50
2018-11-16;Riksbankens styrräntor;Styrränta;-0,50
2018-11-19;Riksbankens styrräntor;Styrränta;-0,50
2018-11-20;Riksbankens styrräntor;Styrränta;-0,50
2018-11-21;Riksbankens styrräntor;Styrränta;-0,50
2018-11-22;Riksbankens styrräntor;Styrränta;-0,50
2018-11-23;Riksbankens styrräntor;Styrränta;-0,50
2018-11-26;Riksbankens styrräntor;Styrränta;-0,50
2018-11-27;Riksbankens styrräntor;Styrränta;-0,50
2018-11-28;Riksbankens styrräntor;Styrränta;-0,50
2018-11-29;Riksbankens styrräntor;Styrränta;-0,50
2018-11-30;Riksbankens styrräntor;Styrränta;-0,50
2018-12-03;Riksbankens styrräntor;Styrränta;-0,50
2018-12-04;Riksbankens styrräntor;Styrränta;-0,50
2018-12-05;Riksbankens styrräntor;Styrränta;-0,50
2018-12-06;Riksbankens styrräntor;Styrränta;-0,50
2018-12-07;Riksbankens styrräntor;Styrränta;-0,50
2018-12-10;Riksbankens styrräntor;Styrränta;-0,50
2018-12-11;Riksbankens styrräntor;Styrränta;-0,50
2018-12-12;Riksbankens styrräntor;Styrränta;-0,50
2018-12-13;Riksbankens styrräntor;Styrränta;-0,50
2018-12-14;Riksbankens styrräntor;Styrränta;-0,50
2018-12-17;Riksbankens styrräntor;Styrränta;-0,50
2018-12-18;Riksbankens styrräntor;Styrränta;-0,50
2018-12-19;Riksbankens styrräntor;Styrränta;-0,50
2018-12-20;Riksbankens styrräntor;Styrränta;-0,50
2018-12-21;Riksbankens styrräntor;Styrränta;-0,50
2018-12-27;Riksbankens styrräntor;Styrränta;-0,50
2018-12-28;Riksbankens styrräntor;Styrränta;-0,50
2019-01-02;Riksbankens styrräntor;Styrränta;-0,50
2019-01-03;Riksbankens styrräntor;Styrränta;-0,50
2019-01-04;Riksbankens styrräntor;Styrränta;-0,50
2019-01-07;Riksbankens styrräntor;Styrränta;-0,50
2019-01-08;Riksbankens styrräntor;Styrränta;-0,50
2019-01-09;Riksbankens styrräntor;Styrränta;-0,25
2019-01-10;Riksbankens styrräntor;Styrränta;-0,25
2019-01-11;Riksbankens styrräntor;Styrränta;-0,25
2019-01-14;Riksbankens styrräntor;Styrränta;-0,25
2019-01-15;Riksbankens styrräntor;Styrränta;-0,25
2019-01-16;Riksbankens styrräntor;Styrränta;-0,25
2019-01-17;Riksbankens styrräntor;Styrränta;-0,25
2019-01-18;Riksbankens styrräntor;Styrränta;-0,25
2019-01-21;Riksbankens styrräntor;Styrränta;-0,25
2019-01-22;Riksbankens styrräntor;Styrränta;-0,25
2019-01-23;Riksbankens styrräntor;Styrränta;-0,25
2019-01-24;Riksbankens styrräntor;Styrränta;-0,25
2019-01-25;Riksbankens styrräntor;Styrränta;-0,25
2019-01-28;Riksbankens styrräntor;Styrränta;-0,25
2019-01-29;Riksbankens styrräntor;Styrränta;-0,25
2019-01-30;Riksbankens styrräntor;Styrränta;-0,25
2019-01-31;Riksbankens styrräntor;Styrränta;-0,25
2019-02-01;Riksbankens styrräntor;Styrränta;-0,25
2019-02-04;Riksbankens styrräntor;Styrränta;-0,25
2019-02-05;Riksbankens styrräntor;Styrränta;-0,25
2019-02-06;Riksbankens styrräntor;Styrränta;-0,25
2019-02-07;Riksbankens styrräntor;Styrränta;-0,25
2019-02-08;Riksbankens styrräntor;Styrränta;-0,25
2019-02-11;Riksbankens styrräntor;Styrränta;-0,25
2019-02-12;Riksbankens styrräntor;Styrränta;-0,25
2019-02-13;Riksbankens styrräntor;Styrränta;-0,25
2019-02-14;Riksbankens styrräntor;Styrränta;-0,25
2019-02-15;Riksbankens styrräntor;Styrränta;-0,25
2019-02-18;Riksbankens styrräntor;Styrränta;-0,25
2019-02-19;Riksbankens styrräntor;Styrränta;-0,25
2019-02-20;Riksbankens styrräntor;Styrränta;-0,25
2019-02-21;Riksbankens styrräntor;Styrränta;-0,25
2019-02-22;Riksbankens styrräntor;Styrränta;-0,25
2019-02-25;Riksbankens styrräntor;Styrränta;-0,25
2019-02-26;Riksbankens styrräntor;Styrränta;-0,25
2019-02-27;Riksbankens styrräntor;Styrränta;-0,25
2019-02-28;Riksbankens styrräntor;Styrränta;-0,25
2019-03-01;Riksbankens styrräntor;Styrränta;-0,25
2019-03-04;Riksbankens styrräntor;Styrränta;-0,25
2019-03-05;Riksbankens styrräntor;Styrränta;-0,25
2019-03-06;Riksbankens styrräntor;Styrränta;-0,25
2019-03-07;Riksbankens styrräntor;Styrränta;-0,25
2019-03-08;Riksbankens styrräntor;Styrränta;-0,25
2019-03-11;Riksbankens styrräntor;Styrränta;-0,25
2019-03-12;Riksbankens styrräntor;Styrränta;-0,25
2019-03-13;Riksbankens styrräntor;Styrränta;-0,25
2019-03-14;Riksbankens styrräntor;Styrränta;-0,25
2019-03-15;Riksbankens styrräntor;Styrränta;-0,25
2019-03-18;Riksbankens styrräntor;Styrränta;-0,25
2019-03-19;Riksbankens styrräntor;Styrränta;-0,25
2019-03-20;Riksbankens styrräntor;Styrränta;-0,25
2019-03-21;Riksbankens styrräntor;Styrränta;-0,25
2019-03-22;Riksbankens styrräntor;Styrränta;-0,25
2019-03-25;Riksbankens styrräntor;Styrränta;-0,25
2019-03-26;Riksbankens styrräntor;Styrränta;-0,25
2019-03-27;Riksbankens styrräntor;Styrränta;-0,25
2019-03-28;Riksbankens styrräntor;Styrränta;-0,25
2019-03-29;Riksbankens styrräntor;Styrränta;-0,25
2019-04-01;Riksbankens styrräntor;Styrränta;-0,25
2019-04-02;Riksbankens styrräntor;Styrränta;-0,25
2019-04-03;Riksbankens styrräntor;Styrränta;-0,25
2019-04-04;Riksbankens styrräntor;Styrränta;-0,25
2019-04-05;Riksbankens styrräntor;Styrränta;-0,25
2019-04-08;Riksbankens styrräntor;Styrränta;-0,25
2019-04-09;Riksbankens styrräntor;Styrränta;-0,25
2019-04-10;Riksbankens styrräntor;Styrränta;-0,25
2019-04-11;Riksbankens styrräntor;Styrränta;-0,25
2019-04-12;Riksbankens styrräntor;Styrränta;-0,25
2019-04-15;Riksbankens styrräntor;Styrränta;-0,25
2019-04-16;Riksbankens styrräntor;Styrränta;-0,25
2019-04-17;Riksbankens styrräntor;Styrränta;-0,25
2019-04-18;Riksbankens styrräntor;Styrränta;-0,25
2019-04-23;Riksbankens styrräntor;Styrränta;-0,25
2019-04-24;Riksbankens styrräntor;Styrränta;-0,25
2019-04-25;Riksbankens styrräntor;Styrränta;-0,25
2019-04-26;Riksbankens styrräntor;Styrränta;-0,25
2019-04-29;Riksbankens styrräntor;Styrränta;-0,25
2019-04-30;Riksbankens styrräntor;Styrränta;-0,25
2019-05-02;Riksbankens styrräntor;Styrränta;-0,25
2019-05-03;Riksbankens styrräntor;Styrränta;-0,25
2019-05-06;Riksbankens styrräntor;Styrränta;-0,25
2019-05-07;Riksbankens styrräntor;Styrränta;-0,25
2019-05-08;Riksbankens styrräntor;Styrränta;-0,25
2019-05-09;Riksbankens styrräntor;Styrränta;-0,25
2019-05-10;Riksbankens styrräntor;Styrränta;-0,25
2019-05-13;Riksbankens styrräntor;Styrränta;-0,25
2019-05-14;Riksbankens styrräntor;Styrränta;-0,25
2019-05-15;Riksbankens styrräntor;Styrränta;-0,25
2019-05-16;Riksbankens styrräntor;Styrränta;-0,25
2019-05-17;Riksbankens styrräntor;Styrränta;-0,25
2019-05-20;Riksbankens styrräntor;Styrränta;-0,25
2019-05-21;Riksbankens styrräntor;Styrränta;-0,25
2019-05-22;Riksbankens styrräntor;Styrränta;-0,25
2019-05-23;Riksbankens styrräntor;Styrränta;-0,25
2019-05-24;Riksbankens styrräntor;Styrränta;-0,25
2019-05-27;Riksbankens styrräntor;Styrränta;-0,25
2019-05-28;Riksbankens styrräntor;Styrränta;-0,25
2019-05-29;Riksbankens styrräntor;Styrränta;-0,25
2019-05-31;Riksbankens styrräntor;Styrränta;-0,25
2019-06-03;Riksbankens styrräntor;Styrränta;-0,25
2019-06-04;Riksbankens styrräntor;Styrränta;-0,25
2019-06-05;Riksbankens styrräntor;Styrränta;-0,25
2019-06-07;Riksbankens styrräntor;Styrränta;-0,25
2019-06-10;Riksbankens styrräntor;Styrränta;-0,25
2019-06-11;Riksbankens styrräntor;Styrränta;-0,25
2019-06-12;Riksbankens styrräntor;Styrränta;-0,25
2019-06-13;Riksbankens styrräntor;Styrränta;-0,25
2019-06-14;Riksbankens styrräntor;Styrränta;-0,25
2019-06-17;Riksbankens styrräntor;Styrränta;-0,25
2019-06-18;Riksbankens styrräntor;Styrränta;-0,25
2019-06-19;Riksbankens styrräntor;Styrränta;-0,25
2019-06-20;Riksbankens styrräntor;Styrränta;-0,25
2019-06-24;Riksbankens styrräntor;Styrränta;-0,25
2019-06-25;Riksbankens styrräntor;Styrränta;-0,25
2019-06-26;Riksbankens styrräntor;Styrränta;-0,25
2019-06-27;Riksbankens styrräntor;Styrränta;-0,25
2019-06-28;Riksbankens styrräntor;Styrränta;-0,25
2019-07-01;Riksbankens styrräntor;Styrränta;-0,25
2019-07-02;Riksbankens styrräntor;Styrränta;-0,25
2019-07-03;Riksbankens styrräntor;Styrränta;-0,25
2019-07-04;Riksbankens styrräntor;Styrränta;-0,25
2019-07-05;Riksbankens styrräntor;Styrränta;-0,25
2019-07-08;Riksbankens styrräntor;Styrränta;-0,25
2019-07-09;Riksbankens styrräntor;Styrränta;-0,25
2019-07-10;Riksbankens styrräntor;Styrränta;-0,25
2019-07-11;Riksbankens styrräntor;Styrränta;-0,25
2019-07-12;Riksbankens styrräntor;Styrränta;-0,25
2019-07-15;Riksbankens styrräntor;Styrränta;-0,25
2019-07-16;Riksbankens styrräntor;Styrränta;-0,25
2019-07-17;Riksbankens styrräntor;Styrränta;-0,25
2019-07-18;Riksbankens styrräntor;Styrränta;-0,25
2019-07-19;Riksbankens styrräntor;Styrränta;-0,25
2019-07-22;Riksbankens styrräntor;Styrränta;-0,25
2019-07-23;Riksbankens styrräntor;Styrränta;-0,25
2019-07-24;Riksbankens styrräntor;Styrränta;-0,25
2019-07-25;Riksbankens styrräntor;Styrränta;-0,25
2019-07-26;Riksbankens styrräntor;Styrränta;-0,25
2019-07-29;Riksbankens styrräntor;Styrränta;-0,25
2019-07-30;Riksbankens styrräntor;Styrränta;-0,25
2019-07-31;Riksbankens styrräntor;Styrränta;-0,25
2019-08-01;Riksbankens styrräntor;Styrränta;-0,25
2019-08-02;Riksbankens styrräntor;Styrränta;-0,25
2019-08-05;Riksbankens styrräntor;Styrränta;-0,25
2019-08-06;Riksbankens styrräntor;Styrränta;-0,25
2019-08-07;Riksbankens styrräntor;Styrränta;-0,25
2019-08-08;Riksbankens styrräntor;Styrränta;-0,25
2019-08-09;Riksbankens styrräntor;Styrränta;-0,25
2019-08-12;Riksbankens styrräntor;Styrränta;-0,25
2019-08-13;Riksbankens styrräntor;Styrränta;-0,25
2019-08-14;Riksbankens styrräntor;Styrränta;-0,25
2019-08-15;Riksbankens styrräntor;Styrränta;-0,25
2019-08-16;Riksbankens styrräntor;Styrränta;-0,25
2019-08-19;Riksbankens styrräntor;Styrränta;-0,25
2019-08-20;Riksbankens styrräntor;Styrränta;-0,25
2019-08-21;Riksbankens styrräntor;Styrränta;-0,25
2019-08-22;Riksbankens styrräntor;Styrränta;-0,25
2019-08-23;Riksbankens styrräntor;Styrränta;-0,25
2019-08-26;Riksbankens styrräntor;Styrränta;-0,25
2019-08-27;Riksbankens styrräntor;Styrränta;-0,25
2019-08-28;Riksbankens styrräntor;Styrränta;-0,25
2019-08-29;Riksbankens styrräntor;Styrränta;-0,25
2019-08-30;Riksbankens styrräntor;Styrränta;-0,25
2019-09-02;Riksbankens styrräntor;Styrränta;-0,25
2019-09-03;Riksbankens styrräntor;Styrränta;-0,25
2019-09-04;Riksbankens styrräntor;Styrränta;-0,25
2019-09-05;Riksbankens styrräntor;Styrränta;-0,25
2019-09-06;Riksbankens styrräntor;Styrränta;-0,25
2019-09-09;Riksbankens styrräntor;Styrränta;-0,25
2019-09-10;Riksbankens styrräntor;Styrränta;-0,25
2019-09-11;Riksbankens styrräntor;Styrränta;-0,25
2019-09-12;Riksbankens styrräntor;Styrränta;-0,25
2019-09-13;Riksbankens styrräntor;Styrränta;-0,25
2019-09-16;Riksbankens styrräntor;Styrränta;-0,25
2019-09-17;Riksbankens styrräntor;Styrränta;-0,25
2019-09-18;Riksbankens styrräntor;Styrränta;-0,25
2019-09-19;Riksbankens styrräntor;Styrränta;-0,25
2019-09-20;Riksbankens styrräntor;Styrränta;-0,25
2019-09-23;Riksbankens styrräntor;Styrränta;-0,25
2019-09-24;Riksbankens styrräntor;Styrränta;-0,25
2019-09-25;Riksbankens styrräntor;Styrränta;-0,25
2019-09-26;Riksbankens styrräntor;Styrränta;-0,25
2019-09-27;Riksbankens styrräntor;Styrränta;-0,25
2019-09-30;Riksbankens styrräntor;Styrränta;-0,25
2019-10-01;Riksbankens styrräntor;Styrränta;-0,25
2019-10-02;Riksbankens styrräntor;Styrränta;-0,25
2019-10-03;Riksbankens styrräntor;Styrränta;-0,25
2019-10-04;Riksbankens styrräntor;Styrränta;-0,25
2019-10-07;Riksbankens styrräntor;Styrränta;-0,25
2019-10-08;Riksbankens styrräntor;Styrränta;-0,25
2019-10-09;Riksbankens styrräntor;Styrränta;-0,25
2019-10-10;Riksbankens styrräntor;Styrränta;-0,25
2019-10-11;Riksbankens styrräntor;Styrränta;-0,25
2019-10-14;Riksbankens styrräntor;Styrränta;-0,25
2019-10-15;Riksbankens styrräntor;Styrränta;-0,25
2019-10-16;Riksbankens styrräntor;Styrränta;-0,25
2019-10-17;Riksbankens styrräntor;Styrränta;-0,25
2019-10-18;Riksbankens styrräntor;Styrränta;-0,25
2019-10-21;Riksbankens styrräntor;Styrränta;-0,25
2019-10-22;Riksbankens styrräntor;Styrränta;-0,25
2019-10-23;Riksbankens styrräntor;Styrränta;-0,25
2019-10-24;Riksbankens styrräntor;Styrränta;-0,25
2019-10-25;Riksbankens styrräntor;Styrränta;-0,25
2019-10-28;Riksbankens styrräntor;Styrränta;-0,25
2019-10-29;Riksbankens styrräntor;Styrränta;-0,25
2019-10-30;Riksbankens styrräntor;Styrränta;-0,25
2019-10-31;Riksbankens styrräntor;Styrränta;-0,25
2019-11-01;Riksbankens styrräntor;Styrränta;-0,25
2019-11-04;Riksbankens styrräntor;Styrränta;-0,25
2019-11-05;Riksbankens styrräntor;Styrränta;-0,25
2019-11-06;Riksbankens styrräntor;Styrränta;-0,25
2019-11-07;Riksbankens styrräntor;Styrränta;-0,25
2019-11-08;Riksbankens styrräntor;Styrränta;-0,25
2019-11-11;Riksbankens styrräntor;Styrränta;-0,25
2019-11-12;Riksbankens styrräntor;Styrränta;-0,25
2019-11-13;Riksbankens styrräntor;Styrränta;-0,25
2019-11-14;Riksbankens styrräntor;Styrränta;-0,25
2019-11-15;Riksbankens styrräntor;Styrränta;-0,25
2019-11-18;Riksbankens styrräntor;Styrränta;-0,25
2019-11-19;Riksbankens styrräntor;Styrränta;-0,25
2019-11-20;Riksbankens styrräntor;Styrränta;-0,25
2019-11-21;Riksbankens styrräntor;Styrränta;-0,25
2019-11-22;Riksbankens styrräntor;Styrränta;-0,25
2019-11-25;Riksbankens styrräntor;Styrränta;-0,25
2019-11-26;Riksbankens styrräntor;Styrränta;-0,25
2019-11-27;Riksbankens styrräntor;Styrränta;-0,25
2019-11-28;Riksbankens styrräntor;Styrränta;-0,25
2019-11-29;Riksbankens styrräntor;Styrränta;-0,25
2019-12-02;Riksbankens styrräntor;Styrränta;-0,25
2019-12-03;Riksbankens styrräntor;Styrränta;-0,25
2019-12-04;Riksbankens styrräntor;Styrränta;-0,25
2019-12-05;Riksbankens styrräntor;Styrränta;-0,25
2019-12-06;Riksbankens styrräntor;Styrränta;-0,25
2019-12-09;Riksbankens styrräntor;Styrränta;-0,25
2019-12-10;Riksbankens styrräntor;Styrränta;-0,25
2019-12-11;Riksbankens styrräntor;Styrränta;-0,25
2019-12-12;Riksbankens styrräntor;Styrränta;-0,25
2019-12-13;Riksbankens styrräntor;Styrränta;-0,25
2019-12-16;Riksbankens styrräntor;Styrränta;-0,25
2019-12-17;Riksbankens styrräntor;Styrränta;-0,25
2019-12-18;Riksbankens styrräntor;Styrränta;-0,25
2019-12-19;Riksbankens styrräntor;Styrränta;-0,25
2019-12-20;Riksbankens styrräntor;Styrränta;-0,25
2019-12-23;Riksbankens styrräntor;Styrränta;-0,25
2019-12-27;Riksbankens styrräntor;Styrränta;-0,25
2019-12-30;Riksbankens styrräntor;Styrränta;-0,25
2020-01-02;Riksbankens styrräntor;Styrränta;-0,25
2020-01-03;Riksbankens styrräntor;Styrränta;-0,25
2020-01-07;Riksbankens styrräntor;Styrränta;-0,25
2020-01-08;Riksbankens styrräntor;Styrränta;0,00
2020-01-09;Riksbankens styrräntor;Styrränta;0,00
2020-01-10;Riksbankens styrräntor;Styrränta;0,00
2020-01-13;Riksbankens styrräntor;Styrränta;0,00
2020-01-14;Riksbankens styrräntor;Styrränta;0,00
2020-01-15;Riksbankens styrräntor;Styrränta;0,00
2020-01-16;Riksbankens styrräntor;Styrränta;0,00
2020-01-17;Riksbankens styrräntor;Styrränta;0,00
2020-01-20;Riksbankens styrräntor;Styrränta;0,00
2020-01-21;Riksbankens styrräntor;Styrränta;0,00
2020-01-22;Riksbankens styrräntor;Styrränta;0,00
2020-01-23;Riksbankens styrräntor;Styrränta;0,00
2020-01-24;Riksbankens styrräntor;Styrränta;0,00
2020-01-27;Riksbankens styrräntor;Styrränta;0,00
2020-01-28;Riksbankens styrräntor;Styrränta;0,00
2020-01-29;Riksbankens styrräntor;Styrränta;0,00
2020-01-30;Riksbankens styrräntor;Styrränta;0,00
2020-01-31;Riksbankens styrräntor;Styrränta;0,00
2020-02-03;Riksbankens styrräntor;Styrränta;0,00
2020-02-04;Riksbankens styrräntor;Styrränta;0,00
2020-02-05;Riksbankens styrräntor;Styrränta;0,00
2020-02-06;Riksbankens styrräntor;Styrränta;0,00
2020-02-07;Riksbankens styrräntor;Styrränta;0,00
2020-02-10;Riksbankens styrräntor;Styrränta;0,00
2020-02-11;Riksbankens styrräntor;Styrränta;0,00
2020-02-12;Riksbankens styrräntor;Styrränta;0,00
2020-02-13;Riksbankens styrräntor;Styrränta;0,00
2020-02-14;Riksbankens styrräntor;Styrränta;0,00
2020-02-17;Riksbankens styrräntor;Styrränta;0,00
2020-02-18;Riksbankens styrräntor;Styrränta;0,00
2020-02-19;Riksbankens styrräntor;Styrränta;0,00
2020-02-20;Riksbankens styrräntor;Styrränta;0,00
2020-02-21;Riksbankens styrräntor;Styrränta;0,00
2020-02-24;Riksbankens styrräntor;Styrränta;0,00
2020-02-25;Riksbankens styrräntor;Styrränta;0,00
2020-02-26;Riksbankens styrräntor;Styrränta;0,00
2020-02-27;Riksbankens styrräntor;Styrränta;0,00
2020-02-28;Riksbankens styrräntor;Styrränta;0,00
2020-03-02;Riksbankens styrräntor;Styrränta;0,00
2020-03-03;Riksbankens styrräntor;Styrränta;0,00
2020-03-04;Riksbankens styrräntor;Styrränta;0,00
2020-03-05;Riksbankens styrräntor;Styrränta;0,00
2020-03-06;Riksbankens styrräntor;Styrränta;0,00
2020-03-09;Riksbankens styrräntor;Styrränta;0,00
2020-03-10;Riksbankens styrräntor;Styrränta;0,00
2020-03-11;Riksbankens styrräntor;Styrränta;0,00
2020-03-12;Riksbankens styrräntor;Styrränta;0,00
2020-03-13;Riksbankens styrräntor;Styrränta;0,00
2020-03-16;Riksbankens styrräntor;Styrränta;0,00
2020-03-17;Riksbankens styrräntor;Styrränta;0,00
2020-03-18;Riksbankens styrräntor;Styrränta;0,00
2020-03-19;Riksbankens styrräntor;Styrränta;0,00
2020-03-20;Riksbankens styrräntor;Styrränta;0,00
2020-03-23;Riksbankens styrräntor;Styrränta;0,00
2020-03-24;Riksbankens styrräntor;Styrränta;0,00
2020-03-25;Riksbankens styrräntor;Styrränta;0,00
2020-03-26;Riksbankens styrräntor;Styrränta;0,00
2020-03-27;Riksbankens styrräntor;Styrränta;0,00
2020-03-30;Riksbankens styrräntor;Styrränta;0,00
2020-03-31;Riksbankens styrräntor;Styrränta;0,00
2020-04-01;Riksbankens styrräntor;Styrränta;0,00
2020-04-02;Riksbankens styrräntor;Styrränta;0,00
2020-04-03;Riksbankens styrräntor;Styrränta;0,00
2020-04-06;Riksbankens styrräntor;Styrränta;0,00
2020-04-07;Riksbankens styrräntor;Styrränta;0,00
2020-04-08;Riksbankens styrräntor;Styrränta;0,00
2020-04-09;Riksbankens styrräntor;Styrränta;0,00
2020-04-14;Riksbankens styrräntor;Styrränta;0,00
2020-04-15;Riksbankens styrräntor;Styrränta;0,00
