Datum;Grupp;Serie;Värde
2022-03-14;Riksbankens styrräntor;Styrränta;0,00
2022-03-15;Riksbankens styrräntor;Styrränta;0,00
2022-03-16;Riksbankens styrräntor;Styrränta;0,00
2022-03-17;Riksbankens styrräntor;Styrränta;0,00
2022-03-18;Riksbankens styrräntor;Styrränta;0,00
2022-03-21;Riksbankens styrräntor;Styrränta;0,00
2022-03-22;Riksbankens styrräntor;Styrränta;0,00
2022-03-23;Riksbankens styrräntor;Styrränta;0,00
2022-03-24;Riksbankens styrräntor;Styrränta;0,00
2022-03-25;Riksbankens styrräntor;Styrränta;0,00
2022-03-28;Riksbankens styrräntor;Styrränta;0,00
2022-03-29;Riksbankens styrräntor;Styrränta;0,00
2022-03-30;Riksbankens styrräntor;Styrränta;0,00
2022-03-31;Riksbankens styrräntor;Styrränta;0,00
2022-04-01;Riksbankens styrräntor;Styrränta;0,00
2022-04-04;Riksbankens styrräntor;Styrränta;0,00
2022-04-05;Riksbankens styrräntor;Styrränta;0,00
2022-04-06;Riksbankens styrräntor;Styrränta;0,00
2022-04-07;Riksbankens styrräntor;Styrränta;0,00
2022-04-08;Riksbankens styrräntor;Styrränta;0,00
2022-04-11;Riksbankens styrräntor;Styrränta;0,00
2022-04-12;Riksbankens styrräntor;Styrränta;0,00
2022-04-13;Riksbankens styrräntor;Styrränta;0,00
2022-04-14;Riksbankens styrräntor;Styrränta;0,00
2022-04-19;Riksbankens styrräntor;Styrränta;0,00
2022-04-20;Riksbankens styrräntor;Styrränta;0,00
2022-04-21;Riksbankens styrräntor;Styrränta;0,00
2022-04-22;Riksbankens styrräntor;Styrränta;0,00
2022-04-25;Riksbankens styrräntor;Styrränta;0,00
2022-04-26;Riksbankens styrräntor;Styrränta;0,00
2022-04-27;Riksbankens styrräntor;Styrränta;0,00
2022-04-28;Riksbankens styrräntor;Styrränta;0,00
2022-04-29;Riksbankens styrräntor;Styrränta;0,00
2022-05-02;Riksbankens styrräntor;Styrränta;0,00
2022-05-03;Riksbankens styrräntor;Styrränta;0,00
2022-05-04;Riksbankens styrräntor;Styrränta;0,25
2022-05-05;Riksbankens styrräntor;Styrränta;0,25
2022-05-06;Riksbankens styrräntor;Styrränta;0,25
2022-05-09;Riksbankens styrräntor;Styrränta;0,25
2022-05-10;Riksbankens styrräntor;Styrränta;0,25
2022-05-11;Riksbankens styrräntor;Styrränta;0,25
2022-05-12;Riksbankens styrräntor;Styrränta;0,25
2022-05-13;Riksbankens styrräntor;Styrränta;0,25
2022-05-16;Riksbankens styrräntor;Styrränta;0,25
2022-05-17;Riksbankens styrräntor;Styrränta;0,25
2022-05-18;Riksbankens styrräntor;Styrränta;0,25
2022-05-19;Riksbankens styrräntor;Styrränta;0,25
2022-05-20;Riksbankens styrräntor;Styrränta;0,25
2022-05-23;Riksbankens styrräntor;Styrränta;0,25
2022-05-24;Riksbankens styrräntor;Styrränta;0,25
2022-05-25;Riksbankens styrräntor;Styrränta;0,25
2022-05-27;Riksbankens styrräntor;Styrränta;0,25
2022-05-30;Riksbankens styrräntor;Styrränta;0,25
2022-05-31;Riksbankens styrräntor;Styrränta;0,25
2022-06-01;Riksbankens styrräntor;Styrränta;0,25
2022-06-02;Riksbankens styrräntor;Styrränta;0,25
2022-06-03;Riksbankens styrräntor;Styrränta;0,25
2022-06-07;Riksbankens styrräntor;Styrränta;0,25
2022-06-08;Riksbankens styrräntor;Styrränta;0,25
2022-06-09;Riksbankens styrräntor;Styrränta;0,25
2022-06-10;Riksbankens styrräntor;Styrränta;0,25
2022-06-13;Riksbankens styrräntor;Styrränta;0,25
2022-06-14;Riksbankens styrräntor;Styrränta;0,25
2022-06-15;Riksbankens styrräntor;Styrränta;0,25
2022-06-16;Riksbankens styrräntor;Styrränta;0,25
2022-06-17;Riksbankens styrräntor;Styrränta;0,25
2022-06-20;Riksbankens styrräntor;Styrränta;0,25
2022-06-21;Riksbankens styrräntor;Styrränta;0,25
2022-06-22;Riksbankens styrräntor;Styrränta;0,25
2022-06-23;Riksbankens styrräntor;Styrränta;0,25
2022-06-27;Riksbankens styrräntor;Styrränta;0,25
2022-06-28;Riksbankens styrräntor;Styrränta;0,25
2022-06-29;Riksbankens styrräntor;Styrränta;0,25
2022-06-30;Riksbankens styrräntor;Styrränta;0,25
2022-07-01;Riksbankens styrräntor;Styrränta;0,25
2022-07-04;Riksbankens styrräntor;Styrränta;0,25
2022-07-05;Riksbankens styrräntor;Styrränta;0,25
2022-07-06;Riksbankens styrräntor;Styrränta;0,75
2022-07-07;Riksbankens styrräntor;Styrränta;0,75
2022-07-08;Riksbankens styrräntor;Styrränta;0,75
2022-07-11;Riksbankens styrräntor;Styrränta;0,75
2022-07-12;Riksbankens styrräntor;Styrränta;0,75
2022-07-13;Riksbankens styrräntor;Styrränta;0,75
2022-07-14;Riksbankens styrräntor;Styrränta;0,75
2022-07-15;Riksbankens styrräntor;Styrränta;0,75
2022-07-18;Riksbankens styrräntor;Styrränta;0,75
2022-07-19;Riksbankens styrräntor;Styrränta;0,75
2022-07-20;Riksbankens styrräntor;Styrränta;0,75
2022-07-21;Riksbankens styrräntor;Styrränta;0,75
2022-07-22;Riksbankens styrräntor;Styrränta;0,75
2022-07-25;Riksbankens styrräntor;Styrränta;0,75
2022-07-26;Riksbankens styrräntor;Styrränta;0,75
2022-07-27;Riksbankens styrräntor;Styrränta;0,75
2022-07-28;Riksbankens styrräntor;Styrränta;0,75
2022-07-29;Riksbankens styrräntor;Styrränta;0,75
2022-08-01;Riksbankens styrräntor;Styrränta;0,75
2022-08-02;Riksbankens styrräntor;Styrränta;0,75
2022-08-03;Riksbankens styrräntor;Styrränta;0,75
2022-08-04;Riksbankens styrräntor;Styrränta;0,75
2022-08-05;Riksbankens styrräntor;Styrränta;0,75
2022-08-08;Riksbankens styrräntor;Styrränta;0,75
2022-08-09;Riksbankens styrräntor;Styrränta;0,75
2022-08-10;Riksbankens styrräntor;Styrränta;0,75
2022-08-11;Riksbankens styrräntor;Styrränta;0,75
2022-08-12;Riksbankens styrräntor;Styrränta;0,75
2022-08-15;Riksbankens styrräntor;Styrränta;0,75
2022-08-16;Riksbankens styrräntor;Styrränta;0,75
2022-08-17;Riksbankens styrräntor;Styrränta;0,75
2022-08-18;Riksbankens styrräntor;Styrränta;0,75
2022-08-19;Riksbankens styrräntor;Styrränta;0,75
2022-08-22;Riksbankens styrräntor;Styrränta;0,75
2022-08-23;Riksbankens styrräntor;Styrränta;0,75
2022-08-24;Riksbankens styrräntor;Styrränta;0,75
2022-08-25;Riksbankens styrräntor;Styrränta;0,75
2022-08-26;Riksbankens styrräntor;Styrränta;0,75
2022-08-29;Riksbankens styrräntor;Styrränta;0,75
2022-08-30;Riksbankens styrräntor;Styrränta;0,75
2022-08-31;Riksbankens styrräntor;Styrränta;0,75
2022-09-01;Riksbankens styrräntor;Styrränta;0,75
2022-09-02;Riksbankens styrräntor;Styrränta;0,75
2022-09-05;Riksbankens styrräntor;Styrränta;0,75
2022-09-06;Riksbankens styrräntor;Styrränta;0,75
2022-09-07;Riksbankens styrräntor;Styrränta;0,75
2022-09-08;Riksbankens styrräntor;Styrränta;0,75
2022-09-09;Riksbankens styrräntor;Styrränta;0,75
2022-09-12;Riksbankens styrräntor;Styrränta;0,75
2022-09-13;Riksbankens styrräntor;Styrränta;0,75
2022-09-14;Riksbankens styrräntor;Styrränta;0,75
2022-09-15;Riksbankens styrräntor;Styrränta;0,75
2022-09-16;Riksbankens styrräntor;Styrränta;0,75
2022-09-19;Riksbankens styrräntor;Styrränta;0,75
2022-09-20;Riksbankens styrräntor;Styrränta;0,75
2022-09-21;Riksbankens styrräntor;Styrränta;1,75
2022-09-22;Riksbankens styrräntor;Styrränta;1,75
2022-09-23;Riksbankens styrräntor;Styrränta;1,75
2022-09-26;Riksbankens styrräntor;Styrränta;1,75
2022-09-27;Riksbankens styrräntor;Styrränta;1,75
2022-09-28;Riksbankens styrräntor;Styrränta;1,75
2022-09-29;Riksbankens styrräntor;Styrränta;1,75
2022-09-30;Riksbankens styrräntor;Styrränta;1,75
2022-10-03;Riksbankens styrräntor;Styrränta;1,75
2022-10-04;Riksbankens styrräntor;Styrränta;1,75
2022-10-05;Riksbankens styrräntor;Styrränta;1,75
2022-10-06;Riksbankens styrräntor;Styrränta;1,75
2022-10-07;Riksbankens styrräntor;Styrränta;1,75
2022-10-10;Riksbankens styrräntor;Styrränta;1,75
2022-10-11;Riksbankens styrräntor;Styrränta;1,75
2022-10-12;Riksbankens styrräntor;Styrränta;1,75
2022-10-13;Riksbankens styrräntor;Styrränta;1,75
2022-10-14;Riksbankens styrräntor;Styrränta;1,75
2022-10-17;Riksbankens styrräntor;Styrränta;1,75
2022-10-18;Riksbankens styrräntor;Styrränta;1,75
2022-10-19;Riksbankens styrräntor;Styrränta;1,75
2022-10-20;Riksbankens styrräntor;Styrränta;1,75
2022-10-21;Riksbankens styrräntor;Styrränta;1,75
2022-10-24;Riksbankens styrräntor;Styrränta;1,75
2022-10-25;Riksbankens styrräntor;Styrränta;1,75
2022-10-26;Riksbankens styrräntor;Styrränta;1,75
2022-10-27;Riksbankens styrräntor;Styrränta;1,75
2022-10-28;Riksbankens styrräntor;Styrränta;1,75
2022-10-31;Riksbankens styrräntor;Styrränta;1,75
2022-11-01;Riksbankens styrräntor;Styrränta;1,75
2022-11-02;Riksbankens styrräntor;Styrränta;1,75
2022-11-03;Riksbankens styrräntor;Styrränta;1,75
2022-11-04;Riksbankens styrräntor;Styrränta;1,75
2022-11-07;Riksbankens styrräntor;Styrränta;1,75
2022-11-08;Riksbankens styrräntor;Styrränta;1,75
2022-11-09;Riksbankens styrräntor;Styrränta;1,75
2022-11-10;Riksbankens styrräntor;Styrränta;1,75
2022-11-11;Riksbankens styrräntor;Styrränta;1,75
2022-11-14;Riksbankens styrräntor;Styrränta;1,75
2022-11-15;Riksbankens styrräntor;Styrränta;1,75
2022-11-16;Riksbankens styrräntor;Styrränta;1,75
2022-11-17;Riksbankens styrräntor;Styrränta;1,75
2022-11-18;Riksbankens styrräntor;Styrränta;1,75
2022-11-21;Riksbankens styrräntor;Styrränta;1,75
2022-11-22;Riksbankens styrräntor;Styrränta;1,75
2022-11-23;Riksbankens styrräntor;Styrränta;1,75
2022-11-24;Riksbankens styrräntor;Styrränta;1,75
2022-11-25;Riksbankens styrräntor;Styrränta;1,75
2022-11-28;Riksbankens styrräntor;Styrränta;1,75
2022-11-29;Riksbankens styrräntor;Styrränta;1,75
2022-11-30;Riksbankens styrräntor;Styrränta;2,50
2022-12-01;Riksbankens styrräntor;Styrränta;2,50
2022-12-02;Riksbankens styrräntor;Styrränta;2,50
2022-12-05;Riksbankens styrräntor;Styrränta;2,50
2022-12-06;Riksbankens styrräntor;Styrränta;2,50
2022-12-07;Riksbankens styrräntor;Styrränta;2,50
2022-12-08;Riksbankens styrräntor;Styrränta;2,50
2022-12-09;Riksbankens styrräntor;Styrränta;2,50
2022-12-12;Riksbankens styrräntor;Styrränta;2,50
2022-12-13;Riksbankens styrräntor;Styrränta;2,50
2022-12-14;Riksbankens styrräntor;Styrränta;2,50
2022-12-15;Riksbankens styrräntor;Styrränta;2,50
2022-12-16;Riksbankens styrräntor;Styrränta;2,50
2022-12-19;Riksbankens styrräntor;Styrränta;2,50
2022-12-20;Riksbankens styrräntor;Styrränta;2,50
2022-12-21;Riksbankens styrräntor;Styrränta;2,50
2022-12-22;Riksbankens styrräntor;Styrränta;2,50
2022-12-23;Riksbankens styrräntor;Styrränta;2,50
2022-12-27;Riksbankens styrräntor;Styrränta;2,50
2022-12-28;Riksbankens styrräntor;Styrränta;2,50
2022-12-29;Riksbankens styrräntor;Styrränta;2,50
2022-12-30;Riksbankens styrräntor;Styrränta;2,50
2023-01-02;Riksbankens styrräntor;Styrränta;2,50
2023-01-03;Riksbankens styrräntor;Styrränta;2,50
2023-01-04;Riksbankens styrräntor;Styrränta;2,50
2023-01-05;Riksbankens styrräntor;Styrränta;2,50
2023-01-09;Riksbankens styrräntor;Styrränta;2,50
2023-01-10;Riksbankens styrräntor;Styrränta;2,50
2023-01-11;Riksbankens styrräntor;Styrränta;2,50
2023-01-12;Riksbankens styrräntor;Styrränta;2,50
2023-01-13;Riksbankens styrräntor;Styrränta;2,50
2023-01-16;Riksbankens styrräntor;Styrränta;2,50
2023-01-17;Riksbankens styrräntor;Styrränta;2,50
2023-01-18;Riksbankens styrräntor;Styrränta;2,50
2023-01-19;Riksbankens styrräntor;Styrränta;2,50
2023-01-20;Riksbankens styrräntor;Styrränta;2,50
2023-01-23;Riksbankens styrräntor;Styrränta;2,50
2023-01-24;Riksbankens styrräntor;Styrränta;2,50
2023-01-25;Riksbankens styrräntor;Styrränta;2,50
2023-01-26;Riksbankens styrräntor;Styrränta;2,50
2023-01-27;Riksbankens styrräntor;Styrränta;2,50
2023-01-30;Riksbankens styrräntor;Styrränta;2,50
2023-01-31;Riksbankens styrräntor;Styrränta;2,50
2023-02-01;Riksbankens styrräntor;Styrränta;2,50
2023-02-02;Riksbankens styrräntor;Styrränta;2,50
2023-02-03;Riksbankens styrräntor;Styrränta;2,50
2023-02-06;Riksbankens styrräntor;Styrränta;2,50
2023-02-07;Riksbankens styrräntor;Styrränta;2,50
2023-02-08;Riksbankens styrräntor;Styrränta;2,50
2023-02-09;Riksbankens styrräntor;Styrränta;2,50
2023-02-10;Riksbankens styrräntor;Styrränta;2,50
2023-02-13;Riksbankens styrräntor;Styrränta;2,50
2023-02-14;Riksbankens styrräntor;Styrränta;2,50
2023-02-15;Riksbankens styrräntor;Styrränta;3,00
2023-02-16;Riksbankens styrräntor;Styrränta;3,00
2023-02-17;Riksbankens styrräntor;Styrränta;3,00
2023-02-20;Riksbankens styrräntor;Styrränta;3,00
2023-02-21;Riksbankens styrräntor;Styrränta;3,00
2023-02-22;Riksbankens styrräntor;Styrränta;3,00
2023-02-23;Riksbankens styrräntor;Styrränta;3,00
2023-02-24;Riksbankens styrräntor;Styrränta;3,00
2023-02-27;Riksbankens styrräntor;Styrränta;3,00
2023-02-28;Riksbankens styrräntor;Styrränta;3,00
2023-03-01;Riksbankens styrräntor;Styrränta;3,00
2023-03-02;Riksbankens styrräntor;Styrränta;3,00
2023-03-03;Riksbankens styrräntor;Styrränta;3,00
2023-03-06;Riksbankens styrräntor;Styrränta;3,00
2023-03-07;Riksbankens styrräntor;Styrränta;3,00
2023-03-08;Riksbankens styrräntor;Styrränta;3,00
2023-03-09;Riksbankens styrräntor;Styrränta;3,00
2023-03-10;Riksbankens styrräntor;Styrränta;3,00
2023-03-13;Riksbankens styrräntor;Styrränta;3,00
2023-03-14;Riksbankens styrräntor;Styrränta;3,00
2023-03-15;Riksbankens styrräntor;Styrränta;3,00
2023-03-16;Riksbankens styrräntor;Styrränta;3,00
2023-03-17;Riksbankens styrräntor;Styrränta;3,00
2023-03-20;Riksbankens styrräntor;Styrränta;3,00
2023-03-21;Riksbankens styrräntor;Styrränta;3,00
2023-03-22;Riksbankens styrräntor;Styrränta;3,00
2023-03-23;Riksbankens styrräntor;Styrränta;3,00
2023-03-24;Riksbankens styrräntor;Styrränta;3,00
2023-03-27;Riksbankens styrräntor;Styrränta;3,00
2023-03-28;Riksbankens styrräntor;Styrränta;3,00
2023-03-29;Riksbankens styrräntor;Styrränta;3,00
2023-03-30;Riksbankens styrräntor;Styrränta;3,00
2023-03-31;Riksbankens styrräntor;Styrränta;3,00
2023-04-03;Riksbankens styrräntor;Styrränta;3,00
2023-04-04;Riksbankens styrräntor;Styrränta;3,00
2023-04-05;Riksbankens styrräntor;Styrränta;3,00
2023-04-06;Riksbankens styrräntor;Styrränta;3,00
2023-04-11;Riksbankens styrräntor;Styrränta;3,00
2023-04-12;Riksbankens styrräntor;Styrränta;3,00
2023-04-13;Riksbankens styrräntor;Styrränta;3,00
2023-04-14;Riksbankens styrräntor;Styrränta;3,00
2023-04-17;Riksbankens styrräntor;Styrränta;3,00
2023-04-18;Riksbankens styrräntor;Styrränta;3,00
2023-04-19;Riksbankens styrräntor;Styrränta;3,00
2023-04-20;Riksbankens styrräntor;Styrränta;3,00
2023-04-21;Riksbankens styrräntor;Styrränta;3,00
2023-04-24;Riksbankens styrräntor;Styrränta;3,00
2023-04-25;Riksbankens styrräntor;Styrränta;3,00
2023-04-26;Riksbankens styrräntor;Styrränta;3,00
2023-04-27;Riksbankens styrräntor;Styrränta;3,00
2023-04-28;Riksbankens styrräntor;Styrränta;3,00
2023-05-02;Riksbankens styrräntor;Styrränta;3,00
2023-05-03;Riksbankens styrräntor;Styrränta;3,50
2023-05-04;Riksbankens styrräntor;Styrränta;3,50
2023-05-05;Riksbankens styrräntor;Styrränta;3,50
2023-05-08;Riksbankens styrräntor;Styrränta;3,50
2023-05-09;Riksbankens styrräntor;Styrränta;3,50
2023-05-10;Riksbankens styrräntor;Styrränta;3,50
2023-05-11;Riksbankens styrräntor;Styrränta;3,50
2023-05-12;Riksbankens styrräntor;Styrränta;3,50
2023-05-15;Riksbankens styrräntor;Styrränta;3,50
2023-05-16;Riksbankens styrräntor;Styrränta;3,50
2023-05-17;Riksbankens styrräntor;Styrränta;3,50
2023-05-19;Riksbankens styrräntor;Styrränta;3,50
2023-05-22;Riksbankens styrräntor;Styrränta;3,50
2023-05-23;Riksbankens styrräntor;Styrränta;3,50
2023-05-24;Riksbankens styrräntor;Styrränta;3,50
2023-05-25;Riksbankens styrräntor;Styrränta;3,50
2023-05-26;Riksbankens styrräntor;Styrränta;3,50
2023-05-29;Riksbankens styrräntor;Styrränta;3,50
2023-05-30;Riksbankens styrräntor;Styrränta;3,50
2023-05-31;Riksbankens styrräntor;Styrränta;3,50
2023-06-01;Riksbankens styrräntor;Styrränta;3,50
2023-06-02;Riksbankens styrräntor;Styrränta;3,50
2023-06-05;Riksbankens styrräntor;Styrränta;3,50
2023-06-07;Riksbankens styrräntor;Styrränta;3,50
2023-06-08;Riksbankens styrräntor;Styrränta;3,50
2023-06-09;Riksbankens styrräntor;Styrränta;3,50
2023-06-12;Riksbankens styrräntor;Styrränta;3,50
2023-06-13;Riksbankens styrräntor;Styrränta;3,50
2023-06-14;Riksbankens styrräntor;Styrränta;3,50
2023-06-15;Riksbankens styrräntor;Styrränta;3,50
2023-06-16;Riksbankens styrräntor;Styrränta;3,50
2023-06-19;Riksbankens styrräntor;Styrränta;3,50
2023-06-20;Riksbankens styrräntor;Styrränta;3,50
2023-06-21;Riksbankens styrräntor;Styrränta;3,50
2023-06-22;Riksbankens styrräntor;Styrränta;3,50
2023-06-26;Riksbankens styrräntor;Styrränta;3,50
2023-06-27;Riksbankens styrräntor;Styrränta;3,50
2023-06-28;Riksbankens styrräntor;Styrränta;3,50
2023-06-29;Riksbankens styrräntor;Styrränta;3,50
2023-06-30;Riksbankens styrräntor;Styrränta;3,50
2023-07-03;Riksbankens styrräntor;Styrränta;3,50
2023-07-04;Riksbankens styrräntor;Styrränta;3,50
2023-07-05;Riksbankens styrräntor;Styrränta;3,75
2023-07-06;Riksbankens styrräntor;Styrränta;3,75
2023-07-07;Riksbankens styrräntor;Styrränta;3,75
2023-07-10;Riksbankens styrräntor;Styrränta;3,75
2023-07-11;Riksbankens styrräntor;Styrränta;3,75
2023-07-12;Riksbankens styrräntor;Styrränta;3,75
2023-07-13;Riksbankens styrräntor;Styrränta;3,75
2023-07-14;Riksbankens styrräntor;Styrränta;3,75
2023-07-17;Riksbankens styrräntor;Styrränta;3,75
2023-07-18;Riksbankens styrräntor;Styrränta;3,75
2023-07-19;Riksbankens styrräntor;Styrränta;3,75
2023-07-20;Riksbankens styrräntor;Styrränta;3,75
2023-07-21;Riksbankens styrräntor;Styrränta;3,75
2023-07-24;Riksbankens styrräntor;Styrränta;3,75
2023-07-25;Riksbankens styrräntor;Styrränta;3,75
2023-07-26;Riksbankens styrräntor;Styrränta;3,75
2023-07-27;Riksbankens styrräntor;Styrränta;3,75
2023-07-28;Riksbankens styrräntor;Styrränta;3,75
2023-07-31;Riksbankens styrräntor;Styrränta;3,75
2023-08-01;Riksbankens styrräntor;Styrränta;3,75
2023-08-02;Riksbankens styrräntor;Styrränta;3,75
2023-08-03;Riksbankens styrräntor;Styrränta;3,75
2023-08-04;Riksbankens styrräntor;Styrränta;3,75
2023-08-07;Riksbankens styrräntor;Styrränta;3,75
2023-08-08;Riksbankens styrräntor;Styrränta;3,75
2023-08-09;Riksbankens styrräntor;Styrränta;3,75
2023-08-10;Riksbankens styrräntor;Styrränta;3,75
2023-08-11;Riksbankens styrräntor;Styrränta;3,75
2023-08-14;Riksbankens styrräntor;Styrränta;3,75
2023-08-15;Riksbankens styrräntor;Styrränta;3,75
2023-08-16;Riksbankens styrräntor;Styrränta;3,75
2023-08-17;Riksbankens styrräntor;Styrränta;3,75
2023-08-18;Riksbankens styrräntor;Styrränta;3,75
2023-08-21;Riksbankens styrräntor;Styrränta;3,75
2023-08-22;Riksbankens styrräntor;Styrränta;3,75
2023-08-23;Riksbankens styrräntor;Styrränta;3,75
2023-08-24;Riksbankens styrräntor;Styrränta;3,75
2023-08-25;Riksbankens styrräntor;Styrränta;3,75
2023-08-28;Riksbankens styrräntor;Styrränta;3,75
2023-08-29;Riksbankens styrräntor;Styrränta;3,75
2023-08-30;Riksbankens styrräntor;Styrränta;3,75
2023-08-31;Riksbankens styrräntor;Styrränta;3,75
2023-09-01;Riksbankens styrräntor;Styrränta;3,75
2023-09-04;Riksbankens styrräntor;Styrränta;3,75
2023-09-05;Riksbankens styrräntor;Styrränta;3,75
2023-09-06;Riksbankens styrräntor;Styrränta;3,75
2023-09-07;Riksbankens styrräntor;Styrränta;3,75
2023-09-08;Riksbankens styrräntor;Styrränta;3,75
2023-09-11;Riksbankens styrräntor;Styrränta;3,75
2023-09-12;Riksbankens styrräntor;Styrränta;3,75
2023-09-13;Riksbankens styrräntor;Styrränta;3,75
2023-09-14;Riksbankens styrräntor;Styrränta;3,75
2023-09-15;Riksbankens styrräntor;Styrränta;3,75
2023-09-18;Riksbankens styrräntor;Styrränta;3,75
2023-09-19;Riksbankens styrräntor;Styrränta;3,75
2023-09-20;Riksbankens styrräntor;Styrränta;3,75
2023-09-21;Riksbankens styrräntor;Styrränta;3,75
2023-09-22;Riksbankens styrräntor;Styrränta;3,75
2023-09-25;Riksbankens styrräntor;Styrränta;3,75
2023-09-26;Riksbankens styrräntor;Styrränta;3,75
2023-09-27;Riksbankens styrräntor;Styrränta;4,00
2023-09-28;Riksbankens styrräntor;Styrränta;4,00
2023-09-29;Riksbankens styrräntor;Styrränta;4,00
2023-10-02;Riksbankens styrräntor;Styrränta;4,00
2023-10-03;Riksbankens styrräntor;Styrränta;4,00
2023-10-04;Riksbankens styrräntor;Styrränta;4,00
2023-10-05;Riksbankens styrräntor;Styrränta;4,00
2023-10-06;Riksbankens styrräntor;Styrränta;4,00
2023-10-09;Riksbankens styrräntor;Styrränta;4,00
2023-10-10;Riksbankens styrräntor;Styrränta;4,00
2023-10-11;Riksbankens styrräntor;Styrränta;4,00
2023-10-12;Riksbankens styrräntor;Styrränta;4,00
2023-10-13;Riksbankens styrräntor;Styrränta;4,00
2023-10-16;Riksbankens styrräntor;Styrränta;4,00
2023-10-17;Riksbankens styrräntor;Styrränta;4,00
2023-10-18;Riksbankens styrräntor;Styrränta;4,00
2023-10-19;Riksbankens styrräntor;Styrränta;4,00
2023-10-20;Riksbankens styrräntor;Styrränta;4,00
2023-10-23;Riksbankens styrräntor;Styrränta;4,00
2023-10-24;Riksbankens styrräntor;Styrränta;4,00
2023-10-25;Riksbankens styrräntor;Styrränta;4,00
2023-10-26;Riksbankens styrräntor;Styrränta;4,00
2023-10-27;Riksbankens styrräntor;Styrränta;4,00
2023-10-30;Riksbankens styrräntor;Styrränta;4,00
2023-10-31;Riksbankens styrräntor;Styrränta;4,00
2023-11-01;Riksbankens styrräntor;Styrränta;4,00
2023-11-02;Riksbankens styrräntor;Styrränta;4,00
2023-11-03;Riksbankens styrräntor;Styrränta;4,00
2023-11-06;Riksbankens styrräntor;Styrränta;4,00
2023-11-07;Riksbankens styrräntor;Styrränta;4,00
2023-11-08;Riksbankens styrräntor;Styrränta;4,00
2023-11-09;Riksbankens styrräntor;Styrränta;4,00
2023-11-10;Riksbankens styrräntor;Styrränta;4,00
2023-11-13;Riksbankens styrräntor;Styrränta;4,00
2023-11-14;Riksbankens styrräntor;Styrränta;4,00
2023-11-15;Riksbankens styrräntor;Styrränta;4,00
2023-11-16;Riksbankens styrräntor;Styrränta;4,00
2023-11-17;Riksbankens styrräntor;Styrränta;4,00
2023-11-20;Riksbankens styrräntor;Styrränta;4,00
2023-11-21;Riksbankens styrräntor;Styrränta;4,00
2023-11-22;Riksbankens styrräntor;Styrränta;4,00
2023-11-23;Riksbankens styrräntor;Styrränta;4,00
2023-11-24;Riksbankens styrräntor;Styrränta;4,00
2023-11-27;Riksbankens styrräntor;Styrränta;4,00
2023-11-28;Riksbankens styrräntor;Styrränta;4,00
2023-11-29;Riksbankens styrräntor;Styrränta;4,00
2023-11-30;Riksbankens styrräntor;Styrränta;4,00
2023-12-01;Riksbankens styrräntor;Styrränta;4,00
2023-12-04;Riksbankens styrräntor;Styrränta;4,00
2023-12-05;Riksbankens styrräntor;Styrränta;4,00
2023-12-06;Riksbankens styrräntor;Styrränta;4,00
2023-12-07;Riksbankens styrräntor;Styrränta;4,00
2023-12-08;Riksbankens styrräntor;Styrränta;4,00
2023-12-11;Riksbankens styrräntor;Styrränta;4,00
2023-12-12;Riksbankens styrräntor;Styrränta;4,00
2023-12-13;Riksbankens styrräntor;Styrränta;4,00
2023-12-14;Riksbankens styrräntor;Styrränta;4,00
2023-12-15;Riksbankens styrräntor;Styrränta;4,00
2023-12-18;Riksbankens styrräntor;Styrränta;4,00
2023-12-19;Riksbankens styrräntor;Styrränta;4,00
2023-12-20;Riksbankens styrräntor;Styrränta;4,00
2023-12-21;Riksbankens styrräntor;Styrränta;4,00
2023-12-22;Riksbankens styrräntor;Styrränta;4,00
2023-12-27;Riksbankens styrräntor;Styrränta;4,00
2023-12-28;Riksbankens styrräntor;Styrränta;4,00
2023-12-29;Riksbankens styrräntor;Styrränta;4,00
2024-01-02;Riksbankens styrräntor;Styrränta;4,00
2024-01-03;Riksbankens styrräntor;Styrränta;4,00
2024-01-04;Riksbankens styrräntor;Styrränta;4,00
2024-01-05;Riksbankens styrräntor;Styrränta;4,00
2024-01-08;Riksbankens styrräntor;Styrränta;4,00
2024-01-09;Riksbankens styrräntor;Styrränta;4,00
2024-01-10;Riksbankens styrräntor;Styrränta;4,00
2024-01-11;Riksbankens styrräntor;Styrränta;4,00
2024-01-12;Riksbankens styrräntor;Styrränta;4,00
2024-01-15;Riksbankens styrräntor;Styrränta;4,00
2024-01-16;Riksbankens styrräntor;Styrränta;4,00
2024-01-17;Riksbankens styrräntor;Styrränta;4,00
2024-01-18;Riksbankens styrräntor;Styrränta;4,00
2024-01-19;Riksbankens styrräntor;Styrränta;4,00
2024-01-22;Riksbankens styrräntor;Styrränta;4,00
2024-01-23;Riksbankens styrräntor;Styrränta;4,00
2024-01-24;Riksbankens styrräntor;Styrränta;4,00
2024-01-25;Riksbankens styrräntor;Styrränta;4,00
2024-01-26;Riksbankens styrräntor;Styrränta;4,00
2024-01-29;Riksbankens styrräntor;Styrränta;4,00
2024-01-30;Riksbankens styrräntor;Styrränta;4,00
2024-01-31;Riksbankens styrräntor;Styrränta;4,00
2024-02-01;Riksbankens styrräntor;Styrränta;4,00
2024-02-02;Riksbankens styrräntor;Styrränta;4,00
2024-02-05;Riksbankens styrräntor;Styrränta;4,00
2024-02-06;Riksbankens styrräntor;Styrränta;4,00
2024-02-07;Riksbankens styrräntor;Styrränta;4,00
