exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
Tegelbruksvägen 14,,42.0,2.0,4149,,"Midsommarkransen, Stockholms kommun",False,False,3225000,+17 %,76786
"Torsgatan 77, Vindsetage",,,2.0,3497,,"Vasastan Rödabergen, Stockholms kommun",True,False,6100000,+2 %,119608
"Sågargatan 17, 1 tr",,22.0,1.0,1840,,"Södermalm - Sofia, Stockholms kommun",True,False,2750000,+20 %,125000
"Tegeluddsvägen 30, 3tr",,39.0,2.0,2859,,"Östermalm - Gärdet, Stockholms kommun",True,True,3420000,+4 %,87692
"Alströmergatan 32L, ög",,35.0,1.5,2081,,"Kungsholmen, Stockholms kommun",False,False,3300000,+3 %,94286
Pollargatan 22,,99.0,4.0,6728,,"Hammarby Sjöstad, Stockholms kommun",True,False,7700000,+7 %,77778
Holländargatan 26A,,85.0,4.0,4162,,"Vasastan, Stockholms kommun",True,True,10550000,-6 %,124118
"Fridhemsgatan 12, 3 tr",,44.0,2.0,2496,,"Kungsholmen Nedre, Stockholms kommun",True,False,4750000,+19 %,107955
Klippgatan 14H,,36.0,2.0,2026,,"Södermalm Sofia, Stockholms kommun",False,False,3400000,+5 %,94444
Ringvägen 60,,48.0,2.0,4127,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,4070000,+6 %,84792
"Valhallavägen 134, 6 tr",,,4.0,5115,,"Östermalm, Stockholms kommun",True,True,16000000,±0 %,179775
Fruängsgatan 39,,109.0,3.0,5280,,"Fruängen, Stockholms kommun",True,True,6350000,+6 %,58257
Frejgatan 36A,,39.0,2.0,2830,,"Vasastan, Stockholms kommun",True,True,4500000,+5 %,115385
Nicandervägen 7,,43.0,2.0,2536,,"Kungsholmen - Thorildsplan, Stockholms kommun",False,False,3420000,+7 %,79535
Olof skötkonungs väg 10,,49.0,2.0,3093,,"Aspudden, Stockholms kommun",False,False,4800000,+13 %,97959
"Ågesta broväg 64, 2tr",,58.0,2.0,3925,,"Farsta, Stockholms kommun",True,True,2700000,+18 %,46552
Fatburs Kvarngata 24,,76.0,3.5,5583,,"Södermalm, Stockholms kommun",True,True,5950000,+8 %,78289
Fleminggatan 89,,28.0,1.0,1078,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,False,3240000,+16 %,115714
"Torsgatan 41, 5 tr",,38.0,2.0,1507,,"Vasastan, Stockholms kommun",True,False,4465000,+12 %,117500
Täppgränd 79,,104.0,5.0,5329,,"Enskede - Enskededalen, Stockholms kommun",False,True,4750000,+6 %,45673
"Bäckvägen 108, 3/3 tr",,48.0,2.0,3635,,"Hägerstensåsen, Stockholms kommun",False,True,2900000,+16 %,60417
Galonvägen 44,,41.0,2.0,2667,,"Riksby, Stockholms kommun",False,True,2800000,+10 %,68293
Edagränd 12,,53.0,2.0,3908,,"Farsta, Stockholms kommun",True,False,2250000,+25 %,42453
Lundagatan 48B,,51.0,2.0,2791,,"Södermalm, Stockholms kommun",False,False,4752000,+4 %,93176
"Klockelundsvägen 10, takterrass",,63.0,3.0,4094,,"Farsta, Stockholms kommun",True,True,3900000,-1 %,61905
Erik Dahlbergsgatan 52,,37.0,2.0,2220,,"Gärdet/Östermalm, Stockholms kommun",True,True,4150000,+4 %,112162
Tunnelgatan 1A,,77.0,3.0,3537,,"Norrmalm/City, Stockholms kommun",True,False,8000000,+1 %,103896
Hundlokegränd 28,,48.0,2.0,4273,,"Hässelby, Stockholms kommun",True,False,1725000,±0 %,35938
Heimdalsgatan 7,,79.0,3.0,3502,,"Vasastan, Stockholms kommun",True,False,9300000,+9 %,117722
Nybrogatan 66 Ög,,33.0,1.0,1713,,"Östermalm, Stockholms kommun",True,True,4475000,+13 %,135606
Jakobsdalsvägen 14,,99.0,5.0,5636,,"Örnsberg, Stockholms kommun",True,True,7600000,+12 %,76768
"Hornsgatan 55A, ÖG, 2tr",,53.0,2.0,2303,,"Södermalm - Mariatorget, Stockholms kommun",False,True,5925000,+19 %,111792
Creutzgatan 13,,71.0,3.0,4534,,"Kungsholmen, Stockholms kommun",False,False,6650000,+2 %,93662
"Birkagatan 21A, 4 tr",,66.0,2.0,2619,,"Vasastan - Birkastan, Stockholms kommun",False,True,7875000,+1 %,119318
Tengdahlsgatan 42,,72.0,3.0,5458,,"Sofia, Stockholms kommun",True,True,6500000,+6 %,90278
"Flintbacken 10, 10 tr",,75.0,3.0,4299,,"Södermalm - Tanto, Stockholms kommun",False,False,7150000,+10 %,95333
Bondegatan 3B,,25.0,1.0,2052,,"Katarina, Stockholms kommun",True,False,2910000,+22 %,116400
Karlavägen 15 A,,118.0,4.0,5784,,"Östermalm, Stockholms kommun",True,True,17800000,+12 %,150847
"Gubbkärrsvägen 29H, 3 tr.",,78.0,3.0,6821,,"Bromma / Nockebyhov, Stockholms kommun",True,True,2930000,-2 %,37564
Odengatan 21,,90.0,3.0,2327,,"Östermalm, Stockholms kommun",True,True,12420000,+5 %,138000
"Larsbodavägen 59, 6tr",,79.0,3.0,5277,,"Farsta - Centrum, Stockholms kommun",True,True,2700000,+4 %,34177
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Alpvägen 16,,76.0,3.0,5366,,"Mariehäll, Stockholms kommun",True,True,3895000,±0 %,51250
Svandammsvägen 39,,52.0,2.0,4355,,"Midsommarkransen, Stockholms kommun",True,False,3350000,-4 %,64423
Masugnsvägen 68,,110.0,4.0,7155,,"Mariehäll, Stockholms kommun",True,True,6295000,±0 %,57227
Tjärhovsgatan 5,,54.0,2.0,1411,,"Södermalm, Stockholms kommun",True,False,5700000,+14 %,105556
"Regeringsgatan 70C, 2tr",,103.0,5.0,4030,,"Norrmalm - City, Stockholms kommun",True,True,11200000,±0 %,108738
Paternostervägen 38,,59.0,3.0,3994,,"Hammarbyhöjden, Stockholms kommun",False,True,3575000,+5 %,60593
Vikingagatan 3,,25.0,1.0,1777,,"Birkastan, Stockholms kommun",False,False,3310000,+11 %,132400
"Skeppargatan 102, 2 tr",,37.0,2.0,2594,,"Gärdet/Östermalm, Stockholms kommun",True,False,4075000,+5 %,110135
Kabelverksgatan 32 3tr,,95.0,4.0,5970,,"Älvsjö - Älvsjöstaden, Stockholms kommun",True,True,5650000,+9 %,59474
"Idungatan 1B, 3,5 TR",,32.0,2.0,1991,,"Vasastan, Stockholms kommun",True,True,3800000,+9 %,118750
"Karlbergsvägen 11, 2 tr",,112.0,4.0,5772,,"Vasastan Odenplan, Stockholms kommun",True,True,14150000,+13 %,126339
Tosterövägen 13,,43.0,1.5,2797,,"Örby Slott/Älvsjö, Stockholms kommun",False,True,2200000,±0 %,51163
Skolgränd 1,,42.0,2.0,2429,,"Södermalm, Stockholms kommun",False,False,4580000,+15 %,109048
Astrakangatan 84,,73.0,3.0,5690,,"Hässelby Gård, Stockholms kommun",True,False,2080000,-5 %,28493
"Västmannagatan 14, 4 tr",,72.0,3.0,1467,,"Vasastan - Norrmalm, Stockholms kommun",True,False,8800000,-2 %,122222
"Rådmansgatan 43, 4tr",,91.0,3.0,2657,,"Vasastan, Stockholms kommun",True,True,11560000,+5 %,127033
"Jarl Kulles gata 1, 4tr",,63.0,2.0,3958,,"Aspudden/Örnsberg, Stockholms kommun",True,True,4670000,+9 %,74127
Pär Lagerkvists gata 2,,63.0,2.0,3123,,"Västra Kungsholmen  - Hornsbergs strand, Stockholms kommun",True,False,4750000,+1 %,75397
Eriksdalsgatan 32,,,2.0,3158,,"Södermalm, Stockholms kommun",False,True,6160000,+12 %,110991
"Långbrokungens väg 6, 2 tr",,84.0,4.0,5135,,"Älvsjö/långbro Park, Stockholms kommun",True,True,5800000,+16 %,69048
"Roslagsgatan 36A, 1tr, ög.",,60.0,3.0,2451,,"Vasastan, Stockholms kommun",False,True,7400000,+6 %,123333
Fridhemsplan 29,,26.0,2.0,2340,,"Fridhemsplan, Stockholms kommun",False,False,2700000,+4 %,103846
Västmannagatan 17A,,23.0,1.0,897,,"Vasastan, Stockholms kommun",False,False,2810000,+4 %,122174
Pär Lagerkvists gata 6,,71.0,3.0,3376,,"Hornbergs Strand, Stockholms kommun",True,False,6725000,+27 %,94718
"Drottningholmsvägen 64, 7tr",,84.5,3.0,4185,,"Kungsholmen, Stockholms kommun",True,True,7800000,+12 %,92308
Konstgjutarvägen 6,,35.0,1.0,1601,,"Johanneshov, Stockholms kommun",False,True,2660000,+11 %,76000
"Pontonjärgatan 45A, 4tr",,36.0,1.0,2628,,"Kungsholmen, Stockholms kommun",False,True,3945000,+20 %,109583
Fridhemsgatan 29C,,38.0,1.0,2704,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,True,4200000,+8 %,110526
Torsten Alms Gata 29,,38.0,1.0,3785,,"Aspudden, Stockholms kommun",False,False,2360000,+13 %,62105
"Eknäsvägen 1, 2 tr",,55.0,2.0,3371,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,4330000,+5 %,78727
Oktobergatan 4B,,48.0,1.0,3070,,"Gamla Midsommarkransen, Stockholms kommun",False,False,4000000,+34 %,83333
Odengatan 30,,94.0,4.0,1886,,"Vasastan, Stockholms kommun",True,False,10700000,+2 %,113830
"Luntmakargatan 78, 1tr",,88.0,3.0,3870,,"Vasastan, Stockholms kommun",True,False,9720000,+8 %,110455
Atlasgatan 6,,103.0,4.0,3898,,"Vasastan / Atlas, Stockholms kommun",False,False,11250000,+2 %,109223
"Rådmansgatan 76C, 1 tr",,78.0,3.0,975,,"Vasastan, Stockholms kommun",True,True,9800000,+9 %,125641
"Bergsrådsvägen 46, 3tr",,54.0,2.0,3795,,"Bagarmossen, Stockholms kommun",False,True,3375000,+27 %,62500
"Artillerigatan 70A, 5 tr",,77.5,3.0,4676,,"Nedre Gärdet, Stockholms kommun",True,True,7800000,+3 %,100645
"Tomtebogatan 8, 4tr",,101.0,4.0,4562,,"Vasastan, Stockholms kommun",True,True,13100000,+5 %,129703
Stjärnsundsgatan 19,,88.5,4.0,5348,,"Ormkärr/Hagsätra, Stockholms kommun",False,True,2850000,+9 %,32203
"Majorsgatan 6, 4 tr",,27.0,1.0,228,,"Östermalm, Stockholms kommun",True,True,5000000,+35 %,185185
"Strindbergsgatan 38, 5 tr",,77.5,3.0,4676,,"Nedre Gärdet, Stockholms kommun",True,True,8700000,+9 %,112258
"Ola Hanssonsgatan 7, vån 2/3",,26.0,1.0,1950,,"Kungsholmen - Kristineberg, Stockholms kommun",False,True,2840000,+15 %,109231
Skaraborgsgatan 7,,37.0,2.0,2717,,"Södermalm, Stockholms kommun",True,False,3725000,+31 %,100676
"Högalidsgatan 38C, 3 tr",,20.5,1.0,1154,,"Södermalm - Maria Högalid, Stockholms kommun",False,True,2650000,+15 %,129268
Torsgatan 25,,32.0,1.0,1624,,"Vasastan, Stockholms kommun",True,True,4150000,+1 %,129688
Döbelnsgatan 55,,,2.0,1988,,"Vasastan, Stockholms kommun",True,True,8350000,+4 %,151818
Ernst Ahlgrens väg 2,,46.5,2.0,3016,,"Kungsholmen - Fredhäll, Stockholms kommun",False,True,4300000,+1 %,92473
Torsgatan 52,,72.0,2.0,3364,,"Vasastan, Stockholms kommun",True,False,6495000,±0 %,90208
Badstrandsvägen 27,,43.0,2.5,2610,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,False,2975000,-1 %,69186
Blekholmsterrassen 7,,74.0,3.0,5878,,"Norrmalm/City, Stockholms kommun",True,True,6000000,+9 %,81081
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Kyrkogårdsvägen 55,,40.0,1.0,3141,,"Enskede, Stockholms kommun",False,False,2500000,±0 %,62500
Igeldammsgatan 34,,37.0,1.0,2670,,"Kungsholmen, Stockholms kommun",True,False,3570000,+5 %,96486
"Sandfjärdsgatan 12, Vån 12 & 13",,109.0,5.0,7573,,"Årsta, Stockholms kommun",True,True,5500000,+11 %,50459
Rosterigränd 3,,57.0,2.0,4052,,"Liljeholmen, Stockholms kommun",True,True,4400000,+5 %,77193
"Sjöviksvägen 76, 6 tr",,41.0,2.0,3355,,"Liljeholmskajen, Stockholms kommun",True,True,3630000,+14 %,88537
Sjöbjörnsvägen 10,,27.0,1.0,1869,,"Gröndal, Stockholms kommun",False,True,2775000,+21 %,102778
Heleneborgsgatan 48,,60.0,3.0,2756,,"Södermalm Högalid, Stockholms kommun",True,True,6100000,+3 %,101667
Ringvägen 131B,,33.0,1.0,1640,,"Södermalm Katarina, Stockholms kommun",False,True,3560000,+13 %,107879
Lilla Västerbron 20,,65.5,2.0,3941,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,True,6300000,+15 %,96183
Karlbergsvägen 37B,,37.0,2.0,860,,"Vasastan, Stockholms kommun",True,False,5000000,+2 %,135135
"Katrinebergsbacken 18, 3 tr",,97.0,4.0,5987,,"Liljeholmen, Stockholms kommun",True,True,6700000,-1 %,69072
Styrmansgatan 55,,65.0,2.0,3958,,"Östermalm, Stockholms kommun",True,True,10000000,+18 %,153846
"Igeldammsgatan 38, 2 tr",,35.0,2.0,2807,,"Kungsholmen, Stockholms kommun",True,False,3400000,+3 %,97143
"Kungsholms Strand 179, 6tr",,67.0,3.0,3884,,"Kungsholmen, Stockholms kommun",True,True,9350000,+31 %,139552
Odengatan 16a,,51.0,2.0,1525,,"Östermalm/Vasastan, Stockholms kommun",True,False,6200000,-1 %,121569
Metargatan 9,,35.5,2.0,2834,,"Södermalm, Stockholms kommun",True,False,3625000,+21 %,102113
Bokbindarvägen 53,,55.0,2.0,3805,,"Hägerstensåsen, Stockholms kommun",True,True,3750000,+4 %,68182
"Vanadisvägen 32, 1 tr",,80.0,3.5,3682,,"Vasastan, Stockholms kommun",True,False,8600000,+12 %,107500
"Östhammarsgatan 72A, 6tr",,52.0,2.0,3504,,"Östermalm - Gärdet, Stockholms kommun",True,True,5700000,±0 %,109615
"Alströmergatan 25, 4 tr",,74.5,3.0,3036,,"Kungsholmen, Stockholms kommun",True,True,8210000,+10 %,110201
Rosenlundsgatan 20,,31.0,1.5,1746,,"Mariatorget, Stockholms kommun",True,False,3575000,+21 %,115323
Baltzar von Platens Gata 4,,43.0,2.0,2402,,"Kungsholmen /Norr Mälarstrand, Stockholms kommun",True,True,5250000,+6 %,122093
"Heleneborgsgatan 48, vind",,66.2,3.0,3124,,"Hornstull, Stockholms kommun",True,False,8125000,+18 %,122734
"Heleneborgsgatan 15 B, 4tr",,69.0,3.0,4404,,"Högalid, Stockholms kommun",True,True,8750000,+30 %,126812
Hornsbruksgatan 13,,75.0,3.0,4399,,"Hornstull, Stockholms kommun",True,True,8020000,+32 %,106933
Vattenledningsvägen 51,,47.0,2.0,4057,,"Midsommarkransen/Hägersten, Stockholms kommun",False,False,3675000,+5 %,78191
Ruddammsbacken 28,,42.0,3.0,3022,,"Östermalm/Vasastan, Stockholms kommun",True,False,4200000,+8 %,100000
Vattenledningsvägen 46H,,94.0,4.0,5374,,"Midsommarkransen, Stockholms kommun",False,False,10540000,+32 %,112128
"Kungsklippan 14, 5tr",,42.5,2.0,4520,,"Kungsholmen/ Nedre Kungsholmen, Stockholms kommun",True,True,4600000,+2 %,108235
Hökens gata 8B,,52.0,2.0,4119,,"Södermalm - Mosebacke, Stockholms kommun",False,True,7000000,+20 %,134615
"Eklångsvägen 27, 2tr",,42.7,2.0,3350,,"Årsta, Stockholms kommun",False,True,2730000,+9 %,63934
"Lidnersgatan 4, Vån 5",,39.5,2.0,3536,,"Kungsholmen, Stockholms kommun",True,True,3800000,+19 %,96203
"Annedalsvägen 42, 80 kvm uteplats!",,95.0,4.0,5242,,"Bromma / Annedal, Stockholms kommun",True,False,6100000,+16 %,64211
Rörstrandsgatan 33B,,25.0,1.0,784,,"Vasastan, Stockholms kommun",True,False,3100000,+9 %,124000
"Brantingsgatan 18, 1 tr",,44.0,2.0,3391,,"Gärdet, Stockholms kommun",True,True,4850000,+21 %,110227
"Tussmötevägen 300, 1 tr",,92.5,4.0,5835,,"Gamla Östberga - Stureby, Stockholms kommun",True,True,4100000,+4 %,44324
Tunnlandsvägen 87,,91.5,4.0,4999,,"Bromma - Åkeslund, Stockholms kommun",True,True,7000000,+23 %,76503
Tallkrogsvägen 14B,,,3.5,4964,,"Enskede, Stockholms kommun",False,False,4700000,+3 %,75806
"Tegnérgatan 55 C, 4tr",,24.0,1.0,2092,,"Vasastan/Norrmalm, Stockholms kommun",True,False,3000000,+7 %,125000
Båstadsvägen 19,,68.0,3.0,4946,,"Björkhagen, Stockholms kommun",True,False,5320000,+18 %,78235
Sandfjärdsgatan 17,,40.0,1.5,2673,,"Årsta, Stockholms kommun",False,False,2195000,±0 %,54875
Östgötagatan 40,,35.0,1.0,1509,,"Södermalm, Stockholms kommun",True,False,3700000,+16 %,105714
Malmköpingsvägen 47,,34.0,1.0,2926,,"Älvsjö-Örby, Stockholms kommun",False,False,1600000,+15 %,47059
"Drakenbergsgatan 23, 6 tr",,92.0,4.0,4417,,"Södermalm / Tanto, Stockholms kommun",True,True,8500000,+7 %,92391
Grönviksvägen 189,,162.0,7.0,6006,,"Bromma Nockeby, Stockholms kommun",False,True,12500000,±0 %,77160
Tegnérgatan 48,,95.0,4.0,4493,,"Vasastan Norrmalm, Stockholms kommun",True,False,9375000,+5 %,98684
Lundagatan 38B,,40.5,2.0,2062,,"Södermalm Högalid, Stockholms kommun",True,False,4150000,+8 %,102469
"Eklångsvägen 7, 3 tr",,54.2,3.0,4246,,"Årsta, Stockholms kommun",False,True,3300000,+7 %,60886
Skinnarviksringen 3,,49.0,2.0,2737,,"Södermalm Högalid, Stockholms kommun",False,False,4430000,+4 %,90408
Vattenledningsvägen 61,,48.0,2.0,4415,,"Midsommarkransen, Stockholms kommun",False,False,3650000,+4 %,76042
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Tengdahlsgatan 44, 4 tr",,69.0,3.0,5312,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,6340000,+12 %,91884
Fridhemsgatan 10A,,42.0,2.0,2750,,"Kungsholmen, Stockholms kommun",True,False,4075000,+2 %,97024
"Högbergsbacken 1, 4 av 4 tr",,51.0,2.0,3897,,"Södermalm- Mariatorget, Stockholms kommun",True,True,5900000,+23 %,115686
"Tavelsjövägen 25, 5tr",,63.0,3.0,4229,,"Årsta, Stockholms kommun",True,True,4930000,+10 %,78254
"Katarina västra kyrkogata 4C, 4/4tr",,48.0,2.0,3766,,"Södermalm - Mosebacke, Stockholms kommun",False,True,6950000,+21 %,144792
Folkungagatan 65,,32.0,1.0,1777,,"Södermalm, Stockholms kommun",True,True,3200000,+3 %,100000
Bastuhagsvägen 59,,47.5,2.0,3082,,"Stureby, Stockholms kommun",True,True,2930000,+9 %,61684
Bårdgränd 12,,28.0,1.0,1431,,"Bromma - Åkeshov, Stockholms kommun",False,False,2175000,+9 %,77679
Torsten Alms gata 29,,61.0,2.0,5300,,"Aspudden, Stockholms kommun",False,True,4200000,+9 %,68852
Riddargatan 28B,,52.0,2.0,3093,,"Östermalm, Stockholms kommun",True,True,8000000,+7 %,153846
"Brännkyrkagatan 36, 5 tr",,72.0,3.0,3351,,"Södermalm / Mariaberget / Mariatorget, Stockholms kommun",True,True,7200000,+12 %,100000
Furusundsgatan 15,,26.0,1.0,1593,,"Östermalm / Gärdet, Stockholms kommun",True,False,2700000,+8 %,103846
Hägerstensvägen 120,,34.0,2.0,2361,,"Aspudden, Stockholms kommun",True,False,3500000,+17 %,102941
Lidnersgatan 10A,,33.0,1.0,2680,,"Kungsholmen, Stockholms kommun",True,False,2735000,-2 %,82879
Kalmgatan 37,,109.0,4.0,6255,,"Hammarbyhöjden, Stockholms kommun",False,False,7650000,-3 %,70183
Holbergsgatan 131,,59.0,2.0,4451,,"Bromma - Blackeberg, Stockholms kommun",False,True,2600000,+4 %,44068
Storsjövägen 42,,54.0,3.0,3855,,"Årsta, Stockholms kommun",False,True,2895000,±0 %,53611
"Skogvaktargatan 3, 1tr",,97.0,4.0,3851,,"Hjorthagen, Stockholms kommun",False,True,9100000,+14 %,93814
"Anders Reimers Väg 4, 3-4tr",,,3.0,3787,,"Södermalm - Reimersholme, Stockholms kommun",False,True,6200000,+18 %,121569
Kavelbrovägen 2,,80.0,3.0,5748,,"Långbro Park, Stockholms kommun",True,True,5375000,+12 %,67188
"Dalagatan 39B, 2 tr",,28.0,1.0,1433,,"Vasastan Odenplan, Stockholms kommun",True,True,3550000,+13 %,126786
"Rörstrandsgatan 15, 5tr",,28.0,1.0,1678,,"Vasastan, Stockholms kommun",True,False,3550000,+19 %,126786
Slipgatan 2,,38.0,2.0,2828,,"Södermalm, Stockholms kommun",True,True,4000000,+11 %,105263
"Virkesvägen  9C, 4 tr",,80.0,3.0,4590,,"Hammarby Sjöstad, Stockholms kommun",True,True,6340000,+6 %,79250
"Ringvägen 54, 4 tr",,51.0,2.0,3156,,"Södermalm, Stockholms kommun",True,True,4025000,+9 %,78922
"Lofotengatan 20, 2tr",,76.0,3.0,6469,,"Husby, Stockholms kommun",True,True,1570000,-13 %,20658
"Russinvägen 3, 3 tr",,32.0,1.0,3218,,"Hökarängen, Stockholms kommun",True,True,2475000,+31 %,77344
Kristinebergs Slottsväg 3,,98.0,4.0,6138,,"Västra Kungsholmen-Kristineberg, Stockholms kommun",True,True,8560000,+7 %,87347
Stavangergatan 4,,41.0,2.0,3236,,"Kista, Stockholms kommun",True,True,1280000,-1 %,31220
Vingårdsgatan 6,,65.0,2.0,3530,,"Liljeholmskajen, Stockholms kommun",True,True,4995000,±0 %,76846
"Vitalisvägen 11, vån 2",,26.5,1.0,1866,,"Kungsholmen-Fredhäll, Stockholms kommun",False,False,2785000,+12 %,105094
Annebodavägen 62,,79.5,3.0,6016,,"Örby Slott/liseberg/älvsjö, Stockholms kommun",False,True,2600000,+4 %,32704
Sandfjärdsgatan 33,,59.5,2.0,4040,,"Årsta, Stockholms kommun",True,True,3000000,+7 %,50420
Alfons Åbergs gata 5,,84.0,3.0,5429,,"Annedal, Stockholms kommun",True,True,4380000,+2 %,52143
"Warfvinges väg 15, 5tr",,49.0,2.5,2567,,"Kungsholmen - Hornsbergs strand, Stockholms kommun",True,True,4400000,+10 %,89796
Franzéngatan 75,,91.5,4.0,5172,,"Västra Kungsholmen - Hornsbergs strand, Stockholms kommun",True,True,8550000,+7 %,93443
Birger Jarlsgatan 115 A,,54.0,2.0,3147,,"Stockholm, Stockholms kommun",True,True,6400000,+7 %,118519
Odengatan 24,,82.0,2.0,1101,,"Vasastan, Stockholms kommun",False,False,9800000,±0 %,119512
Essingetorget 44,,38.0,1.5,2251,,"Kungsholmen -Stora Essingen, Stockholms kommun",False,True,2935000,+1 %,77237
Gotlandsgatan 60,,28.0,1.0,1643,,"Södermalm, Stockholms kommun",True,False,3020000,+12 %,107857
"Bergsundsgatan 12, 3 tr / -1 tr",,35.2,1.0,1948,,"Södermalm - Hornstull, Stockholms kommun",True,True,3700000,+24 %,105114
"Dalagatan 26, 2 tr",,65.0,3.0,3420,,"Vasastan, Stockholms kommun",True,True,9075000,+11 %,139615
Primusgatan 82,,50.5,2.0,3663,,"Lilla Essingen, Stockholms kommun",True,True,3695000,±0 %,73168
Nynäsvägen 375B,,70.0,3.0,5380,,"Gamla Enskede, Stockholms kommun",False,True,3850000,+1 %,55000
"Sandelsgatan 18, 5tr",,55.0,3.0,2672,,"Östermalm / Gärdet, Stockholms kommun",True,True,7400000,+23 %,134545
Ellen Keys gata 97,,64.0,3.0,3864,,"Fruängen, Stockholms kommun",False,True,3550000,+8 %,55469
"Medevigatan 8, 1tr",,50.0,2.0,3540,,"Vasastan - Vasaparken, Stockholms kommun",True,False,4800000,-1 %,96000
Bjurholmsgatan 37,,38.0,1.0,2239,,"Stockholm – Södermalm, Katarina Församling, Stockholms kommun",True,False,3500000,+17 %,92105
"Möregatan 7, 4 tr",,30.0,2.0,2111,,"Södermalm, Stockholms kommun",True,True,3500000,+21 %,116667
"Torsgatan 54, 109+16 kvm",,,4.5,4268,,"Vasastan, Stockholms kommun",True,False,14500000,-3 %,133028
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Sicklingsvägen 13,,68.0,3.0,3848,,"Enskede - Gubbängen, Stockholms kommun",False,True,4050000,+10 %,59559
"Storängsgatan 17, 4tr",,79.0,3.0,4499,,"Norra Djurgårdsstaden, Stockholms kommun",True,True,7495000,±0 %,94873
Erik Dahlbergsgatan 37,,82.0,3.0,4206,,"Gärdet, Stockholms kommun",True,True,10000000,+5 %,121951
"Farsta strandplan 5, BV",,58.0,2.0,4317,,"Farsta, Stockholms kommun",False,False,2000000,±0 %,34483
"Teknologgatan 5, 3tr",,72.0,3.0,2057,,"Vasastan, Stockholms kommun",True,True,9920000,+8 %,137778
Artillerigatan 78,,65.0,2.0,2288,,"Gärdet, Stockholms kommun",True,True,7800000,+6 %,120000
Vårbergsvägen 185,,122.0,5.0,6607,,"Skärholmen, Stockholms kommun",True,True,3000000,±0 %,24590
Per Ludvig Lindgrens Terrass 2,,75.0,3.0,4340,,"Hammarby Sjöstad, Stockholms kommun",True,True,5100000,-7 %,68000
Korphoppsgatan 33,,68.5,2.0,5018,,"Hammarby Sjöstad, Stockholms kommun",True,False,5850000,,85401
Folkparksvägen 166,,79.0,3.0,5483,,"Solberga, Stockholms kommun",True,True,3850000,+10 %,48734
Midsommarvägen 55,,71.0,3.0,3859,,"Midsommarkransen/telefonplan, Stockholms kommun",True,False,5300000,+4 %,74648
Lotta Svärds gränd 6,,51.0,2.0,4253,,"Fruängen, Stockholms kommun",True,True,2950000,+14 %,57843
"Torsgatan 70, 1,5 tr",,26.0,1.0,1999,,"Vasastan/Röda Bergen, Stockholms kommun",True,False,3250000,+16 %,125000
Vanadisvägen 32,,82.0,3.0,3474,,"Vasastan, Stockholms kommun",True,False,8400000,+8 %,102439
Björkbacksvägen 51,,72.0,3.0,4576,,"Ulvsunda, Stockholms kommun",False,False,4250000,+6 %,59028
"Tomtebogatan 3, 5tr",,37.0,2.0,1256,,"Vasastan - Birkastan, Stockholms kommun",True,False,4650000,+3 %,125676
Majstångsvägen 5,,47.0,2.0,3203,,"Midsommarkransen, Stockholms kommun",False,False,4950000,+18 %,105319
Inedalsgatan 15,,14.0,1.0,1336,,"Kungsholmen, Stockholms kommun",True,True,2485000,+13 %,177500
Fågelsångsvägen 13,,58.0,2.0,3572,,"Gröndal, Stockholms kommun",True,True,4400000,+5 %,75862
"Årstaskogs väg 10, 11tr",,51.0,2.0,3663,,"Liljeholmskajen - Årstaberg, Stockholms kommun",True,True,4300000,+8 %,84314
"Kebnekaisevägen 1, 3/3tr",,43.0,2.0,3416,,"Bromma - Traneberg, Stockholms kommun",False,True,2765000,+11 %,64302
Västgötagatan 17,,85.0,3.0,4016,,"Katarina, Stockholms kommun",True,True,7900000,-1 %,92941
Finn malmgrens väg 69,,52.0,2.0,3774,,"Hammarbyhöjden, Stockholms kommun",False,True,3900000,+12 %,75000
Valhallavägen 100,,112.0,4.0,2800,,"Östermalm, Stockholms kommun",True,True,15200000,+9 %,135714
Skebokvarnsvägen 249,,37.0,1.0,2647,,"Högdalen, Stockholms kommun",False,True,2060000,+22 %,55676
Valhallavägen 73 - Vindsvåning,,116.0,4.0,8533,,"Östermalm, Stockholms kommun",True,True,12000000,±0 %,103448
Malmgårdsvägen 18,,25.0,1.0,1454,,"Sofia, Stockholms kommun",True,False,2850000,+10 %,114000
"Rehnsgatan 12 A, 2tr",,20.0,1.0,1391,,"Stockholm - Vasastan/Norrmalm, Stockholms kommun",False,False,2800000,+8 %,140000
Tulegatan 22,,22.0,1.0,1388,,"Vasastan, Stockholms kommun",True,False,2755000,+6 %,125227
"Järnlundsvägen 35, 1 tr",,88.0,4.0,5717,,"Årsta, Stockholms kommun",False,True,4750000,+19 %,53977
