exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
Klara Norra Kyrkogata 17,,48.5,2.0,4027,,"Norrmalm/City, Stockholms kommun",True,False,4950000,+4 %,102062
Sonja Kovalevskys Gata 2,,93.5,4.0,5719,,"Hagastaden, Stockholms kommun",True,True,9000000,-5 %,96257
Vapengatan 9,,40.5,2.0,3177,,"Aspudden, Stockholms kommun",False,True,3350000,,82716
Tegnérgatan 10,,41.0,2.0,2302,,"Vasastan, Stockholms kommun",True,False,4900000,+9 %,119512
"Ringvägen 157, 5tr",,64.0,3.0,3545,,"Södermalm Katarina, Stockholms kommun",True,True,7350000,+13 %,114844
Marmorgatan 11,,53.0,2.0,4152,,"Södermalm / Skanstull, Stockholms kommun",True,True,4050000,+16 %,76415
"Ringvägen 83, 3 Tr",,61.0,3.0,3403,,"Södermalm / Skanstull, Stockholms kommun",True,True,6250000,+14 %,102459
"Sjöviksbacken 5, 16 tr",,63.0,2.0,4010,,"Liljeholmskajen, Stockholms kommun",True,True,5600000,+8 %,88889
"Förskeppsgatan 5, 2tr",,99.5,4.0,6628,,"Hammarby Sjöstad, Stockholms kommun",True,True,7450000,+7 %,74874
"Blekholmsterrassen 7, 2tr",,73.0,3.0,5702,,"Norrmalm - Vasastan - Kungsholmen, Stockholms kommun",False,False,6980000,+21 %,95616
Fjällnäsgatan 8,,74.0,4.0,3990,,"Vällingby, Stockholms kommun",False,True,2600000,+3 %,35135
"Hägerstensvägen 231, 4/4",,82.0,4.0,5386,,"Örnsberg/aspudden, Stockholms kommun",True,True,5995000,±0 %,73110
Tussmötevägen 188,,,3.5,5719,,"Stureby, Stockholms kommun",False,True,6600000,+10 %,75862
Birkagatan 16C,,34.0,2.0,2011,,"Vasastan, Stockholms kommun",True,True,3950000,+13 %,116176
Skeppstavägen 21,,57.0,2.0,3651,,"Bandhagen, Stockholms kommun",False,True,2480000,+24 %,43509
"Lundagatan 50, 1/2 tr",,39.0,2.0,2375,,"Södermalm, Stockholms kommun",False,False,3600000,+4 %,92308
"Roslagsgatan 40A, 4 & 5 tr",,,3.0,3592,,"Vasastan, Stockholms kommun",False,True,10400000,+4 %,131646
"Skagafjordsgatan 13, våning 2",,53.5,2.0,2887,,"Kista Gård, Stockholms kommun",True,False,2250000,-2 %,42056
Jämtlandsgatan 154 (Våning 4),,51.0,2.0,4197,,"Vällingby Centrum, Stockholms kommun",True,True,2150000,+8 %,42157
Skönviksvägen 275,,111.0,5.0,7933,,"Stureby, Stockholms kommun",False,True,5000000,+1 %,45045
"Frejgatan 22, 2tr",,75.0,3.0,3544,,"Vasastan, Stockholms kommun",True,True,8900000,+11 %,118667
Cedergrensvägen 53,,34.5,2.0,3293,,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2795000,+12 %,81014
Eklångsvägen 42,,55.0,3.0,4399,,"Årsta, Stockholms kommun",False,True,3400000,+14 %,61818
Vingavägen 9,,103.0,4.0,6170,,"Blåsut, Stockholms kommun",True,True,6350000,+6 %,61650
Götalandsvägen 251,,73.0,3.0,4319,,"Älvsjöstaden, Stockholms kommun",True,False,3495000,±0 %,47877
"Skönviksvägen 307, 3 tr",,69.0,3.0,5490,,"Stureby - Enskede, Stockholms kommun",False,True,3900000,+7 %,56522
Tulegatan 47,,60.0,2.0,882,,"Vasastan - Sibirien, Stockholms kommun",True,True,5800000,-2 %,96667
"Grindsgatan 31, 4 tr",,40.0,2.0,2057,,"Södermalm - Katarina Sofia, Stockholms kommun",True,False,4220000,+10 %,105500
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Surbrunnsgatan 50, 3tr",,121.0,4.0,3514,,"Vasastan, Stockholms kommun",True,True,12500000,-3 %,103306
"Lindhagensgatan 55, 1 tr",,84.0,3.5,4179,,"Kungsholmen, Stockholms kommun",True,True,7210000,±0 %,85833
"Verkstadsgatan 5, 2tr",,37.0,1.0,2265,,"Södermalm, Stockholms kommun",True,True,3955000,+22 %,106892
Skebokvarnsvägen 376,,33.0,1.0,2830,,"Högdalen, Stockholms kommun",True,True,1495000,±0 %,45303
Sofielundsvägen 33,,41.0,2.0,3170,,"Blåsut, Stockholms kommun",True,False,2925000,-1 %,71341
Skebokvarnsvägen 279,,56.5,2.0,3691,,"Högdalen, Stockholms kommun",True,False,2100000,+5 %,37168
Responsgatan 12,,45.0,2.0,3135,,"Midsommarkransen, Stockholms kommun",True,True,2750000,+2 %,61111
Söderberga Allé 44,,104.0,4.0,7931,,"Bromma - Beckomberga, Stockholms kommun",True,True,2950000,-2 %,28365
"Bjulevägen 34, 1 tr",,80.5,4.0,3397,,"Stureby - Enskede, Stockholms kommun",False,True,4100000,+3 %,50932
Nynäsvägen 312,,31.0,1.0,1850,,"Gamla Enskede, Stockholms kommun",False,False,2500000,+9 %,80645
Sankt Eriksgatan 43A,,105.0,3.0,4118,,"Fridhemsplan, Stockholms kommun",True,True,11500000,+5 %,109524
Krakel Spektakels gata 1,,100.5,4.0,6198,,"Bromma - Annedal, Stockholms kommun",True,True,4600000,±0 %,45771
"Gävlegatan 5, 3 tr",,36.5,1.0,1870,,"Vasastan - Röda Bergen, Stockholms kommun",False,False,3850000,+3 %,105479
Krukmakargatan 64,,45.0,2.0,2866,,"Högalid, Stockholms kommun",False,True,5070000,+18 %,112667
Luftskeppsgatan 2,,80.0,3.0,5771,,"Skarpnäck, Stockholms kommun",True,True,2495000,±0 %,31188
"Gotlandsgatan 71A, vån 4/4",,35.0,1.0,2217,,"Södermalm, Stockholms kommun",False,True,3700000,+6 %,105714
Luxgatan 9,,38.0,2.0,2196,,"Lilla Essingen, Stockholms kommun",True,True,3625000,+4 %,95395
Narvavägen 32,,76.0,3.0,0,,"Östermalm, Stockholms kommun",True,True,14300000,+2 %,188158
Nynäsvägen 310,,55.0,2.0,2986,,"Gamla Enskede, Stockholms kommun",False,False,3095000,±0 %,56273
Rörstrandsgatan 48A,,24.0,1.0,1895,,"Vasastan/Birkastan, Stockholms kommun",False,False,3100000,+3 %,129167
"Studentbacken 32, 2tr",,76.5,3.0,4575,,"Gärdet - Östermalm, Stockholms kommun",True,True,6625000,-3 %,86601
Borensvägen 33C,,65.0,3.0,4521,,"Årsta, Stockholms kommun",False,True,3800000,+6 %,58462
Tomtebogatan 44,,30.0,2.0,1356,,"Vasastan, Stockholms kommun",True,True,4230000,+6 %,141000
"Midsommargränd 2, 4 tr",,56.0,2.0,3106,,"Midsommarkransen, Stockholms kommun",True,True,4660000,+4 %,83214
Kallskärsgatan 5,,90.0,3.0,4724,,"Gärdet - Östermalm, Stockholms kommun",True,True,10800000,+3 %,120000
"John Ericssonsgatan 18, 2tr",,46.0,2.0,1941,,"Kungsholmen, Stockholms kommun",True,False,4560000,+1 %,99130
Idungatan 7B,,56.0,2.0,2688,,"Vasastan, Stockholms kommun",False,False,6050000,+4 %,108036
Vintertullstorget 10,,88.0,3.0,6019,,"Södermalm, Stockholms kommun",True,True,6200000,-1 %,70455
Årstavägen 14,,44.0,2.0,4055,,"Årsta, Stockholms kommun",False,True,2500000,+4 %,56818
Ätravägen 16,,66.0,2.0,4370,,"Bagarmossen, Stockholms kommun",True,True,3250000,+12 %,49242
Stora Kvinns väg 66,,100.5,4.0,6363,,"Älvsjö - Långbro Park, Stockholms kommun",True,False,6710000,+16 %,66766
Sandfjärdsgatan 23,,57.5,2.0,3843,,"Årsta, Stockholms kommun",False,True,2920000,+8 %,50783
"Svedbergsplan 4, 2tr",,63.0,3.0,1535,,"Kungsholmen - Marieberg/Fredhäll, Stockholms kommun",True,True,6075000,+4 %,96429
"Stagneliusvägen 26, 3tr",,40.5,2.0,3281,,"Fredhäll, Stockholms kommun",True,True,3360000,+5 %,82963
Årstavägen 129 vån 7/7,,75.0,3.0,5557,,"Årsta, Stockholms kommun",True,True,4495000,±0 %,59933
Finn Malmgrens väg 77,,34.0,2.0,2552,,"Hammarbyhöjden, Stockholms kommun",False,False,2050000,+8 %,60294
Åmänningevägen 11,,,4.0,8892,,"Årsta, Stockholms kommun",True,True,6000000,,55866
Selmedalsringen 24,,75.0,2.0,4826,,"Hägerstenshamnen, Stockholms kommun",True,True,4015000,+18 %,53533
Årstavägen 93,,53.5,2.0,4144,,"Årsta, Stockholms kommun",False,True,3100000,+4 %,57944
Segelflygsgatan 23,,89.0,4.0,6789,,"Skarpnäck, Stockholms kommun",True,True,3495000,±0 %,39270
Nybodaringen 23,,56.7,2.0,5126,,"Liljeholmen/Nybodahöjden, Stockholms kommun",False,False,3400000,+14 %,59965
Cedergrensvägen 18,,35.0,2.0,3206,,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2700000,+8 %,77143
"Henriksdalsallén 33, vån 3",,59.0,3.0,3955,,"Hammarby Sjöstad, Stockholms kommun",True,True,4650000,+6 %,78814
"Nordenflychtsvägen 64, Vån 6",,103.0,4.0,4649,,"Hornsbergs Strand - Västra Kungsholmen, Stockholms kommun",True,True,10500000,+1 %,101942
"Sjösavägen 15, vån 2",,76.0,3.0,5045,,"Bandhagen, Stockholms kommun",False,True,2700000,+8 %,35526
"Lindvallsplan 4, 1tr",,41.0,2.0,2746,,"Södermalm, Stockholms kommun",True,True,4350000,+19 %,106098
Frövigatan 6,,73.0,3.0,4201,,"Hagsätra, Stockholms kommun",False,True,2100000,+5 %,28767
Norrbackagatan 5A,,42.0,2.0,1954,,"Vasastan, Stockholms kommun",True,False,4300000,-3 %,102381
"Fatburs Brunnsgata 28, 6tr",,78.0,3.0,4430,,"Södermalm, Stockholms kommun",True,True,7000000,+17 %,89744
"Primusgatan 82, 3tr",,44.5,2.0,3402,,"Lilla Essingen, Stockholms kommun",True,True,4410000,+5 %,99101
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Hornsgatan 113, 5 tr",,85.0,3.0,4680,,"Södermalm, Stockholms kommun",True,True,6050000,+1 %,71176
Bäckvägen 50,,55.0,2.0,3957,,"Midsommarkransen, Stockholms kommun",True,True,3675000,+5 %,66818
"Borgarfjordsgatan 21A, vån 32",,98.0,5.0,6430,,"Kista, Stockholms kommun",True,True,3950000,-1 %,40306
"Slätbaksvägen 38, 3 tr",,44.0,2.0,3484,,"Årsta, Stockholms kommun",False,True,2875000,+16 %,65341
Drachmannsgatan 15,,56.0,2.0,3154,,"Bromma - Blackeberg, Stockholms kommun",False,True,2730000,+10 %,48750
"Sjöviksbacken 53, 2tr",,72.0,3.0,5235,,"Liljeholmskajen, Stockholms kommun",True,True,5450000,-1 %,75694
Sara Lidmans Gata 4,,67.0,2.0,2831,,"Hornsbergs Strand, Stockholms kommun",True,True,5750000,±0 %,85821
"Kammakargatan 11, 2 tr",,63.0,2.0,4138,,"Vasastan, Stockholms kommun",True,False,5800000,+6 %,92063
Atlasmuren 18,,49.0,2.0,1309,,"Vasastan/Atlas, Stockholms kommun",True,False,4825000,-1 %,98469
Dalgränd 4,,103.0,4.0,3868,,"Enskede, Stockholms kommun",False,False,4995000,±0 %,48495
Högalidsgatan 36B,,40.0,1.0,2671,,"Södermalm, Stockholms kommun",True,False,3920000,+6 %,98000
Paternostervägen 64,,72.0,3.0,5017,,"Hammarbyhöjden, Stockholms kommun",False,True,4300000,+8 %,59722
"Sjöviksbacken 49, 5tr",,44.0,2.0,3713,,"Liljeholmskajen, Stockholms kommun",True,True,3400000,+3 %,77273
Katrinebergsbacken 24,,85.0,3.0,5330,,"Liljeholmen, Stockholms kommun",True,True,4630000,+16 %,54471
Anders Reimers väg 17,,42.0,2.0,3210,,"Reimersholme, Stockholms kommun",True,True,4600000,+19 %,109524
Astrakangatan 2,,54.0,2.0,4082,,"Hässelby Gård, Stockholms kommun",True,True,1560000,-13 %,28889
"Lollandsgatan 5, vån 4 av 4",,56.0,2.0,4751,,"Kista, Stockholms kommun",True,True,1795000,±0 %,32054
Tellusborgsvägen 96,,90.0,3.0,5452,,"Telefonplan - Midsommarkransen, Stockholms kommun",True,False,6650000,+11 %,73889
"Bergsundsgatan 15, 3tr",,41.0,1.5,2323,,"Södermalm, Stockholms kommun",True,False,4000000,+8 %,97561
Inedalsgatan 15,,20.0,1.0,2332,,"Kungsholmen, Stockholms kommun",True,False,2995000,±0 %,149750
"Responsgatan 12, vån 7 av 7",,54.0,2.0,3680,,"Telefonplan, Stockholms kommun",True,True,3300000,-3 %,61111
Barrstigen 28,,62.0,2.0,2258,,"Abrahamsberg, Stockholms kommun",False,False,3520000,+10 %,56774
Tallbacksvägen 10,,71.0,3.0,4412,,"Ulvsunda, Stockholms kommun",False,False,4250000,+1 %,59859
Masugnsvägen 82,,79.5,3.0,4997,,"Mariehäll, Stockholms kommun",True,True,6150000,-2 %,77358
Dukvägen 18,,64.0,3.0,4212,,"Riksby, Stockholms kommun",False,True,3700000,+6 %,57813
"Björkbacksvägen 51, Vån 3/3",,72.0,3.0,4658,,"Ulvsunda, Stockholms kommun",False,False,4475000,+7 %,62153
Grimstagatan 58,,80.0,3.0,6319,,"Vällingby Centrum, Stockholms kommun",False,True,1900000,±0 %,23750
Salagatan 17,,96.5,4.0,7357,,"Spånga - Solhem, Stockholms kommun",True,True,3200000,-3 %,33161
"Surbrunnsgatan 33, 1,5 tr",,100.4,3.0,5183,,"Vasastan, Stockholms kommun",True,False,12000000,±0 %,119522
"Johanneshovsvägen 153, 3 tr",,81.0,3.0,4996,,"Enskede Gård, Stockholms kommun",True,True,5500000,+4 %,67901
Hägerstensvägen 163,,52.5,2.0,3898,,"Aspudden, Stockholms kommun",False,True,4000000,+11 %,76190
Tulegatan 42,,49.0,2.0,2602,,"Vasastan - Sibirien, Stockholms kommun",True,True,4800000,+12 %,97959
"Blekingegatan 18, vån 5",,91.0,4.0,4653,,"Södermalm - Katarina, Stockholms kommun",True,True,9260000,+3 %,101758
"Sigtunagatan 14A, 2 tr",,39.0,2.0,1661,,"Vasastan - Vasaparken, Stockholms kommun",False,True,5550000,+16 %,142308
Råcksta Gårdsväg 21,,70.0,3.0,4309,,"Vällingby Parkstad / Råcksta, Stockholms kommun",True,False,3150000,+5 %,45000
Skebokvarnsvägen 321,,58.0,2.0,4222,,"Högdalen, Stockholms kommun",True,True,2400000,+20 %,41379
Gröndalsvägen 48,,101.0,4.0,6360,,"Gröndal, Stockholms kommun",False,False,7750000,+6 %,76733
Vidängsvägen 51A,,37.0,2.0,3161,,"Bromma - Traneberg, Stockholms kommun",False,True,2560000,+9 %,69189
"Fendergatan 6, 6 av 6 tr",,51.0,2.0,3517,,"Hammarby Sjöstad, Stockholms kommun",False,False,4325000,+1 %,84804
"Gotlandsgatan 66, 2tr",,101.0,4.0,4211,,"Södermalm Katarina, Stockholms kommun",True,True,12525000,+14 %,124010
"Olshammarsgatan 64, 5 tr",,87.5,4.0,6477,,"Ormkärr/Hagsätra, Stockholms kommun",True,True,2505000,+5 %,28629
Döbelnsgatan 4B,,63.0,4.0,3980,,"Vasastan, Stockholms kommun",True,True,6100000,+2 %,96825
"Blekingegatan 16, 6 tr",,54.5,2.5,3120,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,5250000,+1 %,96330
"Tranebergsvägen 58, vån 3 av 3",,40.0,2.0,3588,,"Traneberg, Stockholms kommun",False,True,2900000,+16 %,72500
Pastellvägen 11,,50.0,2.0,3048,,"Skärmarbrink, Stockholms kommun",True,True,3650000,+6 %,73000
Odd fellowvägen 21,,67.0,2.5,4730,,"Bredäng, Stockholms kommun",False,True,2075000,+4 %,30970
Artillerigatan 36,,68.0,2.0,3425,,"Östermalm, Stockholms kommun",True,True,9800000,+3 %,144118
"John Bergs Plan 7, 2 tr",,31.0,1.0,2764,,"Kungsholmen Fridhemsplan, Stockholms kommun",True,True,3320000,+13 %,107097
Vattenledningsvägen 73,,57.0,2.0,3056,,"Midsommarkransen, Stockholms kommun",True,True,4550000,+14 %,79825
Valborgsmässovägen 36,,34.5,2.0,3293,,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2775000,,80435
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Stångjärnsvägen 8,,46.0,2.0,3900,,"Bromma - Johannesfred, Stockholms kommun",False,True,2250000,±0 %,48913
"Pilotgatan 5E, 1tr",,66.0,2.0,5455,,"Skarpnäck, Stockholms kommun",True,True,1895000,+12 %,28712
"Östhammarsgatan 72A, 1tr",,24.0,1.0,1790,,"Gärdet - Östermalm, Stockholms kommun",True,True,2450000,-2 %,102083
Dalgången 7,,71.0,3.0,5612,,"Nockebyhov, Stockholms kommun",False,True,4130000,±0 %,58169
"Hallandsgatan 32, vindsvåning",,,2.0,3642,,"Katarina, Stockholms kommun",True,False,6150000,+12 %,111818
"Hummelvägen 2, 3tr",,70.0,3.0,4708,,"Årsta, Stockholms kommun",False,True,3950000,+13 %,56429
Kinnekullevägen 36A,,36.0,2.0,3326,,"Bromma - Traneberg, Stockholms kommun",False,False,2700000,+8 %,75000
"Kommendörsgatan 40, 4 tr",,98.0,3.0,4757,,"Övre Östermalm, Stockholms kommun",True,True,14000000,+10 %,142857
Inteckningsvägen 17I,,68.0,3.0,5947,,"Hägerstensåsen, Stockholms kommun",True,True,3750000,-3 %,55147
Hammarby allé 7,,55.5,2.0,3468,,"Hammarby Sjöstad, Stockholms kommun",True,True,4675000,+4 %,84234
"Glindragränd 3, 4 tr",,95.0,4.0,6881,,"Årsta, Stockholms kommun",True,True,6750000,+4 %,71053
Pipersgatan 4,,56.0,2.0,2712,,"Kungsholmen, Stockholms kommun",False,True,7250000,+21 %,129464
